Raw Data 		Experiment - evIC50_8_plate2_21APRIL2026 (Run on LCS480 1.5.1.62)
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	465-510	
A1	Sample 1	2	1	1	32720	36.91	0.59
A1	Sample 1	2	1	2	37730	36.91	0.60
A1	Sample 1	2	1	3	42730	37	0.59
A1	Sample 1	2	1	4	47720	36.96	0.59
A1	Sample 1	2	1	5	52730	37	0.59
A1	Sample 1	2	1	6	57730	37	0.59
A1	Sample 1	2	1	7	62720	37	0.59
A1	Sample 1	2	1	8	67730	36.96	0.59
A1	Sample 1	2	1	9	72750	37	0.59
A1	Sample 1	2	1	10	77730	37	0.59
A1	Sample 1	2	1	11	82730	36.96	0.59
A1	Sample 1	2	1	12	87730	36.96	0.58
A1	Sample 1	2	1	13	92720	36.96	0.59
A1	Sample 1	2	1	14	97730	36.96	0.59
A1	Sample 1	2	1	15	102730	36.96	0.58
A2	Sample 2	2	1	1	32720	36.91	0.57
A2	Sample 2	2	1	2	37730	36.91	0.56
A2	Sample 2	2	1	3	42730	37	0.57
A2	Sample 2	2	1	4	47720	36.96	0.56
A2	Sample 2	2	1	5	52730	37	0.56
A2	Sample 2	2	1	6	57730	37	0.56
A2	Sample 2	2	1	7	62720	37	0.56
A2	Sample 2	2	1	8	67730	36.96	0.56
A2	Sample 2	2	1	9	72750	37	0.55
A2	Sample 2	2	1	10	77730	37	0.56
A2	Sample 2	2	1	11	82730	36.96	0.56
A2	Sample 2	2	1	12	87730	36.96	0.56
A2	Sample 2	2	1	13	92720	36.96	0.55
A2	Sample 2	2	1	14	97730	36.96	0.55
A2	Sample 2	2	1	15	102730	36.96	0.55
A3	Sample 3	2	1	1	32720	36.91	0.67
A3	Sample 3	2	1	2	37730	36.91	0.67
A3	Sample 3	2	1	3	42730	37	0.67
A3	Sample 3	2	1	4	47720	36.96	0.66
A3	Sample 3	2	1	5	52730	37	0.65
A3	Sample 3	2	1	6	57730	37	0.65
A3	Sample 3	2	1	7	62720	37	0.66
A3	Sample 3	2	1	8	67730	36.96	0.65
A3	Sample 3	2	1	9	72750	37	0.66
A3	Sample 3	2	1	10	77730	37	0.65
A3	Sample 3	2	1	11	82730	36.96	0.65
A3	Sample 3	2	1	12	87730	36.96	0.65
A3	Sample 3	2	1	13	92720	36.96	0.65
A3	Sample 3	2	1	14	97730	36.96	0.65
A3	Sample 3	2	1	15	102730	36.96	0.64
A4	Sample 4	2	1	1	32720	36.91	0.62
A4	Sample 4	2	1	2	37730	36.91	0.62
A4	Sample 4	2	1	3	42730	37	0.61
A4	Sample 4	2	1	4	47720	36.96	0.62
A4	Sample 4	2	1	5	52730	37	0.61
A4	Sample 4	2	1	6	57730	37	0.61
A4	Sample 4	2	1	7	62720	37	0.62
A4	Sample 4	2	1	8	67730	36.96	0.61
A4	Sample 4	2	1	9	72750	37	0.61
A4	Sample 4	2	1	10	77730	37	0.61
A4	Sample 4	2	1	11	82730	36.96	0.61
A4	Sample 4	2	1	12	87730	36.96	0.60
A4	Sample 4	2	1	13	92720	36.96	0.60
A4	Sample 4	2	1	14	97730	36.96	0.60
A4	Sample 4	2	1	15	102730	36.96	0.61
A5	Sample 5	2	1	1	32720	36.91	1.01
A5	Sample 5	2	1	2	37730	36.91	1.00
A5	Sample 5	2	1	3	42730	37	1.00
A5	Sample 5	2	1	4	47720	36.96	0.99
A5	Sample 5	2	1	5	52730	37	0.98
A5	Sample 5	2	1	6	57730	37	0.98
A5	Sample 5	2	1	7	62720	37	0.99
A5	Sample 5	2	1	8	67730	36.96	0.98
A5	Sample 5	2	1	9	72750	37	0.98
A5	Sample 5	2	1	10	77730	37	0.98
A5	Sample 5	2	1	11	82730	36.96	0.99
A5	Sample 5	2	1	12	87730	36.96	0.97
A5	Sample 5	2	1	13	92720	36.96	0.97
A5	Sample 5	2	1	14	97730	36.96	0.98
A5	Sample 5	2	1	15	102730	36.96	0.98
A6	Sample 6	2	1	1	32720	36.91	0.99
A6	Sample 6	2	1	2	37730	36.91	0.98
A6	Sample 6	2	1	3	42730	37	0.98
A6	Sample 6	2	1	4	47720	36.96	0.97
A6	Sample 6	2	1	5	52730	37	0.97
A6	Sample 6	2	1	6	57730	37	0.96
A6	Sample 6	2	1	7	62720	37	0.97
A6	Sample 6	2	1	8	67730	36.96	0.96
A6	Sample 6	2	1	9	72750	37	0.96
A6	Sample 6	2	1	10	77730	37	0.97
A6	Sample 6	2	1	11	82730	36.96	0.96
A6	Sample 6	2	1	12	87730	36.96	0.97
