Raw Data 		Experiment - evIC50_12_plate1_246APRIL2026 (Run on LCS480 1.5.1.62)
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	465-510	
A1	Sample 1	2	1	1	34040	36.91	0.82
A1	Sample 1	2	1	2	39060	36.91	0.81
A1	Sample 1	2	1	3	44050	36.96	0.81
A1	Sample 1	2	1	4	49060	36.96	0.81
A1	Sample 1	2	1	5	54060	36.96	0.81
A1	Sample 1	2	1	6	59070	36.96	0.80
A1	Sample 1	2	1	7	64070	36.96	0.81
A1	Sample 1	2	1	8	69060	36.96	0.80
A1	Sample 1	2	1	9	74050	37	0.80
A1	Sample 1	2	1	10	79060	36.96	0.80
A1	Sample 1	2	1	11	84060	36.96	0.79
A1	Sample 1	2	1	12	89050	36.96	0.79
A1	Sample 1	2	1	13	94060	37	0.80
A1	Sample 1	2	1	14	99060	36.96	0.79
A1	Sample 1	2	1	15	104070	36.96	0.80
A2	Sample 2	2	1	1	34040	36.91	0.85
A2	Sample 2	2	1	2	39060	36.91	0.84
A2	Sample 2	2	1	3	44050	36.96	0.84
A2	Sample 2	2	1	4	49060	36.96	0.84
A2	Sample 2	2	1	5	54060	36.96	0.84
A2	Sample 2	2	1	6	59070	36.96	0.83
A2	Sample 2	2	1	7	64070	36.96	0.83
A2	Sample 2	2	1	8	69060	36.96	0.83
A2	Sample 2	2	1	9	74050	37	0.83
A2	Sample 2	2	1	10	79060	36.96	0.82
A2	Sample 2	2	1	11	84060	36.96	0.83
A2	Sample 2	2	1	12	89050	36.96	0.82
A2	Sample 2	2	1	13	94060	37	0.82
A2	Sample 2	2	1	14	99060	36.96	0.83
A2	Sample 2	2	1	15	104070	36.96	0.82
A3	Sample 3	2	1	1	34040	36.91	0.93
A3	Sample 3	2	1	2	39060	36.91	0.93
A3	Sample 3	2	1	3	44050	36.96	0.93
A3	Sample 3	2	1	4	49060	36.96	0.92
A3	Sample 3	2	1	5	54060	36.96	0.91
A3	Sample 3	2	1	6	59070	36.96	0.91
A3	Sample 3	2	1	7	64070	36.96	0.91
A3	Sample 3	2	1	8	69060	36.96	0.91
A3	Sample 3	2	1	9	74050	37	0.91
A3	Sample 3	2	1	10	79060	36.96	0.90
A3	Sample 3	2	1	11	84060	36.96	0.91
A3	Sample 3	2	1	12	89050	36.96	0.91
A3	Sample 3	2	1	13	94060	37	0.90
A3	Sample 3	2	1	14	99060	36.96	0.91
A3	Sample 3	2	1	15	104070	36.96	0.90
A4	Sample 4	2	1	1	34040	36.91	0.92
A4	Sample 4	2	1	2	39060	36.91	0.91
A4	Sample 4	2	1	3	44050	36.96	0.90
A4	Sample 4	2	1	4	49060	36.96	0.91
A4	Sample 4	2	1	5	54060	36.96	0.90
A4	Sample 4	2	1	6	59070	36.96	0.90
A4	Sample 4	2	1	7	64070	36.96	0.90
A4	Sample 4	2	1	8	69060	36.96	0.89
A4	Sample 4	2	1	9	74050	37	0.89
A4	Sample 4	2	1	10	79060	36.96	0.89
A4	Sample 4	2	1	11	84060	36.96	0.89
A4	Sample 4	2	1	12	89050	36.96	0.89
A4	Sample 4	2	1	13	94060	37	0.89
A4	Sample 4	2	1	14	99060	36.96	0.89
A4	Sample 4	2	1	15	104070	36.96	0.88
A5	Sample 5	2	1	1	34040	36.91	0.55
A5	Sample 5	2	1	2	39060	36.91	0.55
A5	Sample 5	2	1	3	44050	36.96	0.54
A5	Sample 5	2	1	4	49060	36.96	0.54
A5	Sample 5	2	1	5	54060	36.96	0.55
A5	Sample 5	2	1	6	59070	36.96	0.54
A5	Sample 5	2	1	7	64070	36.96	0.54
A5	Sample 5	2	1	8	69060	36.96	0.53
A5	Sample 5	2	1	9	74050	37	0.54
A5	Sample 5	2	1	10	79060	36.96	0.54
A5	Sample 5	2	1	11	84060	36.96	0.54
A5	Sample 5	2	1	12	89050	36.96	0.54
A5	Sample 5	2	1	13	94060	37	0.54
A5	Sample 5	2	1	14	99060	36.96	0.54
A5	Sample 5	2	1	15	104070	36.96	0.54
A6	Sample 6	2	1	1	34040	36.91	0.57
A6	Sample 6	2	1	2	39060	36.91	0.56
A6	Sample 6	2	1	3	44050	36.96	0.56
A6	Sample 6	2	1	4	49060	36.96	0.56
A6	Sample 6	2	1	5	54060	36.96	0.55
A6	Sample 6	2	1	6	59070	36.96	0.55
A6	Sample 6	2	1	7	64070	36.96	0.56
A6	Sample 6	2	1	8	69060	36.96	0.56
A6	Sample 6	2	1	9	74050	37	0.55
A6	Sample 6	2	1	10	79060	36.96	0.55
A6	Sample 6	2	1	11	84060	36.96	0.55
A6	Sample 6	2	1	12	89050	36.96	0.55
A6	Sample 6	2	1	13	94060	37	0.55
A6	Sample 6	2	1	14	99060	36.96	0.56
A6	Sample 6	2	1	15	104070	36.96	0.55
A7	Sample 7	2	1	1	34040	36.91	0.59
A7	Sample 7	2	1	2	39060	36.91	0.59
A7	Sample 7	2	1	3	44050	36.96	0.58
A7	Sample 7	2	1	4	49060	36.96	0.59
A7	Sample 7	2	1	5	54060	36.96	0.58
A7	Sample 7	2	1	6	59070	36.96	0.59
A7	Sample 7	2	1	7	64070	36.96	0.58
A7	Sample 7	2	1	8	69060	36.96	0.58
A7	Sample 7	2	1	9	74050	37	0.58
A7	Sample 7	2	1	10	79060	36.96	0.58
A7	Sample 7	2	1	11	84060	36.96	0.58
A7	Sample 7	2	1	12	89050	36.96	0.58
A7	Sample 7	2	1	13	94060	37	0.58
A7	Sample 7	2	1	14	99060	36.96	0.58
A7	Sample 7	2	1	15	104070	36.96	0.58
A8	Sample 8	2	1	1	34040	36.91	0.57
A8	Sample 8	2	1	2	39060	36.91	0.56
A8	Sample 8	2	1	3	44050	36.96	0.55
A8	Sample 8	2	1	4	49060	36.96	0.55
A8	Sample 8	2	1	5	54060	36.96	0.55
A8	Sample 8	2	1	6	59070	36.96	0.56
A8	Sample 8	2	1	7	64070	36.96	0.55
A8	Sample 8	2	1	8	69060	36.96	0.55
A8	Sample 8	2	1	9	74050	37	0.55
A8	Sample 8	2	1	10	79060	36.96	0.55
A8	Sample 8	2	1	11	84060	36.96	0.55
A8	Sample 8	2	1	12	89050	36.96	0.55
A8	Sample 8	2	1	13	94060	37	0.54
A8	Sample 8	2	1	14	99060	36.96	0.55
A8	Sample 8	2	1	15	104070	36.96	0.55
A9	Sample 9	2	1	1	34040	36.91	0.66
A9	Sample 9	2	1	2	39060	36.91	0.66
A9	Sample 9	2	1	3	44050	36.96	0.65
A9	Sample 9	2	1	4	49060	36.96	0.65
A9	Sample 9	2	1	5	54060	36.96	0.65
A9	Sample 9	2	1	6	59070	36.96	0.66
A9	Sample 9	2	1	7	64070	36.96	0.65
A9	Sample 9	2	1	8	69060	36.96	0.65
A9	Sample 9	2	1	9	74050	37	0.65
A9	Sample 9	2	1	10	79060	36.96	0.65
A9	Sample 9	2	1	11	84060	36.96	0.64
A9	Sample 9	2	1	12	89050	36.96	0.65
A9	Sample 9	2	1	13	94060	37	0.65
A9	Sample 9	2	1	14	99060	36.96	0.65
A9	Sample 9	2	1	15	104070	36.96	0.65
A10	Sample 10	2	1	1	34040	36.91	0.66
A10	Sample 10	2	1	2	39060	36.91	0.66
A10	Sample 10	2	1	3	44050	36.96	0.65
A10	Sample 10	2	1	4	49060	36.96	0.66
A10	Sample 10	2	1	5	54060	36.96	0.66
A10	Sample 10	2	1	6	59070	36.96	0.66
A10	Sample 10	2	1	7	64070	36.96	0.65
A10	Sample 10	2	1	8	69060	36.96	0.65
A10	Sample 10	2	1	9	74050	37	0.65
A10	Sample 10	2	1	10	79060	36.96	0.65
A10	Sample 10	2	1	11	84060	36.96	0.65
A10	Sample 10	2	1	12	89050	36.96	0.65
A10	Sample 10	2	1	13	94060	37	0.65
A10	Sample 10	2	1	14	99060	36.96	0.65
A10	Sample 10	2	1	15	104070	36.96	0.65
A11	Sample 11	2	1	1	34040	36.91	0.69
A11	Sample 11	2	1	2	39060	36.91	0.68
A11	Sample 11	2	1	3	44050	36.96	0.68
A11	Sample 11	2	1	4	49060	36.96	0.68
A11	Sample 11	2	1	5	54060	36.96	0.67
A11	Sample 11	2	1	6	59070	36.96	0.67
A11	Sample 11	2	1	7	64070	36.96	0.66
A11	Sample 11	2	1	8	69060	36.96	0.66
A11	Sample 11	2	1	9	74050	37	0.66
A11	Sample 11	2	1	10	79060	36.96	0.66
A11	Sample 11	2	1	11	84060	36.96	0.66
A11	Sample 11	2	1	12	89050	36.96	0.66
A11	Sample 11	2	1	13	94060	37	0.66
A11	Sample 11	2	1	14	99060	36.96	0.66
A11	Sample 11	2	1	15	104070	36.96	0.66
A12	Sample 12	2	1	1	34040	36.91	0.64
A12	Sample 12	2	1	2	39060	36.91	0.63
A12	Sample 12	2	1	3	44050	36.96	0.63
A12	Sample 12	2	1	4	49060	36.96	0.63
A12	Sample 12	2	1	5	54060	36.96	0.62
A12	Sample 12	2	1	6	59070	36.96	0.62
A12	Sample 12	2	1	7	64070	36.96	0.62
A12	Sample 12	2	1	8	69060	36.96	0.62
A12	Sample 12	2	1	9	74050	37	0.62
A12	Sample 12	2	1	10	79060	36.96	0.62
A12	Sample 12	2	1	11	84060	36.96	0.62
A12	Sample 12	2	1	12	89050	36.96	0.62
A12	Sample 12	2	1	13	94060	37	0.63
A12	Sample 12	2	1	14	99060	36.96	0.62
A12	Sample 12	2	1	15	104070	36.96	0.62
B1	Sample 13	2	1	1	34040	36.91	0.79
B1	Sample 13	2	1	2	39060	36.91	0.78
B1	Sample 13	2	1	3	44050	36.96	0.78
B1	Sample 13	2	1	4	49060	36.96	0.78
B1	Sample 13	2	1	5	54060	36.96	0.77
B1	Sample 13	2	1	6	59070	36.96	0.77
B1	Sample 13	2	1	7	64070	36.96	0.76
B1	Sample 13	2	1	8	69060	36.96	0.76
B1	Sample 13	2	1	9	74050	37	0.76
B1	Sample 13	2	1	10	79060	36.96	0.76
B1	Sample 13	2	1	11	84060	36.96	0.76
B1	Sample 13	2	1	12	89050	36.96	0.76
B1	Sample 13	2	1	13	94060	37	0.77
B1	Sample 13	2	1	14	99060	36.96	0.76
B1	Sample 13	2	1	15	104070	36.96	0.75
B2	Sample 14	2	1	1	34040	36.91	0.80
B2	Sample 14	2	1	2	39060	36.91	0.78
B2	Sample 14	2	1	3	44050	36.96	0.78
B2	Sample 14	2	1	4	49060	36.96	0.78
B2	Sample 14	2	1	5	54060	36.96	0.77
B2	Sample 14	2	1	6	59070	36.96	0.77
B2	Sample 14	2	1	7	64070	36.96	0.77
B2	Sample 14	2	1	8	69060	36.96	0.77
B2	Sample 14	2	1	9	74050	37	0.77
B2	Sample 14	2	1	10	79060	36.96	0.77
B2	Sample 14	2	1	11	84060	36.96	0.76
B2	Sample 14	2	1	12	89050	36.96	0.77
B2	Sample 14	2	1	13	94060	37	0.78
B2	Sample 14	2	1	14	99060	36.96	0.77
B2	Sample 14	2	1	15	104070	36.96	0.78
B3	Sample 15	2	1	1	34040	36.91	0.86
B3	Sample 15	2	1	2	39060	36.91	0.84
B3	Sample 15	2	1	3	44050	36.96	0.84
B3	Sample 15	2	1	4	49060	36.96	0.84
B3	Sample 15	2	1	5	54060	36.96	0.84
B3	Sample 15	2	1	6	59070	36.96	0.85
B3	Sample 15	2	1	7	64070	36.96	0.85
B3	Sample 15	2	1	8	69060	36.96	0.84
B3	Sample 15	2	1	9	74050	37	0.84
B3	Sample 15	2	1	10	79060	36.96	0.84
B3	Sample 15	2	1	11	84060	36.96	0.84
B3	Sample 15	2	1	12	89050	36.96	0.85
B3	Sample 15	2	1	13	94060	37	0.85
B3	Sample 15	2	1	14	99060	36.96	0.84
B3	Sample 15	2	1	15	104070	36.96	0.84
B4	Sample 16	2	1	1	34040	36.91	0.91
B4	Sample 16	2	1	2	39060	36.91	0.89
B4	Sample 16	2	1	3	44050	36.96	0.89
B4	Sample 16	2	1	4	49060	36.96	0.89
B4	Sample 16	2	1	5	54060	36.96	0.88
B4	Sample 16	2	1	6	59070	36.96	0.89
B4	Sample 16	2	1	7	64070	36.96	0.88
B4	Sample 16	2	1	8	69060	36.96	0.88
B4	Sample 16	2	1	9	74050	37	0.88
B4	Sample 16	2	1	10	79060	36.96	0.88
B4	Sample 16	2	1	11	84060	36.96	0.87
B4	Sample 16	2	1	12	89050	36.96	0.87
B4	Sample 16	2	1	13	94060	37	0.88
B4	Sample 16	2	1	14	99060	36.96	0.87
B4	Sample 16	2	1	15	104070	36.96	0.88
B5	Sample 17	2	1	1	34040	36.91	0.52
B5	Sample 17	2	1	2	39060	36.91	0.50
B5	Sample 17	2	1	3	44050	36.96	0.50
B5	Sample 17	2	1	4	49060	36.96	0.51
B5	Sample 17	2	1	5	54060	36.96	0.50
B5	Sample 17	2	1	6	59070	36.96	0.50
B5	Sample 17	2	1	7	64070	36.96	0.50
B5	Sample 17	2	1	8	69060	36.96	0.50
B5	Sample 17	2	1	9	74050	37	0.50
B5	Sample 17	2	1	10	79060	36.96	0.50
B5	Sample 17	2	1	11	84060	36.96	0.50
B5	Sample 17	2	1	12	89050	36.96	0.50
B5	Sample 17	2	1	13	94060	37	0.51
B5	Sample 17	2	1	14	99060	36.96	0.50
B5	Sample 17	2	1	15	104070	36.96	0.50
B6	Sample 18	2	1	1	34040	36.91	0.53
B6	Sample 18	2	1	2	39060	36.91	0.52
B6	Sample 18	2	1	3	44050	36.96	0.51
B6	Sample 18	2	1	4	49060	36.96	0.51
B6	Sample 18	2	1	5	54060	36.96	0.51
B6	Sample 18	2	1	6	59070	36.96	0.51
B6	Sample 18	2	1	7	64070	36.96	0.51
B6	Sample 18	2	1	8	69060	36.96	0.51
B6	Sample 18	2	1	9	74050	37	0.51
B6	Sample 18	2	1	10	79060	36.96	0.51
B6	Sample 18	2	1	11	84060	36.96	0.51
B6	Sample 18	2	1	12	89050	36.96	0.50
B6	Sample 18	2	1	13	94060	37	0.51
B6	Sample 18	2	1	14	99060	36.96	0.51
B6	Sample 18	2	1	15	104070	36.96	0.51
B7	Sample 19	2	1	1	34040	36.91	0.57
B7	Sample 19	2	1	2	39060	36.91	0.56
B7	Sample 19	2	1	3	44050	36.96	0.56
B7	Sample 19	2	1	4	49060	36.96	0.56
B7	Sample 19	2	1	5	54060	36.96	0.55
B7	Sample 19	2	1	6	59070	36.96	0.55
B7	Sample 19	2	1	7	64070	36.96	0.55
B7	Sample 19	2	1	8	69060	36.96	0.55
B7	Sample 19	2	1	9	74050	37	0.55
B7	Sample 19	2	1	10	79060	36.96	0.55
B7	Sample 19	2	1	11	84060	36.96	0.55
B7	Sample 19	2	1	12	89050	36.96	0.55
B7	Sample 19	2	1	13	94060	37	0.55
B7	Sample 19	2	1	14	99060	36.96	0.54
B7	Sample 19	2	1	15	104070	36.96	0.55
B8	Sample 20	2	1	1	34040	36.91	0.54
B8	Sample 20	2	1	2	39060	36.91	0.53
B8	Sample 20	2	1	3	44050	36.96	0.52
B8	Sample 20	2	1	4	49060	36.96	0.52
B8	Sample 20	2	1	5	54060	36.96	0.52
