Raw Data 		Experiment - evIC50_2_plate1_08APRIL2026 (Run on LCS480 1.5.1.62)					
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	465-510
A1	Sample 1	2	1	1	28820	36.91	1.49
A1	Sample 1	2	1	2	33430	36.96	1.5
A1	Sample 1	2	1	3	38030	36.91	1.5
A1	Sample 1	2	1	4	42630	37	1.51
A1	Sample 1	2	1	5	47230	37	1.52
A1	Sample 1	2	1	6	51830	36.96	1.52
A1	Sample 1	2	1	7	56440	36.96	1.51
A1	Sample 1	2	1	8	61040	36.96	1.51
A1	Sample 1	2	1	9	65640	36.96	1.52
A1	Sample 1	2	1	10	70240	37	1.52
A1	Sample 1	2	1	11	74840	37	1.53
A1	Sample 1	2	1	12	79430	36.91	1.53
A1	Sample 1	2	1	13	84030	37	1.51
A1	Sample 1	2	1	14	88630	36.91	1.52
A1	Sample 1	2	1	15	93230	37	1.52
A2	Sample 2	2	1	1	28820	36.91	1.57
A2	Sample 2	2	1	2	33430	36.96	1.59
A2	Sample 2	2	1	3	38030	36.91	1.6
A2	Sample 2	2	1	4	42630	37	1.6
A2	Sample 2	2	1	5	47230	37	1.6
A2	Sample 2	2	1	6	51830	36.96	1.6
A2	Sample 2	2	1	7	56440	36.96	1.6
A2	Sample 2	2	1	8	61040	36.96	1.6
A2	Sample 2	2	1	9	65640	36.96	1.6
A2	Sample 2	2	1	10	70240	37	1.6
A2	Sample 2	2	1	11	74840	37	1.62
A2	Sample 2	2	1	12	79430	36.91	1.61
A2	Sample 2	2	1	13	84030	37	1.6
A2	Sample 2	2	1	14	88630	36.91	1.6
A2	Sample 2	2	1	15	93230	37	1.6
A3	Sample 3	2	1	1	28820	36.91	1.72
A3	Sample 3	2	1	2	33430	36.96	1.73
A3	Sample 3	2	1	3	38030	36.91	1.75
A3	Sample 3	2	1	4	42630	37	1.75
A3	Sample 3	2	1	5	47230	37	1.77
A3	Sample 3	2	1	6	51830	36.96	1.76
A3	Sample 3	2	1	7	56440	36.96	1.75
A3	Sample 3	2	1	8	61040	36.96	1.76
A3	Sample 3	2	1	9	65640	36.96	1.77
A3	Sample 3	2	1	10	70240	37	1.76
A3	Sample 3	2	1	11	74840	37	1.76
A3	Sample 3	2	1	12	79430	36.91	1.76
A3	Sample 3	2	1	13	84030	37	1.76
A3	Sample 3	2	1	14	88630	36.91	1.76
A3	Sample 3	2	1	15	93230	37	1.74
A4	Sample 4	2	1	1	28820	36.91	1.77
A4	Sample 4	2	1	2	33430	36.96	1.78
A4	Sample 4	2	1	3	38030	36.91	1.79
A4	Sample 4	2	1	4	42630	37	1.8
A4	Sample 4	2	1	5	47230	37	1.81
A4	Sample 4	2	1	6	51830	36.96	1.81
A4	Sample 4	2	1	7	56440	36.96	1.81
A4	Sample 4	2	1	8	61040	36.96	1.81
A4	Sample 4	2	1	9	65640	36.96	1.81
A4	Sample 4	2	1	10	70240	37	1.81
A4	Sample 4	2	1	11	74840	37	1.81
A4	Sample 4	2	1	12	79430	36.91	1.81
A4	Sample 4	2	1	13	84030	37	1.81
A4	Sample 4	2	1	14	88630	36.91	1.81
A4	Sample 4	2	1	15	93230	37	1.8
A5	Sample 5	2	1	1	28820	36.91	2.84
A5	Sample 5	2	1	2	33430	36.96	2.99
A5	Sample 5	2	1	3	38030	36.91	2.96
A5	Sample 5	2	1	4	42630	37	2.85
A5	Sample 5	2	1	5	47230	37	2.72
A5	Sample 5	2	1	6	51830	36.96	2.52
A5	Sample 5	2	1	7	56440	36.96	2.32
A5	Sample 5	2	1	8	61040	36.96	2.15
A5	Sample 5	2	1	9	65640	36.96	2
A5	Sample 5	2	1	10	70240	37	1.88
A5	Sample 5	2	1	11	74840	37	1.8
A5	Sample 5	2	1	12	79430	36.91	1.73
A5	Sample 5	2	1	13	84030	37	1.69
A5	Sample 5	2	1	14	88630	36.91	1.65
A5	Sample 5	2	1	15	93230	37	1.64
A6	Sample 6	2	1	1	28820	36.91	2.49
A6	Sample 6	2	1	2	33430	36.96	2.6
A6	Sample 6	2	1	3	38030	36.91	2.57
A6	Sample 6	2	1	4	42630	37	2.47
A6	Sample 6	2	1	5	47230	37	2.32
A6	Sample 6	2	1	6	51830	36.96	2.17
A6	Sample 6	2	1	7	56440	36.96	2
A6	Sample 6	2	1	8	61040	36.96	1.89
A6	Sample 6	2	1	9	65640	36.96	1.79
A6	Sample 6	2	1	10	70240	37	1.72
A6	Sample 6	2	1	11	74840	37	1.67
A6	Sample 6	2	1	12	79430	36.91	1.64
A6	Sample 6	2	1	13	84030	37	1.61
A6	Sample 6	2	1	14	88630	36.91	1.6
A6	Sample 6	2	1	15	93230	37	1.59
A7	Sample 7	2	1	1	28820	36.91	2.42
A7	Sample 7	2	1	2	33430	36.96	2.44
A7	Sample 7	2	1	3	38030	36.91	2.44
A7	Sample 7	2	1	4	42630	37	2.41
A7	Sample 7	2	1	5	47230	37	2.34
A7	Sample 7	2	1	6	51830	36.96	2.24
A7	Sample 7	2	1	7	56440	36.96	2.16
A7	Sample 7	2	1	8	61040	36.96	2.05
A7	Sample 7	2	1	9	65640	36.96	1.96
A7	Sample 7	2	1	10	70240	37	1.88
A7	Sample 7	2	1	11	74840	37	1.82
A7	Sample 7	2	1	12	79430	36.91	1.75
A7	Sample 7	2	1	13	84030	37	1.71
A7	Sample 7	2	1	14	88630	36.91	1.67
A7	Sample 7	2	1	15	93230	37	1.64
A8	Sample 8	2	1	1	28820	36.91	4.61
A8	Sample 8	2	1	2	33430	36.96	5.19
A8	Sample 8	2	1	3	38030	36.91	4.75
