Raw Data 		Experiment - evIC50_10_plate3_23APRIL2026 (Run on LCS480 1.5.1.62)
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	465-510	
A1	Sample 1	2	1	1	31230	37	1.40
A1	Sample 1	2	1	2	36250	36.96	1.38
A1	Sample 1	2	1	3	41250	36.96	1.39
A1	Sample 1	2	1	4	46260	37	1.39
A1	Sample 1	2	1	5	51250	37	1.41
A1	Sample 1	2	1	6	56250	37	1.45
A1	Sample 1	2	1	7	61250	36.96	1.47
A1	Sample 1	2	1	8	66250	37	1.50
A1	Sample 1	2	1	9	71260	37	1.51
A1	Sample 1	2	1	10	76240	36.96	1.52
A1	Sample 1	2	1	11	81250	37	1.54
A1	Sample 1	2	1	12	86260	37	1.54
A1	Sample 1	2	1	13	91270	37	1.54
A1	Sample 1	2	1	14	96280	37	1.54
A1	Sample 1	2	1	15	101270	36.96	1.54
A2	Sample 2	2	1	1	31230	37	1.46
A2	Sample 2	2	1	2	36250	36.96	1.45
A2	Sample 2	2	1	3	41250	36.96	1.48
A2	Sample 2	2	1	4	46260	37	1.51
A2	Sample 2	2	1	5	51250	37	1.55
A2	Sample 2	2	1	6	56250	37	1.58
A2	Sample 2	2	1	7	61250	36.96	1.58
A2	Sample 2	2	1	8	66250	37	1.59
A2	Sample 2	2	1	9	71260	37	1.59
A2	Sample 2	2	1	10	76240	36.96	1.61
A2	Sample 2	2	1	11	81250	37	1.61
A2	Sample 2	2	1	12	86260	37	1.60
A2	Sample 2	2	1	13	91270	37	1.61
A2	Sample 2	2	1	14	96280	37	1.61
A2	Sample 2	2	1	15	101270	36.96	1.61
A3	Sample 3	2	1	1	31230	37	1.59
A3	Sample 3	2	1	2	36250	36.96	1.58
A3	Sample 3	2	1	3	41250	36.96	1.61
A3	Sample 3	2	1	4	46260	37	1.65
A3	Sample 3	2	1	5	51250	37	1.68
A3	Sample 3	2	1	6	56250	37	1.71
A3	Sample 3	2	1	7	61250	36.96	1.72
A3	Sample 3	2	1	8	66250	37	1.74
A3	Sample 3	2	1	9	71260	37	1.73
A3	Sample 3	2	1	10	76240	36.96	1.75
A3	Sample 3	2	1	11	81250	37	1.75
A3	Sample 3	2	1	12	86260	37	1.76
