Raw Data 		Experiment - evIC50_3_plate6_11APRIL2026 (Run on LCS480 1.5.1.62)																			
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	465-510														
C11	Sample 35	2	1	1	34290	36.96	2.67														
C11	Sample 35	2	1	2	39250	37	2.66														
C11	Sample 35	2	1	3	44250	36.96	2.67														
C11	Sample 35	2	1	4	49270	37	2.66														
C11	Sample 35	2	1	5	54260	37	2.64														
C11	Sample 35	2	1	6	59250	37	2.65														
C11	Sample 35	2	1	7	64260	37	2.64														
C11	Sample 35	2	1	8	69260	37	2.64														
C11	Sample 35	2	1	9	74250	37	2.63														
C11	Sample 35	2	1	10	79260	37	2.63														
C11	Sample 35	2	1	11	84250	36.96	2.62														
C11	Sample 35	2	1	12	89260	36.91	2.64														
C11	Sample 35	2	1	13	94270	37	2.63														
C11	Sample 35	2	1	14	99250	36.96	2.62														
C11	Sample 35	2	1	15	104260	36.96	2.62														
C12	Sample 36	2	1	1	34290	36.96	2.47														
C12	Sample 36	2	1	2	39250	37	2.47														
C12	Sample 36	2	1	3	44250	36.96	2.46														
C12	Sample 36	2	1	4	49270	37	2.46														
C12	Sample 36	2	1	5	54260	37	2.45														
C12	Sample 36	2	1	6	59250	37	2.45														
C12	Sample 36	2	1	7	64260	37	2.44														
C12	Sample 36	2	1	8	69260	37	2.45														
C12	Sample 36	2	1	9	74250	37	2.45														
C12	Sample 36	2	1	10	79260	37	2.44														
C12	Sample 36	2	1	11	84250	36.96	2.45														
C12	Sample 36	2	1	12	89260	36.91	2.45														
C12	Sample 36	2	1	13	94270	37	2.43														
C12	Sample 36	2	1	14	99250	36.96	2.44														
C12	Sample 36	2	1	15	104260	36.96	2.44														
D1	Sample 37	2	1	1	34290	36.96	1.71														
D1	Sample 37	2	1	2	39250	37	1.7														
D1	Sample 37	2	1	3	44250	36.96	1.71														
D1	Sample 37	2	1	4	49270	37	1.71														
D1	Sample 37	2	1	5	54260	37	1.7														
D1	Sample 37	2	1	6	59250	37	1.7														
D1	Sample 37	2	1	7	64260	37	1.7														
D1	Sample 37	2	1	8	69260	37	1.7														
D1	Sample 37	2	1	9	74250	37	1.7														
D1	Sample 37	2	1	10	79260	37	1.7														
D1	Sample 37	2	1	11	84250	36.96	1.69														
D1	Sample 37	2	1	12	89260	36.91	1.7														
D1	Sample 37	2	1	13	94270	37	1.7														
D1	Sample 37	2	1	14	99250	36.96	1.7														
D1	Sample 37	2	1	15	104260	36.96	1.71														
D2	Sample 38	2	1	1	34290	36.96	1.79														
D2	Sample 38	2	1	2	39250	37	1.79														
D2	Sample 38	2	1	3	44250	36.96	1.79														
D2	Sample 38	2	1	4	49270	37	1.79														
D2	Sample 38	2	1	5	54260	37	1.79														
D2	Sample 38	2	1	6	59250	37	1.78														
D2	Sample 38	2	1	7	64260	37	1.78														
D2	Sample 38	2	1	8	69260	37	1.77														
D2	Sample 38	2	1	9	74250	37	1.78														
D2	Sample 38	2	1	10	79260	37	1.78														
D2	Sample 38	2	1	11	84250	36.96	1.77														
D2	Sample 38	2	1	12	89260	36.91	1.78														
D2	Sample 38	2	1	13	94270	37	1.77														
D2	Sample 38	2	1	14	99250	36.96	1.77														
D2	Sample 38	2	1	15	104260	36.96	1.77														
D3	Sample 39	2	1	1	34290	36.96	1.75														
D3	Sample 39	2	1	2	39250	37	1.75														
D3	Sample 39	2	1	3	44250	36.96	1.74														
D3	Sample 39	2	1	4	49270	37	1.73														
D3	Sample 39	2	1	5	54260	37	1.74														
D3	Sample 39	2	1	6	59250	37	1.73														
D3	Sample 39	2	1	7	64260	37	1.73														
D3	Sample 39	2	1	8	69260	37	1.73														
D3	Sample 39	2	1	9	74250	37	1.73														
D3	Sample 39	2	1	10	79260	37	1.73														
D3	Sample 39	2	1	11	84250	36.96	1.73														
D3	Sample 39	2	1	12	89260	36.91	1.74														
D3	Sample 39	2	1	13	94270	37	1.73														
D3	Sample 39	2	1	14	99250	36.96	1.74														
D3	Sample 39	2	1	15	104260	36.96	1.73														
D4	Sample 40	2	1	1	34290	36.96	1.84														
D4	Sample 40	2	1	2	39250	37	1.83														
D4	Sample 40	2	1	3	44250	36.96	1.82														
D4	Sample 40	2	1	4	49270	37	1.82														
D4	Sample 40	2	1	5	54260	37	1.82														
D4	Sample 40	2	1	6	59250	37	1.82														
D4	Sample 40	2	1	7	64260	37	1.83														
D4	Sample 40	2	1	8	69260	37	1.81														
D4	Sample 40	2	1	9	74250	37	1.82														
D4	Sample 40	2	1	10	79260	37	1.81														
D4	Sample 40	2	1	11	84250	36.96	1.81														
D4	Sample 40	2	1	12	89260	36.91	1.81														
D4	Sample 40	2	1	13	94270	37	1.81														
D4	Sample 40	2	1	14	99250	36.96	1.82														
D4	Sample 40	2	1	15	104260	36.96	1.81														
D5	Sample 41	2	1	1	34290	36.96	1.43														
D5	Sample 41	2	1	2	39250	37	1.41														
D5	Sample 41	2	1	3	44250	36.96	1.41														
D5	Sample 41	2	1	4	49270	37	1.41														
D5	Sample 41	2	1	5	54260	37	1.41														
D5	Sample 41	2	1	6	59250	37	1.4														
D5	Sample 41	2	1	7	64260	37	1.41														
D5	Sample 41	2	1	8	69260	37	1.4														
D5	Sample 41	2	1	9	74250	37	1.41														
D5	Sample 41	2	1	10	79260	37	1.4														
D5	Sample 41	2	1	11	84250	36.96	1.41														
D5	Sample 41	2	1	12	89260	36.91	1.41														
D5	Sample 41	2	1	13	94270	37	1.41														
D5	Sample 41	2	1	14	99250	36.96	1.4														
D5	Sample 41	2	1	15	104260	36.96	1.41														
D6	Sample 42	2	1	1	34290	36.96	1.39														
D6	Sample 42	2	1	2	39250	37	1.39														
D6	Sample 42	2	1	3	44250	36.96	1.38														
D6	Sample 42	2	1	4	49270	37	1.38														
D6	Sample 42	2	1	5	54260	37	1.37														
D6	Sample 42	2	1	6	59250	37	1.37														
D6	Sample 42	2	1	7	64260	37	1.37														
D6	Sample 42	2	1	8	69260	37	1.37														
D6	Sample 42	2	1	9	74250	37	1.38														
D6	Sample 42	2	1	10	79260	37	1.37														
D6	Sample 42	2	1	11	84250	36.96	1.37														
D6	Sample 42	2	1	12	89260	36.91	1.37														
D6	Sample 42	2	1	13	94270	37	1.36														
D6	Sample 42	2	1	14	99250	36.96	1.37														
D6	Sample 42	2	1	15	104260	36.96	1.37														
D7	Sample 43	2	1	1	34290	36.96	1.49														
D7	Sample 43	2	1	2	39250	37	1.49														
D7	Sample 43	2	1	3	44250	36.96	1.49														
D7	Sample 43	2	1	4	49270	37	1.48														
D7	Sample 43	2	1	5	54260	37	1.48														
D7	Sample 43	2	1	6	59250	37	1.47														
D7	Sample 43	2	1	7	64260	37	1.48														
D7	Sample 43	2	1	8	69260	37	1.48														
D7	Sample 43	2	1	9	74250	37	1.47														
D7	Sample 43	2	1	10	79260	37	1.46														
D7	Sample 43	2	1	11	84250	36.96	1.48														
D7	Sample 43	2	1	12	89260	36.91	1.47														
D7	Sample 43	2	1	13	94270	37	1.47														
D7	Sample 43	2	1	14	99250	36.96	1.47														
D7	Sample 43	2	1	15	104260	36.96	1.47														
D8	Sample 44	2	1	1	34290	36.96	1.47														
D8	Sample 44	2	1	2	39250	37	1.46														
D8	Sample 44	2	1	3	44250	36.96	1.46														
D8	Sample 44	2	1	4	49270	37	1.46														
D8	Sample 44	2	1	5	54260	37	1.46														
D8	Sample 44	2	1	6	59250	37	1.45														
D8	Sample 44	2	1	7	64260	37	1.45														
D8	Sample 44	2	1	8	69260	37	1.44														
D8	Sample 44	2	1	9	74250	37	1.45														
D8	Sample 44	2	1	10	79260	37	1.45														
D8	Sample 44	2	1	11	84250	36.96	1.45														
D8	Sample 44	2	1	12	89260	36.91	1.45														
D8	Sample 44	2	1	13	94270	37	1.45														
D8	Sample 44	2	1	14	99250	36.96	1.45														
D8	Sample 44	2	1	15	104260	36.96	1.45														
D9	Sample 45	2	1	1	34290	36.96	2.7														
D9	Sample 45	2	1	2	39250	37	2.69														
D9	Sample 45	2	1	3	44250	36.96	2.69														
D9	Sample 45	2	1	4	49270	37	2.68														
D9	Sample 45	2	1	5	54260	37	2.66														
D9	Sample 45	2	1	6	59250	37	2.66														
D9	Sample 45	2	1	7	64260	37	2.67														
D9	Sample 45	2	1	8	69260	37	2.67														
D9	Sample 45	2	1	9	74250	37	2.67														
D9	Sample 45	2	1	10	79260	37	2.66														
D9	Sample 45	2	1	11	84250	36.96	2.67														
D9	Sample 45	2	1	12	89260	36.91	2.66														
D9	Sample 45	2	1	13	94270	37	2.66														
D9	Sample 45	2	1	14	99250	36.96	2.67														
D9	Sample 45	2	1	15	104260	36.96	2.66														
D10	Sample 46	2	1	1	34290	36.96	2.61														
D10	Sample 46	2	1	2	39250	37	2.61														
D10	Sample 46	2	1	3	44250	36.96	2.6														
D10	Sample 46	2	1	4	49270	37	2.6														
D10	Sample 46	2	1	5	54260	37	2.6														
D10	Sample 46	2	1	6	59250	37	2.59														
D10	Sample 46	2	1	7	64260	37	2.59														
D10	Sample 46	2	1	8	69260	37	2.59														
D10	Sample 46	2	1	9	74250	37	2.59														
D10	Sample 46	2	1	10	79260	37	2.59														
D10	Sample 46	2	1	11	84250	36.96	2.58														
D10	Sample 46	2	1	12	89260	36.91	2.59														
D10	Sample 46	2	1	13	94270	37	2.58														
D10	Sample 46	2	1	14	99250	36.96	2.59														
D10	Sample 46	2	1	15	104260	36.96	2.58														
D11	Sample 47	2	1	1	34290	36.96	2.64														
D11	Sample 47	2	1	2	39250	37	2.64														
D11	Sample 47	2	1	3	44250	36.96	2.63														
D11	Sample 47	2	1	4	49270	37	2.63														
D11	Sample 47	2	1	5	54260	37	2.62														
D11	Sample 47	2	1	6	59250	37	2.62														
D11	Sample 47	2	1	7	64260	37	2.61														
D11	Sample 47	2	1	8	69260	37	2.62														
D11	Sample 47	2	1	9	74250	37	2.61														
D11	Sample 47	2	1	10	79260	37	2.62														
D11	Sample 47	2	1	11	84250	36.96	2.61														
D11	Sample 47	2	1	12	89260	36.91	2.62														
D11	Sample 47	2	1	13	94270	37	2.62														
D11	Sample 47	2	1	14	99250	36.96	2.62														
D11	Sample 47	2	1	15	104260	36.96	2.61														
D12	Sample 48	2	1	1	34290	36.96	2.41														
D12	Sample 48	2	1	2	39250	37	2.4														
D12	Sample 48	2	1	3	44250	36.96	2.4														
D12	Sample 48	2	1	4	49270	37	2.39														
D12	Sample 48	2	1	5	54260	37	2.4														
D12	Sample 48	2	1	6	59250	37	2.39														
D12	Sample 48	2	1	7	64260	37	2.4														
D12	Sample 48	2	1	8	69260	37	2.39														
D12	Sample 48	2	1	9	74250	37	2.39														
D12	Sample 48	2	1	10	79260	37	2.39														
D12	Sample 48	2	1	11	84250	36.96	2.39														
D12	Sample 48	2	1	12	89260	36.91	2.38														
D12	Sample 48	2	1	13	94270	37	2.38														
D12	Sample 48	2	1	14	99250	36.96	2.39														
D12	Sample 48	2	1	15	104260	36.96	2.39														
E1	Sample 49	2	1	1	34290	36.96	1.62														
E1	Sample 49	2	1	2	39250	37	1.62														
E1	Sample 49	2	1	3	44250	36.96	1.61														
E1	Sample 49	2	1	4	49270	37	1.62														
E1	Sample 49	2	1	5	54260	37	1.62														
E1	Sample 49	2	1	6	59250	37	1.62														
E1	Sample 49	2	1	7	64260	37	1.61														
E1	Sample 49	2	1	8	69260	37	1.62														
E1	Sample 49	2	1	9	74250	37	1.61														
E1	Sample 49	2	1	10	79260	37	1.61														
E1	Sample 49	2	1	11	84250	36.96	1.61														
E1	Sample 49	2	1	12	89260	36.91	1.61														
E1	Sample 49	2	1	13	94270	37	1.62														
E1	Sample 49	2	1	14	99250	36.96	1.61														
E1	Sample 49	2	1	15	104260	36.96	1.61														
E2	Sample 50	2	1	1	34290	36.96	1.74														
E2	Sample 50	2	1	2	39250	37	1.74														
E2	Sample 50	2	1	3	44250	36.96	1.74														
E2	Sample 50	2	1	4	49270	37	1.74														
E2	Sample 50	2	1	5	54260	37	1.73														
E2	Sample 50	2	1	6	59250	37	1.73														
E2	Sample 50	2	1	7	64260	37	1.73														
E2	Sample 50	2	1	8	69260	37	1.74														
E2	Sample 50	2	1	9	74250	37	1.72														
E2	Sample 50	2	1	10	79260	37	1.72														
E2	Sample 50	2	1	11	84250	36.96	1.72														
E2	Sample 50	2	1	12	89260	36.91	1.72														
E2	Sample 50	2	1	13	94270	37	1.73														
E2	Sample 50	2	1	14	99250	36.96	1.73														
E2	Sample 50	2	1	15	104260	36.96	1.72														
E3	Sample 51	2	1	1	34290	36.96	1.7														
E3	Sample 51	2	1	2	39250	37	1.68														
E3	Sample 51	2	1	3	44250	36.96	1.68														
E3	Sample 51	2	1	4	49270	37	1.69														
E3	Sample 51	2	1	5	54260	37	1.68														
E3	Sample 51	2	1	6	59250	37	1.68														
E3	Sample 51	2	1	7	64260	37	1.67														
E3	Sample 51	2	1	8	69260	37	1.68														
E3	Sample 51	2	1	9	74250	37	1.67														
E3	Sample 51	2	1	10	79260	37	1.67														
E3	Sample 51	2	1	11	84250	36.96	1.66														
E3	Sample 51	2	1	12	89260	36.91	1.67														
E3	Sample 51	2	1	13	94270	37	1.67														
E3	Sample 51	2	1	14	99250	36.96	1.67														
E3	Sample 51	2	1	15	104260	36.96	1.66														
E4	Sample 52	2	1	1	34290	36.96	2														
E4	Sample 52	2	1	2	39250	37	2														
E4	Sample 52	2	1	3	44250	36.96	1.99														
E4	Sample 52	2	1	4	49270	37	1.99														
E4	Sample 52	2	1	5	54260	37	1.98														
E4	Sample 52	2	1	6	59250	37	1.98														
E4	Sample 52	2	1	7	64260	37	1.98														
E4	Sample 52	2	1	8	69260	37	1.98														
E4	Sample 52	2	1	9	74250	37	1.97														
E4	Sample 52	2	1	10	79260	37	1.97														
E4	Sample 52	2	1	11	84250	36.96	1.97														
E4	Sample 52	2	1	12	89260	36.91	1.97														
E4	Sample 52	2	1	13	94270	37	1.97														
E4	Sample 52	2	1	14	99250	36.96	1.97														
E4	Sample 52	2	1	15	104260	36.96	1.97														
E5	Sample 53	2	1	1	34290	36.96	1.54														
E5	Sample 53	2	1	2	39250	37	1.54														
E5	Sample 53	2	1	3	44250	36.96	1.54														
E5	Sample 53	2	1	4	49270	37	1.54														
E5	Sample 53	2	1	5	54260	37	1.53														
E5	Sample 53	2	1	6	59250	37	1.53														
E5	Sample 53	2	1	7	64260	37	1.53														
E5	Sample 53	2	1	8	69260	37	1.53														
E5	Sample 53	2	1	9	74250	37	1.53														
E5	Sample 53	2	1	10	79260	37	1.53														
E5	Sample 53	2	1	11	84250	36.96	1.52														
E5	Sample 53	2	1	12	89260	36.91	1.53														
E5	Sample 53	2	1	13	94270	37	1.52														
E5	Sample 53	2	1	14	99250	36.96	1.52														
E5	Sample 53	2	1	15	104260	36.96	1.53														
E6	Sample 54	2	1	1	34290	36.96	1.4														
E6	Sample 54	2	1	2	39250	37	1.4														
E6	Sample 54	2	1	3	44250	36.96	1.4														
E6	Sample 54	2	1	4	49270	37	1.4														
E6	Sample 54	2	1	5	54260	37	1.39														
E6	Sample 54	2	1	6	59250	37	1.39														
E6	Sample 54	2	1	7	64260	37	1.4														
E6	Sample 54	2	1	8	69260	37	1.4														
E6	Sample 54	2	1	9	74250	37	1.39														
E6	Sample 54	2	1	10	79260	37	1.39														
E6	Sample 54	2	1	11	84250	36.96	1.39														
E6	Sample 54	2	1	12	89260	36.91	1.39														
E6	Sample 54	2	1	13	94270	37	1.39														
E6	Sample 54	2	1	14	99250	36.96	1.39														
E6	Sample 54	2	1	15	104260	36.96	1.38														
E7	Sample 55	2	1	1	34290	36.96	1.45														
E7	Sample 55	2	1	2	39250	37	1.45														
E7	Sample 55	2	1	3	44250	36.96	1.44														
E7	Sample 55	2	1	4	49270	37	1.43														
E7	Sample 55	2	1	5	54260	37	1.44														
E7	Sample 55	2	1	6	59250	37	1.43														
E7	Sample 55	2	1	7	64260	37	1.43														
E7	Sample 55	2	1	8	69260	37	1.43														
E7	Sample 55	2	1	9	74250	37	1.44														
E7	Sample 55	2	1	10	79260	37	1.43														
E7	Sample 55	2	1	11	84250	36.96	1.42														
E7	Sample 55	2	1	12	89260	36.91	1.43														
E7	Sample 55	2	1	13	94270	37	1.43														
E7	Sample 55	2	1	14	99250	36.96	1.43														
E7	Sample 55	2	1	15	104260	36.96	1.42														
E8	Sample 56	2	1	1	34290	36.96	1.41														
E8	Sample 56	2	1	2	39250	37	1.41														
E8	Sample 56	2	1	3	44250	36.96	1.41														
E8	Sample 56	2	1	4	49270	37	1.41														
E8	Sample 56	2	1	5	54260	37	1.4														
E8	Sample 56	2	1	6	59250	37	1.4														
E8	Sample 56	2	1	7	64260	37	1.4														
E8	Sample 56	2	1	8	69260	37	1.4														
E8	Sample 56	2	1	9	74250	37	1.4														
E8	Sample 56	2	1	10	79260	37	1.39														
E8	Sample 56	2	1	11	84250	36.96	1.39														
E8	Sample 56	2	1	12	89260	36.91	1.39														
E8	Sample 56	2	1	13	94270	37	1.39														
E8	Sample 56	2	1	14	99250	36.96	1.39														
E8	Sample 56	2	1	15	104260	36.96	1.39														
E9	Sample 57	2	1	1	34290	36.96	2.54														
E9	Sample 57	2	1	2	39250	37	2.53														
E9	Sample 57	2	1	3	44250	36.96	2.53														
E9	Sample 57	2	1	4	49270	37	2.52														
E9	Sample 57	2	1	5	54260	37	2.52														
E9	Sample 57	2	1	6	59250	37	2.51														
E9	Sample 57	2	1	7	64260	37	2.51														
E9	Sample 57	2	1	8	69260	37	2.52														
E9	Sample 57	2	1	9	74250	37	2.51														
E9	Sample 57	2	1	10	79260	37	2.51														
E9	Sample 57	2	1	11	84250	36.96	2.51														
E9	Sample 57	2	1	12	89260	36.91	2.51														
E9	Sample 57	2	1	13	94270	37	2.5														
E9	Sample 57	2	1	14	99250	36.96	2.5														
E9	Sample 57	2	1	15	104260	36.96	2.51														
E10	Sample 58	2	1	1	34290	36.96	2.49														
E10	Sample 58	2	1	2	39250	37	2.48														
E10	Sample 58	2	1	3	44250	36.96	2.48														
E10	Sample 58	2	1	4	49270	37	2.48														
E10	Sample 58	2	1	5	54260	37	2.48														
E10	Sample 58	2	1	6	59250	37	2.47														
E10	Sample 58	2	1	7	64260	37	2.47														
E10	Sample 58	2	1	8	69260	37	2.46														
E10	Sample 58	2	1	9	74250	37	2.47														
E10	Sample 58	2	1	10	79260	37	2.46														
E10	Sample 58	2	1	11	84250	36.96	2.45														
E10	Sample 58	2	1	12	89260	36.91	2.47														
E10	Sample 58	2	1	13	94270	37	2.46														
E10	Sample 58	2	1	14	99250	36.96	2.46														
E10	Sample 58	2	1	15	104260	36.96	2.46														
E11	Sample 59	2	1	1	34290	36.96	2.8														
E11	Sample 59	2	1	2	39250	37	2.79														
E11	Sample 59	2	1	3	44250	36.96	2.79														
E11	Sample 59	2	1	4	49270	37	2.77														
E11	Sample 59	2	1	5	54260	37	2.77														
E11	Sample 59	2	1	6	59250	37	2.78														
E11	Sample 59	2	1	7	64260	37	2.78														
E11	Sample 59	2	1	8	69260	37	2.78														
E11	Sample 59	2	1	9	74250	37	2.77														
E11	Sample 59	2	1	10	79260	37	2.77														
E11	Sample 59	2	1	11	84250	36.96	2.76														
E11	Sample 59	2	1	12	89260	36.91	2.77														
E11	Sample 59	2	1	13	94270	37	2.76														
E11	Sample 59	2	1	14	99250	36.96	2.76														
E11	Sample 59	2	1	15	104260	36.96	2.76														
E12	Sample 60	2	1	1	34290	36.96	2.51														
E12	Sample 60	2	1	2	39250	37	2.51														
E12	Sample 60	2	1	3	44250	36.96	2.51														
E12	Sample 60	2	1	4	49270	37	2.5														
E12	Sample 60	2	1	5	54260	37	2.5														
E12	Sample 60	2	1	6	59250	37	2.5														
E12	Sample 60	2	1	7	64260	37	2.5														
E12	Sample 60	2	1	8	69260	37	2.5														
E12	Sample 60	2	1	9	74250	37	2.5														
E12	Sample 60	2	1	10	79260	37	2.5														
E12	Sample 60	2	1	11	84250	36.96	2.49														
E12	Sample 60	2	1	12	89260	36.91	2.5														
E12	Sample 60	2	1	13	94270	37	2.5														
E12	Sample 60	2	1	14	99250	36.96	2.5														
E12	Sample 60	2	1	15	104260	36.96	2.49														
F1	Sample 61	2	1	1	34290	36.96	1.69														
F1	Sample 61	2	1	2	39250	37	1.69														
F1	Sample 61	2	1	3	44250	36.96	1.68														
F1	Sample 61	2	1	4	49270	37	1.68														
F1	Sample 61	2	1	5	54260	37	1.68														
F1	Sample 61	2	1	6	59250	37	1.68														
F1	Sample 61	2	1	7	64260	37	1.67														
F1	Sample 61	2	1	8	69260	37	1.68														
F1	Sample 61	2	1	9	74250	37	1.68														
F1	Sample 61	2	1	10	79260	37	1.68														
F1	Sample 61	2	1	11	84250	36.96	1.67														
F1	Sample 61	2	1	12	89260	36.91	1.67														
F1	Sample 61	2	1	13	94270	37	1.67														
F1	Sample 61	2	1	14	99250	36.96	1.68														
F1	Sample 61	2	1	15	104260	36.96	1.68														
F2	Sample 62	2	1	1	34290	36.96	1.82														
F2	Sample 62	2	1	2	39250	37	1.82														
F2	Sample 62	2	1	3	44250	36.96	1.81														
F2	Sample 62	2	1	4	49270	37	1.81														
F2	Sample 62	2	1	5	54260	37	1.81														
F2	Sample 62	2	1	6	59250	37	1.81														
F2	Sample 62	2	1	7	64260	37	1.8														
F2	Sample 62	2	1	8	69260	37	1.81														
F2	Sample 62	2	1	9	74250	37	1.8														
F2	Sample 62	2	1	10	79260	37	1.8														
F2	Sample 62	2	1	11	84250	36.96	1.79														
F2	Sample 62	2	1	12	89260	36.91	1.79														
F2	Sample 62	2	1	13	94270	37	1.79														
F2	Sample 62	2	1	14	99250	36.96	1.79														
F2	Sample 62	2	1	15	104260	36.96	1.8														
F3	Sample 63	2	1	1	34290	36.96	1.95														
F3	Sample 63	2	1	2	39250	37	1.95														
F3	Sample 63	2	1	3	44250	36.96	1.94														
F3	Sample 63	2	1	4	49270	37	1.94														
F3	Sample 63	2	1	5	54260	37	1.93														
F3	Sample 63	2	1	6	59250	37	1.93														
F3	Sample 63	2	1	7	64260	37	1.94														
F3	Sample 63	2	1	8	69260	37	1.93														
F3	Sample 63	2	1	9	74250	37	1.93														
F3	Sample 63	2	1	10	79260	37	1.93														
F3	Sample 63	2	1	11	84250	36.96	1.93														
F3	Sample 63	2	1	12	89260	36.91	1.92														
F3	Sample 63	2	1	13	94270	37	1.92														
F3	Sample 63	2	1	14	99250	36.96	1.93														
F3	Sample 63	2	1	15	104260	36.96	1.93														
F4	Sample 64	2	1	1	34290	36.96	2.03														
F4	Sample 64	2	1	2	39250	37	2.03														
F4	Sample 64	2	1	3	44250	36.96	2.02														
F4	Sample 64	2	1	4	49270	37	2.03														
F4	Sample 64	2	1	5	54260	37	2.02														
F4	Sample 64	2	1	6	59250	37	2.02														
F4	Sample 64	2	1	7	64260	37	2.02														
F4	Sample 64	2	1	8	69260	37	2.01														
F4	Sample 64	2	1	9	74250	37	2.02														
F4	Sample 64	2	1	10	79260	37	2.02														
F4	Sample 64	2	1	11	84250	36.96	2														
F4	Sample 64	2	1	12	89260	36.91	2.01														
F4	Sample 64	2	1	13	94270	37	2.01														
F4	Sample 64	2	1	14	99250	36.96	2.01														
F4	Sample 64	2	1	15	104260	36.96	2.01														
F5	Sample 65	2	1	1	34290	36.96	1.51														
F5	Sample 65	2	1	2	39250	37	1.5														
F5	Sample 65	2	1	3	44250	36.96	1.5														
F5	Sample 65	2	1	4	49270	37	1.5														
F5	Sample 65	2	1	5	54260	37	1.5														
F5	Sample 65	2	1	6	59250	37	1.51														
F5	Sample 65	2	1	7	64260	37	1.49														
F5	Sample 65	2	1	8	69260	37	1.5														
F5	Sample 65	2	1	9	74250	37	1.49														
F5	Sample 65	2	1	10	79260	37	1.5														
F5	Sample 65	2	1	11	84250	36.96	1.49														
F5	Sample 65	2	1	12	89260	36.91	1.49														
F5	Sample 65	2	1	13	94270	37	1.49														
F5	Sample 65	2	1	14	99250	36.96	1.49														
F5	Sample 65	2	1	15	104260	36.96	1.49														
F6	Sample 66	2	1	1	34290	36.96	1.34														
F6	Sample 66	2	1	2	39250	37	1.34														
F6	Sample 66	2	1	3	44250	36.96	1.34														
F6	Sample 66	2	1	4	49270	37	1.34														
F6	Sample 66	2	1	5	54260	37	1.34														
F6	Sample 66	2	1	6	59250	37	1.34														
F6	Sample 66	2	1	7	64260	37	1.34														
F6	Sample 66	2	1	8	69260	37	1.34														
F6	Sample 66	2	1	9	74250	37	1.34														
F6	Sample 66	2	1	10	79260	37	1.34														
F6	Sample 66	2	1	11	84250	36.96	1.33														
F6	Sample 66	2	1	12	89260	36.91	1.34														
F6	Sample 66	2	1	13	94270	37	1.33														
F6	Sample 66	2	1	14	99250	36.96	1.33														
F6	Sample 66	2	1	15	104260	36.96	1.34														
F7	Sample 67	2	1	1	34290	36.96	1.56														
F7	Sample 67	2	1	2	39250	37	1.55														
F7	Sample 67	2	1	3	44250	36.96	1.55														
F7	Sample 67	2	1	4	49270	37	1.55														
F7	Sample 67	2	1	5	54260	37	1.54														
F7	Sample 67	2	1	6	59250	37	1.54														
F7	Sample 67	2	1	7	64260	37	1.54														
F7	Sample 67	2	1	8	69260	37	1.54														
F7	Sample 67	2	1	9	74250	37	1.54														
F7	Sample 67	2	1	10	79260	37	1.54														
F7	Sample 67	2	1	11	84250	36.96	1.54														
F7	Sample 67	2	1	12	89260	36.91	1.53														
F7	Sample 67	2	1	13	94270	37	1.54														
F7	Sample 67	2	1	14	99250	36.96	1.54														
F7	Sample 67	2	1	15	104260	36.96	1.54														
F8	Sample 68	2	1	1	34290	36.96	1.57														
F8	Sample 68	2	1	2	39250	37	1.56														
F8	Sample 68	2	1	3	44250	36.96	1.56														
F8	Sample 68	2	1	4	49270	37	1.56														
F8	Sample 68	2	1	5	54260	37	1.56														
F8	Sample 68	2	1	6	59250	37	1.55														
F8	Sample 68	2	1	7	64260	37	1.55														
F8	Sample 68	2	1	8	69260	37	1.55														
F8	Sample 68	2	1	9	74250	37	1.55														
F8	Sample 68	2	1	10	79260	37	1.55														
F8	Sample 68	2	1	11	84250	36.96	1.54														
F8	Sample 68	2	1	12	89260	36.91	1.54														
F8	Sample 68	2	1	13	94270	37	1.55														
F8	Sample 68	2	1	14	99250	36.96	1.55														
F8	Sample 68	2	1	15	104260	36.96	1.54														
F9	Sample 69	2	1	1	34290	36.96	2.75														
F9	Sample 69	2	1	2	39250	37	2.73														
F9	Sample 69	2	1	3	44250	36.96	2.73														
F9	Sample 69	2	1	4	49270	37	2.73														
F9	Sample 69	2	1	5	54260	37	2.73														
F9	Sample 69	2	1	6	59250	37	2.72														
F9	Sample 69	2	1	7	64260	37	2.72														
F9	Sample 69	2	1	8	69260	37	2.72														
F9	Sample 69	2	1	9	74250	37	2.71														
F9	Sample 69	2	1	10	79260	37	2.72														
F9	Sample 69	2	1	11	84250	36.96	2.71														
F9	Sample 69	2	1	12	89260	36.91	2.71														
F9	Sample 69	2	1	13	94270	37	2.71														
F9	Sample 69	2	1	14	99250	36.96	2.71														
F9	Sample 69	2	1	15	104260	36.96	2.71														
F10	Sample 70	2	1	1	34290	36.96	2.56														
F10	Sample 70	2	1	2	39250	37	2.55														
F10	Sample 70	2	1	3	44250	36.96	2.55														
F10	Sample 70	2	1	4	49270	37	2.55														
F10	Sample 70	2	1	5	54260	37	2.54														
F10	Sample 70	2	1	6	59250	37	2.55														
F10	Sample 70	2	1	7	64260	37	2.55														
F10	Sample 70	2	1	8	69260	37	2.55														
F10	Sample 70	2	1	9	74250	37	2.54														
F10	Sample 70	2	1	10	79260	37	2.54														
F10	Sample 70	2	1	11	84250	36.96	2.54														
F10	Sample 70	2	1	12	89260	36.91	2.53														
F10	Sample 70	2	1	13	94270	37	2.53														
F10	Sample 70	2	1	14	99250	36.96	2.53														
