Raw Data 		Experiment - evIC50_10_plate4_23APRIL2026 (Run on LCS480 1.5.1.62)
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	465-510	
A1	Sample 1	2	1	1	32080	36.96	0.83
A1	Sample 1	2	1	2	37040	36.96	0.82
A1	Sample 1	2	1	3	42040	37	0.79
A1	Sample 1	2	1	4	47030	37	0.80
A1	Sample 1	2	1	5	52040	37	0.84
A1	Sample 1	2	1	6	57050	37	0.91
A1	Sample 1	2	1	7	62060	37	1.08
A1	Sample 1	2	1	8	67030	37	1.29
A1	Sample 1	2	1	9	72040	37	1.08
A1	Sample 1	2	1	10	77030	36.96	1.08
A1	Sample 1	2	1	11	82040	37	1.05
A1	Sample 1	2	1	12	87040	37	0.99
A1	Sample 1	2	1	13	92030	37	0.93
A1	Sample 1	2	1	14	97040	37	0.86
A1	Sample 1	2	1	15	102040	36.96	0.78
A2	Sample 2	2	1	1	32080	36.96	0.66
A2	Sample 2	2	1	2	37040	36.96	0.65
A2	Sample 2	2	1	3	42040	37	0.65
A2	Sample 2	2	1	4	47030	37	0.66
A2	Sample 2	2	1	5	52040	37	0.65
A2	Sample 2	2	1	6	57050	37	0.65
A2	Sample 2	2	1	7	62060	37	0.64
A2	Sample 2	2	1	8	67030	37	0.65
A2	Sample 2	2	1	9	72040	37	0.65
A2	Sample 2	2	1	10	77030	36.96	0.65
A2	Sample 2	2	1	11	82040	37	0.65
A2	Sample 2	2	1	12	87040	37	0.65
A2	Sample 2	2	1	13	92030	37	0.65
A2	Sample 2	2	1	14	97040	37	0.64
A2	Sample 2	2	1	15	102040	36.96	0.65
A3	Sample 3	2	1	1	32080	36.96	0.73
A3	Sample 3	2	1	2	37040	36.96	0.73
A3	Sample 3	2	1	3	42040	37	0.72
A3	Sample 3	2	1	4	47030	37	0.73
A3	Sample 3	2	1	5	52040	37	0.72
A3	Sample 3	2	1	6	57050	37	0.72
A3	Sample 3	2	1	7	62060	37	0.72
A3	Sample 3	2	1	8	67030	37	0.72
A3	Sample 3	2	1	9	72040	37	0.72
A3	Sample 3	2	1	10	77030	36.96	0.72
A3	Sample 3	2	1	11	82040	37	0.72
A3	Sample 3	2	1	12	87040	37	0.71
A3	Sample 3	2	1	13	92030	37	0.72
A3	Sample 3	2	1	14	97040	37	0.72
A3	Sample 3	2	1	15	102040	36.96	0.72
A4	Sample 4	2	1	1	32080	36.96	0.75
A4	Sample 4	2	1	2	37040	36.96	0.74
A4	Sample 4	2	1	3	42040	37	0.73
A4	Sample 4	2	1	4	47030	37	0.74
A4	Sample 4	2	1	5	52040	37	0.74
A4	Sample 4	2	1	6	57050	37	0.73
A4	Sample 4	2	1	7	62060	37	0.73
A4	Sample 4	2	1	8	67030	37	0.73
A4	Sample 4	2	1	9	72040	37	0.73
A4	Sample 4	2	1	10	77030	36.96	0.73
A4	Sample 4	2	1	11	82040	37	0.72
A4	Sample 4	2	1	12	87040	37	0.72
A4	Sample 4	2	1	13	92030	37	0.73
A4	Sample 4	2	1	14	97040	37	0.73
A4	Sample 4	2	1	15	102040	36.96	0.73
A5	Sample 5	2	1	1	32080	36.96	0.80
A5	Sample 5	2	1	2	37040	36.96	0.80
A5	Sample 5	2	1	3	42040	37	0.80
A5	Sample 5	2	1	4	47030	37	0.79
A5	Sample 5	2	1	5	52040	37	0.79
A5	Sample 5	2	1	6	57050	37	0.79
A5	Sample 5	2	1	7	62060	37	0.78
A5	Sample 5	2	1	8	67030	37	0.79
A5	Sample 5	2	1	9	72040	37	0.78
A5	Sample 5	2	1	10	77030	36.96	0.78
A5	Sample 5	2	1	11	82040	37	0.78
A5	Sample 5	2	1	12	87040	37	0.77
A5	Sample 5	2	1	13	92030	37	0.78
A5	Sample 5	2	1	14	97040	37	0.77
A5	Sample 5	2	1	15	102040	36.96	0.78
A6	Sample 6	2	1	1	32080	36.96	0.79
A6	Sample 6	2	1	2	37040	36.96	0.80
A6	Sample 6	2	1	3	42040	37	0.79
A6	Sample 6	2	1	4	47030	37	0.80
A6	Sample 6	2	1	5	52040	37	0.81
A6	Sample 6	2	1	6	57050	37	0.80
A6	Sample 6	2	1	7	62060	37	0.80
A6	Sample 6	2	1	8	67030	37	0.80
A6	Sample 6	2	1	9	72040	37	0.80
A6	Sample 6	2	1	10	77030	36.96	0.80
A6	Sample 6	2	1	11	82040	37	0.80
A6	Sample 6	2	1	12	87040	37	0.80
A6	Sample 6	2	1	13	92030	37	0.80
A6	Sample 6	2	1	14	97040	37	0.80
A6	Sample 6	2	1	15	102040	36.96	0.80
A7	Sample 7	2	1	1	32080	36.96	0.84
A7	Sample 7	2	1	2	37040	36.96	0.84
A7	Sample 7	2	1	3	42040	37	0.82
A7	Sample 7	2	1	4	47030	37	0.83
A7	Sample 7	2	1	5	52040	37	0.83
A7	Sample 7	2	1	6	57050	37	0.81
A7	Sample 7	2	1	7	62060	37	0.81
A7	Sample 7	2	1	8	67030	37	0.81
A7	Sample 7	2	1	9	72040	37	0.82
A7	Sample 7	2	1	10	77030	36.96	0.81
A7	Sample 7	2	1	11	82040	37	0.81
A7	Sample 7	2	1	12	87040	37	0.81
A7	Sample 7	2	1	13	92030	37	0.82
A7	Sample 7	2	1	14	97040	37	0.81
A7	Sample 7	2	1	15	102040	36.96	0.81
A8	Sample 8	2	1	1	32080	36.96	0.80
A8	Sample 8	2	1	2	37040	36.96	0.79
A8	Sample 8	2	1	3	42040	37	0.78
A8	Sample 8	2	1	4	47030	37	0.79
A8	Sample 8	2	1	5	52040	37	0.79
A8	Sample 8	2	1	6	57050	37	0.78
A8	Sample 8	2	1	7	62060	37	0.79
A8	Sample 8	2	1	8	67030	37	0.78
A8	Sample 8	2	1	9	72040	37	0.78
A8	Sample 8	2	1	10	77030	36.96	0.78
A8	Sample 8	2	1	11	82040	37	0.78
A8	Sample 8	2	1	12	87040	37	0.77
A8	Sample 8	2	1	13	92030	37	0.77
A8	Sample 8	2	1	14	97040	37	0.77
A8	Sample 8	2	1	15	102040	36.96	0.78
A9	Sample 9	2	1	1	32080	36.96	0.71
A9	Sample 9	2	1	2	37040	36.96	0.70
A9	Sample 9	2	1	3	42040	37	0.69
A9	Sample 9	2	1	4	47030	37	0.70
A9	Sample 9	2	1	5	52040	37	0.70
A9	Sample 9	2	1	6	57050	37	0.70
A9	Sample 9	2	1	7	62060	37	0.69
A9	Sample 9	2	1	8	67030	37	0.68
A9	Sample 9	2	1	9	72040	37	0.69
A9	Sample 9	2	1	10	77030	36.96	0.69
A9	Sample 9	2	1	11	82040	37	0.69
A9	Sample 9	2	1	12	87040	37	0.69
A9	Sample 9	2	1	13	92030	37	0.69
A9	Sample 9	2	1	14	97040	37	0.69
A9	Sample 9	2	1	15	102040	36.96	0.69
