Raw Data 		Experiment - evIC50_2_plate2_08APRIL2026 (Run on LCS480 1.5.1.62)					
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	465-510
A1	Sample 1	2	1	1	35910	36.96	1.72
A1	Sample 1	2	1	2	40870	36.96	1.71
A1	Sample 1	2	1	3	45880	36.96	1.7
A1	Sample 1	2	1	4	50890	37	1.71
A1	Sample 1	2	1	5	55870	36.96	1.71
A1	Sample 1	2	1	6	60870	36.96	1.71
A1	Sample 1	2	1	7	65880	36.96	1.71
A1	Sample 1	2	1	8	70870	37	1.71
A1	Sample 1	2	1	9	75870	36.96	1.71
A1	Sample 1	2	1	10	80870	37	1.7
A1	Sample 1	2	1	11	85860	37	1.71
A1	Sample 1	2	1	12	90880	36.96	1.71
A1	Sample 1	2	1	13	95870	36.96	1.71
A1	Sample 1	2	1	14	100870	36.96	1.7
A1	Sample 1	2	1	15	105870	36.96	1.71
A2	Sample 2	2	1	1	35910	36.96	1.88
A2	Sample 2	2	1	2	40870	36.96	1.88
A2	Sample 2	2	1	3	45880	36.96	1.87
A2	Sample 2	2	1	4	50890	37	1.89
A2	Sample 2	2	1	5	55870	36.96	1.87
A2	Sample 2	2	1	6	60870	36.96	1.87
A2	Sample 2	2	1	7	65880	36.96	1.87
A2	Sample 2	2	1	8	70870	37	1.88
A2	Sample 2	2	1	9	75870	36.96	1.88
A2	Sample 2	2	1	10	80870	37	1.87
A2	Sample 2	2	1	11	85860	37	1.88
A2	Sample 2	2	1	12	90880	36.96	1.87
A2	Sample 2	2	1	13	95870	36.96	1.87
A2	Sample 2	2	1	14	100870	36.96	1.88
A2	Sample 2	2	1	15	105870	36.96	1.87
A3	Sample 3	2	1	1	35910	36.96	2.08
A3	Sample 3	2	1	2	40870	36.96	2.07
A3	Sample 3	2	1	3	45880	36.96	2.06
A3	Sample 3	2	1	4	50890	37	2.06
A3	Sample 3	2	1	5	55870	36.96	2.06
A3	Sample 3	2	1	6	60870	36.96	2.06
A3	Sample 3	2	1	7	65880	36.96	2.06
A3	Sample 3	2	1	8	70870	37	2.06
A3	Sample 3	2	1	9	75870	36.96	2.06
A3	Sample 3	2	1	10	80870	37	2.06
A3	Sample 3	2	1	11	85860	37	2.06
A3	Sample 3	2	1	12	90880	36.96	2.05
A3	Sample 3	2	1	13	95870	36.96	2.06
A3	Sample 3	2	1	14	100870	36.96	2.05
A3	Sample 3	2	1	15	105870	36.96	2.05
A4	Sample 4	2	1	1	35910	36.96	2.15
A4	Sample 4	2	1	2	40870	36.96	2.14
A4	Sample 4	2	1	3	45880	36.96	2.14
A4	Sample 4	2	1	4	50890	37	2.15
A4	Sample 4	2	1	5	55870	36.96	2.14
