Raw Data 		Experiment - evIC50_7_plate4_19APRIL2026 (Run on LCS480 1.5.1.62)
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	465-510	
A1	Sample 1	2	1	1	31970	36.91	1.74
A1	Sample 1	2	1	2	36990	36.96	1.73
A1	Sample 1	2	1	3	42000	36.96	1.72
A1	Sample 1	2	1	4	47000	36.96	1.71
A1	Sample 1	2	1	5	52000	37	1.70
A1	Sample 1	2	1	6	57000	37	1.70
A1	Sample 1	2	1	7	62000	37	1.70
A1	Sample 1	2	1	8	67020	36.96	1.70
A1	Sample 1	2	1	9	72000	37	1.69
A1	Sample 1	2	1	10	76990	37	1.69
A1	Sample 1	2	1	11	81990	37	1.69
A1	Sample 1	2	1	12	87000	37	1.69
A1	Sample 1	2	1	13	92000	36.96	1.68
A1	Sample 1	2	1	14	96990	37	1.69
A1	Sample 1	2	1	15	102000	37	1.68
A2	Sample 2	2	1	1	31970	36.91	1.68
A2	Sample 2	2	1	2	36990	36.96	1.66
A2	Sample 2	2	1	3	42000	36.96	1.64
A2	Sample 2	2	1	4	47000	36.96	1.63
A2	Sample 2	2	1	5	52000	37	1.63
A2	Sample 2	2	1	6	57000	37	1.62
A2	Sample 2	2	1	7	62000	37	1.61
A2	Sample 2	2	1	8	67020	36.96	1.61
A2	Sample 2	2	1	9	72000	37	1.61
A2	Sample 2	2	1	10	76990	37	1.60
A2	Sample 2	2	1	11	81990	37	1.61
A2	Sample 2	2	1	12	87000	37	1.61
A2	Sample 2	2	1	13	92000	36.96	1.61
A2	Sample 2	2	1	14	96990	37	1.61
A2	Sample 2	2	1	15	102000	37	1.61
A3	Sample 3	2	1	1	31970	36.91	1.89
A3	Sample 3	2	1	2	36990	36.96	1.87
A3	Sample 3	2	1	3	42000	36.96	1.86
A3	Sample 3	2	1	4	47000	36.96	1.85
A3	Sample 3	2	1	5	52000	37	1.84
A3	Sample 3	2	1	6	57000	37	1.83
A3	Sample 3	2	1	7	62000	37	1.83
A3	Sample 3	2	1	8	67020	36.96	1.83
A3	Sample 3	2	1	9	72000	37	1.82
A3	Sample 3	2	1	10	76990	37	1.81
A3	Sample 3	2	1	11	81990	37	1.82
A3	Sample 3	2	1	12	87000	37	1.82
A3	Sample 3	2	1	13	92000	36.96	1.82
A3	Sample 3	2	1	14	96990	37	1.83
A3	Sample 3	2	1	15	102000	37	1.82
A4	Sample 4	2	1	1	31970	36.91	1.86
A4	Sample 4	2	1	2	36990	36.96	1.85
A4	Sample 4	2	1	3	42000	36.96	1.84
A4	Sample 4	2	1	4	47000	36.96	1.83
A4	Sample 4	2	1	5	52000	37	1.81
A4	Sample 4	2	1	6	57000	37	1.81
A4	Sample 4	2	1	7	62000	37	1.80
A4	Sample 4	2	1	8	67020	36.96	1.80
A4	Sample 4	2	1	9	72000	37	1.80
A4	Sample 4	2	1	10	76990	37	1.79
A4	Sample 4	2	1	11	81990	37	1.80
A4	Sample 4	2	1	12	87000	37	1.81
A4	Sample 4	2	1	13	92000	36.96	1.80
A4	Sample 4	2	1	14	96990	37	1.79
A4	Sample 4	2	1	15	102000	37	1.80
A5	Sample 5	2	1	1	31970	36.91	0.88
A5	Sample 5	2	1	2	36990	36.96	0.87
A5	Sample 5	2	1	3	42000	36.96	0.86
A5	Sample 5	2	1	4	47000	36.96	0.86
A5	Sample 5	2	1	5	52000	37	0.85
A5	Sample 5	2	1	6	57000	37	0.85
