Raw Data 		Experiment - evIC50_3_plate3_11APRIL2026 (Run on LCS480 1.5.1.62)
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	465-510	
A1	Sample 1	2	1	1	32360	36.96	1.64
A1	Sample 1	2	1	2	37380	36.96	1.63
A1	Sample 1	2	1	3	42380	37	1.64
A1	Sample 1	2	1	4	47370	37	1.64
A1	Sample 1	2	1	5	52380	37	1.65
A1	Sample 1	2	1	6	57380	36.96	1.67
A1	Sample 1	2	1	7	62390	36.96	1.67
A1	Sample 1	2	1	8	67400	36.96	1.67
A1	Sample 1	2	1	9	72380	36.96	1.68
A1	Sample 1	2	1	10	77370	37	1.69
A1	Sample 1	2	1	11	82380	37	1.69
A1	Sample 1	2	1	12	87380	37	1.68
A1	Sample 1	2	1	13	92380	36.96	1.68
A1	Sample 1	2	1	14	97380	36.96	1.69
A1	Sample 1	2	1	15	102380	37	1.69
A2	Sample 2	2	1	1	32360	36.96	1.69
A2	Sample 2	2	1	2	37380	36.96	1.68
A2	Sample 2	2	1	3	42380	37	1.68
A2	Sample 2	2	1	4	47370	37	1.70
A2	Sample 2	2	1	5	52380	37	1.71
A2	Sample 2	2	1	6	57380	36.96	1.72
A2	Sample 2	2	1	7	62390	36.96	1.73
A2	Sample 2	2	1	8	67400	36.96	1.73
A2	Sample 2	2	1	9	72380	36.96	1.74
A2	Sample 2	2	1	10	77370	37	1.75
A2	Sample 2	2	1	11	82380	37	1.75
A2	Sample 2	2	1	12	87380	37	1.74
A2	Sample 2	2	1	13	92380	36.96	1.75
A2	Sample 2	2	1	14	97380	36.96	1.75
A2	Sample 2	2	1	15	102380	37	1.74
A3	Sample 3	2	1	1	32360	36.96	1.78
A3	Sample 3	2	1	2	37380	36.96	1.79
A3	Sample 3	2	1	3	42380	37	1.79
A3	Sample 3	2	1	4	47370	37	1.81
A3	Sample 3	2	1	5	52380	37	1.82
A3	Sample 3	2	1	6	57380	36.96	1.83
