Raw Data 		Experiment - evIC50_3_plate4_11APRIL2026 (Run on LCS480 1.5.1.62)																				
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	465-510															
F10	Sample 70	2	1	14	91640	37	3.01															
F10	Sample 70	2	1	15	96240	37	3.01															
F11	Sample 71	2	1	1	31610	36.91	2.81															
F11	Sample 71	2	1	2	36240	36.96	2.82															
F11	Sample 71	2	1	3	40830	37	2.82															
F11	Sample 71	2	1	4	45430	36.96	2.8															
F11	Sample 71	2	1	5	50130	37	2.82															
F11	Sample 71	2	1	6	54730	36.96	2.82															
F11	Sample 71	2	1	7	59330	36.96	2.79															
F11	Sample 71	2	1	8	63940	37	2.78															
F11	Sample 71	2	1	9	68630	37	2.79															
F11	Sample 71	2	1	10	73230	37	2.79															
F11	Sample 71	2	1	11	77830	37	2.81															
F11	Sample 71	2	1	12	82430	37	2.78															
F11	Sample 71	2	1	13	87040	37	2.8															
F11	Sample 71	2	1	14	91640	37	2.78															
F11	Sample 71	2	1	15	96240	37	2.79															
F12	Sample 72	2	1	1	31610	36.91	2.54															
F12	Sample 72	2	1	2	36240	36.96	2.56															
F12	Sample 72	2	1	3	40830	37	2.57															
F12	Sample 72	2	1	4	45430	36.96	2.57															
F12	Sample 72	2	1	5	50130	37	2.55															
F12	Sample 72	2	1	6	54730	36.96	2.55															
F12	Sample 72	2	1	7	59330	36.96	2.56															
F12	Sample 72	2	1	8	63940	37	2.54															
F12	Sample 72	2	1	9	68630	37	2.55															
F12	Sample 72	2	1	10	73230	37	2.54															
F12	Sample 72	2	1	11	77830	37	2.56															
F12	Sample 72	2	1	12	82430	37	2.55															
F12	Sample 72	2	1	13	87040	37	2.56															
F12	Sample 72	2	1	14	91640	37	2.56															
F12	Sample 72	2	1	15	96240	37	2.56															
G1	Sample 73	2	1	1	31610	36.91	3.76															
G1	Sample 73	2	1	2	36240	36.96	3.76															
G1	Sample 73	2	1	3	40830	37	3.76															
G1	Sample 73	2	1	4	45430	36.96	3.74															
G1	Sample 73	2	1	5	50130	37	3.74															
G1	Sample 73	2	1	6	54730	36.96	3.74															
G1	Sample 73	2	1	7	59330	36.96	3.73															
G1	Sample 73	2	1	8	63940	37	3.74															
G1	Sample 73	2	1	9	68630	37	3.75															
G1	Sample 73	2	1	10	73230	37	3.74															
G1	Sample 73	2	1	11	77830	37	3.74															
G1	Sample 73	2	1	12	82430	37	3.73															
G1	Sample 73	2	1	13	87040	37	3.73															
G1	Sample 73	2	1	14	91640	37	3.74															
G1	Sample 73	2	1	15	96240	37	3.72															
G2	Sample 74	2	1	1	31610	36.91	3.9															
G2	Sample 74	2	1	2	36240	36.96	3.89															
G2	Sample 74	2	1	3	40830	37	3.89															
G2	Sample 74	2	1	4	45430	36.96	3.88															
G2	Sample 74	2	1	5	50130	37	3.88															
G2	Sample 74	2	1	6	54730	36.96	3.88															
G2	Sample 74	2	1	7	59330	36.96	3.88															
G2	Sample 74	2	1	8	63940	37	3.88															
G2	Sample 74	2	1	9	68630	37	3.88															
G2	Sample 74	2	1	10	73230	37	3.86															
G2	Sample 74	2	1	11	77830	37	3.87															
G2	Sample 74	2	1	12	82430	37	3.88															
G2	Sample 74	2	1	13	87040	37	3.86															
G2	Sample 74	2	1	14	91640	37	3.86															
G2	Sample 74	2	1	15	96240	37	3.84															
G3	Sample 75	2	1	1	31610	36.91	4.12															
G3	Sample 75	2	1	2	36240	36.96	4.11															
G3	Sample 75	2	1	3	40830	37	4.13															
G3	Sample 75	2	1	4	45430	36.96	4.11															
G3	Sample 75	2	1	5	50130	37	4.1															
G3	Sample 75	2	1	6	54730	36.96	4.1															
G3	Sample 75	2	1	7	59330	36.96	4.1															
G3	Sample 75	2	1	8	63940	37	4.1															
G3	Sample 75	2	1	9	68630	37	4.09															
G3	Sample 75	2	1	10	73230	37	4.1															
G3	Sample 75	2	1	11	77830	37	4.09															
G3	Sample 75	2	1	12	82430	37	4.09															
G3	Sample 75	2	1	13	87040	37	4.09															
G3	Sample 75	2	1	14	91640	37	4.09															
G3	Sample 75	2	1	15	96240	37	4.06															
G4	Sample 76	2	1	1	31610	36.91	4.22															
G4	Sample 76	2	1	2	36240	36.96	4.23															
G4	Sample 76	2	1	3	40830	37	4.22															
G4	Sample 76	2	1	4	45430	36.96	4.22															
G4	Sample 76	2	1	5	50130	37	4.19															
G4	Sample 76	2	1	6	54730	36.96	4.2															
G4	Sample 76	2	1	7	59330	36.96	4.19															
G4	Sample 76	2	1	8	63940	37	4.2															
G4	Sample 76	2	1	9	68630	37	4.19															
G4	Sample 76	2	1	10	73230	37	4.21															
G4	Sample 76	2	1	11	77830	37	4.2															
G4	Sample 76	2	1	12	82430	37	4.19															
G4	Sample 76	2	1	13	87040	37	4.19															
G4	Sample 76	2	1	14	91640	37	4.18															
G4	Sample 76	2	1	15	96240	37	4.19															
G5	Sample 77	2	1	1	31610	36.91	3.33															
G5	Sample 77	2	1	2	36240	36.96	3.33															
G5	Sample 77	2	1	3	40830	37	3.33															
G5	Sample 77	2	1	4	45430	36.96	3.32															
G5	Sample 77	2	1	5	50130	37	3.31															
G5	Sample 77	2	1	6	54730	36.96	3.3															
G5	Sample 77	2	1	7	59330	36.96	3.3															
G5	Sample 77	2	1	8	63940	37	3.31															
G5	Sample 77	2	1	9	68630	37	3.3															
G5	Sample 77	2	1	10	73230	37	3.3															
G5	Sample 77	2	1	11	77830	37	3.31															
G5	Sample 77	2	1	12	82430	37	3.29															
G5	Sample 77	2	1	13	87040	37	3.3															
G5	Sample 77	2	1	14	91640	37	3.31															
G5	Sample 77	2	1	15	96240	37	3.29															
G6	Sample 78	2	1	1	31610	36.91	3.29															
G6	Sample 78	2	1	2	36240	36.96	3.29															
G6	Sample 78	2	1	3	40830	37	3.28															
G6	Sample 78	2	1	4	45430	36.96	3.27															
G6	Sample 78	2	1	5	50130	37	3.27															
G6	Sample 78	2	1	6	54730	36.96	3.27															
G6	Sample 78	2	1	7	59330	36.96	3.25															
G6	Sample 78	2	1	8	63940	37	3.26															
G6	Sample 78	2	1	9	68630	37	3.26															
G6	Sample 78	2	1	10	73230	37	3.26															
G6	Sample 78	2	1	11	77830	37	3.26															
G6	Sample 78	2	1	12	82430	37	3.24															
G6	Sample 78	2	1	13	87040	37	3.26															
G6	Sample 78	2	1	14	91640	37	3.24															
G6	Sample 78	2	1	15	96240	37	3.25															
G7	Sample 79	2	1	1	31610	36.91	3.24															
G7	Sample 79	2	1	2	36240	36.96	3.23															
G7	Sample 79	2	1	3	40830	37	3.26															
G7	Sample 79	2	1	4	45430	36.96	3.23															
G7	Sample 79	2	1	5	50130	37	3.23															
G7	Sample 79	2	1	6	54730	36.96	3.22															
G7	Sample 79	2	1	7	59330	36.96	3.22															
G7	Sample 79	2	1	8	63940	37	3.22															
G7	Sample 79	2	1	9	68630	37	3.21															
G7	Sample 79	2	1	10	73230	37	3.23															
G7	Sample 79	2	1	11	77830	37	3.23															
G7	Sample 79	2	1	12	82430	37	3.22															
G7	Sample 79	2	1	13	87040	37	3.2															
G7	Sample 79	2	1	14	91640	37	3.2															
G7	Sample 79	2	1	15	96240	37	3.21															
G8	Sample 80	2	1	1	31610	36.91	3.18															
G8	Sample 80	2	1	2	36240	36.96	3.19															
G8	Sample 80	2	1	3	40830	37	3.18															
G8	Sample 80	2	1	4	45430	36.96	3.17															
G8	Sample 80	2	1	5	50130	37	3.17															
G8	Sample 80	2	1	6	54730	36.96	3.17															
G8	Sample 80	2	1	7	59330	36.96	3.15															
G8	Sample 80	2	1	8	63940	37	3.17															
G8	Sample 80	2	1	9	68630	37	3.17															
G8	Sample 80	2	1	10	73230	37	3.17															
G8	Sample 80	2	1	11	77830	37	3.17															
G8	Sample 80	2	1	12	82430	37	3.16															
G8	Sample 80	2	1	13	87040	37	3.15															
G8	Sample 80	2	1	14	91640	37	3.15															
G8	Sample 80	2	1	15	96240	37	3.14															
G9	Sample 81	2	1	1	31610	36.91	2.74															
G9	Sample 81	2	1	2	36240	36.96	2.74															
G9	Sample 81	2	1	3	40830	37	2.73															
G9	Sample 81	2	1	4	45430	36.96	2.73															
G9	Sample 81	2	1	5	50130	37	2.72															
G9	Sample 81	2	1	6	54730	36.96	2.72															
G9	Sample 81	2	1	7	59330	36.96	2.72															
G9	Sample 81	2	1	8	63940	37	2.71															
G9	Sample 81	2	1	9	68630	37	2.71															
G9	Sample 81	2	1	10	73230	37	2.72															
G9	Sample 81	2	1	11	77830	37	2.72															
G9	Sample 81	2	1	12	82430	37	2.69															
G9	Sample 81	2	1	13	87040	37	2.71															
G9	Sample 81	2	1	14	91640	37	2.71															
G9	Sample 81	2	1	15	96240	37	2.71															
G10	Sample 82	2	1	1	31610	36.91	2.69															
G10	Sample 82	2	1	2	36240	36.96	2.69															
G10	Sample 82	2	1	3	40830	37	2.71															
G10	Sample 82	2	1	4	45430	36.96	2.68															
G10	Sample 82	2	1	5	50130	37	2.68															
G10	Sample 82	2	1	6	54730	36.96	2.68															
G10	Sample 82	2	1	7	59330	36.96	2.68															
G10	Sample 82	2	1	8	63940	37	2.68															
G10	Sample 82	2	1	9	68630	37	2.67															
G10	Sample 82	2	1	10	73230	37	2.68															
G10	Sample 82	2	1	11	77830	37	2.68															
G10	Sample 82	2	1	12	82430	37	2.66															
G10	Sample 82	2	1	13	87040	37	2.66															
G10	Sample 82	2	1	14	91640	37	2.65															
G10	Sample 82	2	1	15	96240	37	2.65															
G11	Sample 83	2	1	1	31610	36.91	2.94															
G11	Sample 83	2	1	2	36240	36.96	2.95															
G11	Sample 83	2	1	3	40830	37	2.94															
G11	Sample 83	2	1	4	45430	36.96	2.94															
G11	Sample 83	2	1	5	50130	37	2.93															
G11	Sample 83	2	1	6	54730	36.96	2.93															
G11	Sample 83	2	1	7	59330	36.96	2.92															
G11	Sample 83	2	1	8	63940	37	2.93															
G11	Sample 83	2	1	9	68630	37	2.92															
G11	Sample 83	2	1	10	73230	37	2.93															
G11	Sample 83	2	1	11	77830	37	2.92															
G11	Sample 83	2	1	12	82430	37	2.91															
G11	Sample 83	2	1	13	87040	37	2.93															
G11	Sample 83	2	1	14	91640	37	2.92															
G11	Sample 83	2	1	15	96240	37	2.92															
G12	Sample 84	2	1	1	31610	36.91	2.62															
G12	Sample 84	2	1	2	36240	36.96	2.62															
G12	Sample 84	2	1	3	40830	37	2.62															
G12	Sample 84	2	1	4	45430	36.96	2.61															
G12	Sample 84	2	1	5	50130	37	2.6															
G12	Sample 84	2	1	6	54730	36.96	2.61															
G12	Sample 84	2	1	7	59330	36.96	2.61															
G12	Sample 84	2	1	8	63940	37	2.61															
G12	Sample 84	2	1	9	68630	37	2.62															
G12	Sample 84	2	1	10	73230	37	2.61															
G12	Sample 84	2	1	11	77830	37	2.62															
G12	Sample 84	2	1	12	82430	37	2.62															
G12	Sample 84	2	1	13	87040	37	2.6															
G12	Sample 84	2	1	14	91640	37	2.59															
G12	Sample 84	2	1	15	96240	37	2.6															
H1	Sample 85	2	1	1	31610	36.91	3.56															
H1	Sample 85	2	1	2	36240	36.96	3.57															
H1	Sample 85	2	1	3	40830	37	3.58															
H1	Sample 85	2	1	4	45430	36.96	3.55															
H1	Sample 85	2	1	5	50130	37	3.57															
H1	Sample 85	2	1	6	54730	36.96	3.56															
H1	Sample 85	2	1	7	59330	36.96	3.57															
H1	Sample 85	2	1	8	63940	37	3.58															
H1	Sample 85	2	1	9	68630	37	3.57															
H1	Sample 85	2	1	10	73230	37	3.55															
H1	Sample 85	2	1	11	77830	37	3.57															
H1	Sample 85	2	1	12	82430	37	3.56															
H1	Sample 85	2	1	13	87040	37	3.57															
H1	Sample 85	2	1	14	91640	37	3.58															
H1	Sample 85	2	1	15	96240	37	3.56															
H2	Sample 86	2	1	1	31610	36.91	3.73															
H2	Sample 86	2	1	2	36240	36.96	3.73															
H2	Sample 86	2	1	3	40830	37	3.73															
H2	Sample 86	2	1	4	45430	36.96	3.71															
H2	Sample 86	2	1	5	50130	37	3.72															
H2	Sample 86	2	1	6	54730	36.96	3.71															
H2	Sample 86	2	1	7	59330	36.96	3.7															
H2	Sample 86	2	1	8	63940	37	3.71															
H2	Sample 86	2	1	9	68630	37	3.71															
H2	Sample 86	2	1	10	73230	37	3.72															
H2	Sample 86	2	1	11	77830	37	3.73															
H2	Sample 86	2	1	12	82430	37	3.7															
H2	Sample 86	2	1	13	87040	37	3.71															
H2	Sample 86	2	1	14	91640	37	3.71															
H2	Sample 86	2	1	15	96240	37	3.71															
H3	Sample 87	2	1	1	31610	36.91	3.98															
H3	Sample 87	2	1	2	36240	36.96	3.99															
H3	Sample 87	2	1	3	40830	37	4															
H3	Sample 87	2	1	4	45430	36.96	3.98															
H3	Sample 87	2	1	5	50130	37	4															
H3	Sample 87	2	1	6	54730	36.96	3.99															
H3	Sample 87	2	1	7	59330	36.96	4															
H3	Sample 87	2	1	8	63940	37	4.01															
H3	Sample 87	2	1	9	68630	37	3.98															
H3	Sample 87	2	1	10	73230	37	4															
H3	Sample 87	2	1	11	77830	37	3.98															
H3	Sample 87	2	1	12	82430	37	3.99															
H3	Sample 87	2	1	13	87040	37	3.99															
H3	Sample 87	2	1	14	91640	37	3.99															
H3	Sample 87	2	1	15	96240	37	3.99															
H4	Sample 88	2	1	1	31610	36.91	3.94															
H4	Sample 88	2	1	2	36240	36.96	3.95															
H4	Sample 88	2	1	3	40830	37	3.95															
H4	Sample 88	2	1	4	45430	36.96	3.95															
H4	Sample 88	2	1	5	50130	37	3.95															
H4	Sample 88	2	1	6	54730	36.96	3.95															
H4	Sample 88	2	1	7	59330	36.96	3.95															
H4	Sample 88	2	1	8	63940	37	3.95															
H4	Sample 88	2	1	9	68630	37	3.93															
H4	Sample 88	2	1	10	73230	37	3.94															
H4	Sample 88	2	1	11	77830	37	3.94															
H4	Sample 88	2	1	12	82430	37	3.94															
H4	Sample 88	2	1	13	87040	37	3.95															
H4	Sample 88	2	1	14	91640	37	3.95															
H4	Sample 88	2	1	15	96240	37	3.94															
H5	Sample 89	2	1	1	31610	36.91	3.32															
H5	Sample 89	2	1	2	36240	36.96	3.33															
H5	Sample 89	2	1	3	40830	37	3.34															
H5	Sample 89	2	1	4	45430	36.96	3.34															
H5	Sample 89	2	1	5	50130	37	3.34															
H5	Sample 89	2	1	6	54730	36.96	3.34															
H5	Sample 89	2	1	7	59330	36.96	3.35															
H5	Sample 89	2	1	8	63940	37	3.34															
H5	Sample 89	2	1	9	68630	37	3.33															
H5	Sample 89	2	1	10	73230	37	3.35															
H5	Sample 89	2	1	11	77830	37	3.34															
H5	Sample 89	2	1	12	82430	37	3.34															
H5	Sample 89	2	1	13	87040	37	3.34															
H5	Sample 89	2	1	14	91640	37	3.33															
H5	Sample 89	2	1	15	96240	37	3.33															
H6	Sample 90	2	1	1	31610	36.91	3.33															
H6	Sample 90	2	1	2	36240	36.96	3.34															
H6	Sample 90	2	1	3	40830	37	3.33															
H6	Sample 90	2	1	4	45430	36.96	3.34															
H6	Sample 90	2	1	5	50130	37	3.34															
H6	Sample 90	2	1	6	54730	36.96	3.33															
H6	Sample 90	2	1	7	59330	36.96	3.33															
H6	Sample 90	2	1	8	63940	37	3.34															
H6	Sample 90	2	1	9	68630	37	3.32															
H6	Sample 90	2	1	10	73230	37	3.32															
H6	Sample 90	2	1	11	77830	37	3.33															
H6	Sample 90	2	1	12	82430	37	3.33															
H6	Sample 90	2	1	13	87040	37	3.32															
H6	Sample 90	2	1	14	91640	37	3.32															
H6	Sample 90	2	1	15	96240	37	3.32															
H7	Sample 91	2	1	1	31610	36.91	3.29															
H7	Sample 91	2	1	2	36240	36.96	3.31															
H7	Sample 91	2	1	3	40830	37	3.29															
H7	Sample 91	2	1	4	45430	36.96	3.28															
H7	Sample 91	2	1	5	50130	37	3.3															
H7	Sample 91	2	1	6	54730	36.96	3.28															
H7	Sample 91	2	1	7	59330	36.96	3.29															
H7	Sample 91	2	1	8	63940	37	3.3															
H7	Sample 91	2	1	9	68630	37	3.28															
H7	Sample 91	2	1	10	73230	37	3.29															
H7	Sample 91	2	1	11	77830	37	3.3															
H7	Sample 91	2	1	12	82430	37	3.27															
H7	Sample 91	2	1	13	87040	37	3.28															
H7	Sample 91	2	1	14	91640	37	3.29															
H7	Sample 91	2	1	15	96240	37	3.29															
H8	Sample 92	2	1	1	31610	36.91	3.25															
H8	Sample 92	2	1	2	36240	36.96	3.26															
H8	Sample 92	2	1	3	40830	37	3.25															
H8	Sample 92	2	1	4	45430	36.96	3.25															
H8	Sample 92	2	1	5	50130	37	3.25															
H8	Sample 92	2	1	6	54730	36.96	3.26															
H8	Sample 92	2	1	7	59330	36.96	3.24															
H8	Sample 92	2	1	8	63940	37	3.25															
H8	Sample 92	2	1	9	68630	37	3.24															
H8	Sample 92	2	1	10	73230	37	3.24															
H8	Sample 92	2	1	11	77830	37	3.24															
H8	Sample 92	2	1	12	82430	37	3.25															
H8	Sample 92	2	1	13	87040	37	3.24															
H8	Sample 92	2	1	14	91640	37	3.25															
H8	Sample 92	2	1	15	96240	37	3.24															
H9	Sample 93	2	1	1	31610	36.91	2.55															
H9	Sample 93	2	1	2	36240	36.96	2.54															
H9	Sample 93	2	1	3	40830	37	2.55															
H9	Sample 93	2	1	4	45430	36.96	2.55															
H9	Sample 93	2	1	5	50130	37	2.56															
H9	Sample 93	2	1	6	54730	36.96	2.53															
H9	Sample 93	2	1	7	59330	36.96	2.55															
H9	Sample 93	2	1	8	63940	37	2.54															
H9	Sample 93	2	1	9	68630	37	2.53															
H9	Sample 93	2	1	10	73230	37	2.54															
H9	Sample 93	2	1	11	77830	37	2.54															
H9	Sample 93	2	1	12	82430	37	2.52															
H9	Sample 93	2	1	13	87040	37	2.53															
H9	Sample 93	2	1	14	91640	37	2.54															
H9	Sample 93	2	1	15	96240	37	2.55															
H10	Sample 94	2	1	1	31610	36.91	2.55															
H10	Sample 94	2	1	2	36240	36.96	2.54															
H10	Sample 94	2	1	3	40830	37	2.56															
H10	Sample 94	2	1	4	45430	36.96	2.53															
H10	Sample 94	2	1	5	50130	37	2.55															
H10	Sample 94	2	1	6	54730	36.96	2.55															
H10	Sample 94	2	1	7	59330	36.96	2.54															
H10	Sample 94	2	1	8	63940	37	2.55															
H10	Sample 94	2	1	9	68630	37	2.53															
H10	Sample 94	2	1	10	73230	37	2.53															
H10	Sample 94	2	1	11	77830	37	2.54															
H10	Sample 94	2	1	12	82430	37	2.52															
H10	Sample 94	2	1	13	87040	37	2.54															
H10	Sample 94	2	1	14	91640	37	2.52															
H10	Sample 94	2	1	15	96240	37	2.53															
H11	Sample 95	2	1	1	31610	36.91	2.42															
H11	Sample 95	2	1	2	36240	36.96	2.43															
H11	Sample 95	2	1	3	40830	37	2.43															
H11	Sample 95	2	1	4	45430	36.96	2.43															
H11	Sample 95	2	1	5	50130	37	2.44															
H11	Sample 95	2	1	6	54730	36.96	2.41															
H11	Sample 95	2	1	7	59330	36.96	2.41															
H11	Sample 95	2	1	8	63940	37	2.43															
H11	Sample 95	2	1	9	68630	37	2.42															
H11	Sample 95	2	1	10	73230	37	2.42															
H11	Sample 95	2	1	11	77830	37	2.43															
H11	Sample 95	2	1	12	82430	37	2.43															
H11	Sample 95	2	1	13	87040	37	2.43															
H11	Sample 95	2	1	14	91640	37	2.42															
H11	Sample 95	2	1	15	96240	37	2.42															
H12	Sample 96	2	1	1	31610	36.91	2.41															
H12	Sample 96	2	1	2	36240	36.96	2.42															
H12	Sample 96	2	1	3	40830	37	2.43															
H12	Sample 96	2	1	4	45430	36.96	2.42															
H12	Sample 96	2	1	5	50130	37	2.42															
H12	Sample 96	2	1	6	54730	36.96	2.42															
H12	Sample 96	2	1	7	59330	36.96	2.42															
H12	Sample 96	2	1	8	63940	37	2.43															
H12	Sample 96	2	1	9	68630	37	2.42															
H12	Sample 96	2	1	10	73230	37	2.42															
H12	Sample 96	2	1	11	77830	37	2.42															
H12	Sample 96	2	1	12	82430	37	2.41															
H12	Sample 96	2	1	13	87040	37	2.42															
H12	Sample 96	2	1	14	91640	37	2.43															
H12	Sample 96	2	1	15	96240	37	2.43															
