Raw Data 		Experiment - evIC50_3_plate4_11APRIL2026 (Run on LCS480 1.5.1.62)																				
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	465-510															
C10	Sample 34	2	1	12	82430	37	2.89															
C10	Sample 34	2	1	13	87040	37	2.89															
C10	Sample 34	2	1	14	91640	37	2.9															
C10	Sample 34	2	1	15	96240	37	2.9															
C11	Sample 35	2	1	1	31610	36.91	2.75															
C11	Sample 35	2	1	2	36240	36.96	2.75															
C11	Sample 35	2	1	3	40830	37	2.78															
C11	Sample 35	2	1	4	45430	36.96	2.76															
C11	Sample 35	2	1	5	50130	37	2.76															
C11	Sample 35	2	1	6	54730	36.96	2.76															
C11	Sample 35	2	1	7	59330	36.96	2.76															
C11	Sample 35	2	1	8	63940	37	2.76															
C11	Sample 35	2	1	9	68630	37	2.74															
C11	Sample 35	2	1	10	73230	37	2.75															
C11	Sample 35	2	1	11	77830	37	2.75															
C11	Sample 35	2	1	12	82430	37	2.75															
C11	Sample 35	2	1	13	87040	37	2.76															
C11	Sample 35	2	1	14	91640	37	2.75															
C11	Sample 35	2	1	15	96240	37	2.75															
C12	Sample 36	2	1	1	31610	36.91	4.65															
C12	Sample 36	2	1	2	36240	36.96	5.61															
C12	Sample 36	2	1	3	40830	37	5.97															
C12	Sample 36	2	1	4	45430	36.96	5.35															
C12	Sample 36	2	1	5	50130	37	4.88															
C12	Sample 36	2	1	6	54730	36.96	4.68															
C12	Sample 36	2	1	7	59330	36.96	4.58															
C12	Sample 36	2	1	8	63940	37	4.55															
C12	Sample 36	2	1	9	68630	37	4.53															
C12	Sample 36	2	1	10	73230	37	4.54															
C12	Sample 36	2	1	11	77830	37	4.55															
C12	Sample 36	2	1	12	82430	37	4.56															
C12	Sample 36	2	1	13	87040	37	4.56															
C12	Sample 36	2	1	14	91640	37	4.56															
C12	Sample 36	2	1	15	96240	37	4.56															
D1	Sample 37	2	1	1	31610	36.91	3.11															
D1	Sample 37	2	1	2	36240	36.96	3.13															
D1	Sample 37	2	1	3	40830	37	3.11															
D1	Sample 37	2	1	4	45430	36.96	3.13															
D1	Sample 37	2	1	5	50130	37	3.12															
D1	Sample 37	2	1	6	54730	36.96	3.12															
D1	Sample 37	2	1	7	59330	36.96	3.11															
D1	Sample 37	2	1	8	63940	37	3.12															
D1	Sample 37	2	1	9	68630	37	3.12															
D1	Sample 37	2	1	10	73230	37	3.12															
D1	Sample 37	2	1	11	77830	37	3.12															
D1	Sample 37	2	1	12	82430	37	3.12															
D1	Sample 37	2	1	13	87040	37	3.11															
D1	Sample 37	2	1	14	91640	37	3.11															
D1	Sample 37	2	1	15	96240	37	3.11															
D2	Sample 38	2	1	1	31610	36.91	3.29															
D2	Sample 38	2	1	2	36240	36.96	3.28															
D2	Sample 38	2	1	3	40830	37	3.28															
D2	Sample 38	2	1	4	45430	36.96	3.28															
D2	Sample 38	2	1	5	50130	37	3.27															
D2	Sample 38	2	1	6	54730	36.96	3.28															
D2	Sample 38	2	1	7	59330	36.96	3.27															
D2	Sample 38	2	1	8	63940	37	3.27															
D2	Sample 38	2	1	9	68630	37	3.26															
D2	Sample 38	2	1	10	73230	37	3.26															
D2	Sample 38	2	1	11	77830	37	3.26															
D2	Sample 38	2	1	12	82430	37	3.26															
D2	Sample 38	2	1	13	87040	37	3.26															
D2	Sample 38	2	1	14	91640	37	3.25															
D2	Sample 38	2	1	15	96240	37	3.27															
D3	Sample 39	2	1	1	31610	36.91	1.89															
D3	Sample 39	2	1	2	36240	36.96	1.9															
D3	Sample 39	2	1	3	40830	37	1.89															
D3	Sample 39	2	1	4	45430	36.96	1.89															
D3	Sample 39	2	1	5	50130	37	1.88															
D3	Sample 39	2	1	6	54730	36.96	1.88															
D3	Sample 39	2	1	7	59330	36.96	1.87															
D3	Sample 39	2	1	8	63940	37	1.88															
D3	Sample 39	2	1	9	68630	37	1.88															
D3	Sample 39	2	1	10	73230	37	1.87															
D3	Sample 39	2	1	11	77830	37	1.87															
D3	Sample 39	2	1	12	82430	37	1.86															
D3	Sample 39	2	1	13	87040	37	1.87															
D3	Sample 39	2	1	14	91640	37	1.86															
D3	Sample 39	2	1	15	96240	37	1.87															
D4	Sample 40	2	1	1	31610	36.91	1.68															
D4	Sample 40	2	1	2	36240	36.96	1.7															
D4	Sample 40	2	1	3	40830	37	1.69															
D4	Sample 40	2	1	4	45430	36.96	1.7															
D4	Sample 40	2	1	5	50130	37	1.68															
D4	Sample 40	2	1	6	54730	36.96	1.68															
D4	Sample 40	2	1	7	59330	36.96	1.67															
D4	Sample 40	2	1	8	63940	37	1.67															
D4	Sample 40	2	1	9	68630	37	1.68															
D4	Sample 40	2	1	10	73230	37	1.67															
D4	Sample 40	2	1	11	77830	37	1.68															
D4	Sample 40	2	1	12	82430	37	1.67															
D4	Sample 40	2	1	13	87040	37	1.67															
D4	Sample 40	2	1	14	91640	37	1.66															
D4	Sample 40	2	1	15	96240	37	1.66															
D5	Sample 41	2	1	1	31610	36.91	2.53															
D5	Sample 41	2	1	2	36240	36.96	2.52															
D5	Sample 41	2	1	3	40830	37	2.52															
D5	Sample 41	2	1	4	45430	36.96	2.52															
D5	Sample 41	2	1	5	50130	37	2.52															
D5	Sample 41	2	1	6	54730	36.96	2.5															
D5	Sample 41	2	1	7	59330	36.96	2.5															
D5	Sample 41	2	1	8	63940	37	2.52															
D5	Sample 41	2	1	9	68630	37	2.5															
D5	Sample 41	2	1	10	73230	37	2.5															
D5	Sample 41	2	1	11	77830	37	2.5															
D5	Sample 41	2	1	12	82430	37	2.5															
D5	Sample 41	2	1	13	87040	37	2.5															
D5	Sample 41	2	1	14	91640	37	2.5															
D5	Sample 41	2	1	15	96240	37	2.49															
D6	Sample 42	2	1	1	31610	36.91	2.88															
D6	Sample 42	2	1	2	36240	36.96	2.88															
D6	Sample 42	2	1	3	40830	37	2.88															
D6	Sample 42	2	1	4	45430	36.96	2.87															
D6	Sample 42	2	1	5	50130	37	2.87															
D6	Sample 42	2	1	6	54730	36.96	2.87															
D6	Sample 42	2	1	7	59330	36.96	2.85															
D6	Sample 42	2	1	8	63940	37	2.86															
D6	Sample 42	2	1	9	68630	37	2.85															
D6	Sample 42	2	1	10	73230	37	2.84															
D6	Sample 42	2	1	11	77830	37	2.85															
D6	Sample 42	2	1	12	82430	37	2.84															
D6	Sample 42	2	1	13	87040	37	2.84															
D6	Sample 42	2	1	14	91640	37	2.84															
D6	Sample 42	2	1	15	96240	37	2.85															
D7	Sample 43	2	1	1	31610	36.91	2.68															
D7	Sample 43	2	1	2	36240	36.96	2.68															
D7	Sample 43	2	1	3	40830	37	2.68															
D7	Sample 43	2	1	4	45430	36.96	2.68															
D7	Sample 43	2	1	5	50130	37	2.67															
D7	Sample 43	2	1	6	54730	36.96	2.67															
D7	Sample 43	2	1	7	59330	36.96	2.67															
D7	Sample 43	2	1	8	63940	37	2.67															
D7	Sample 43	2	1	9	68630	37	2.67															
D7	Sample 43	2	1	10	73230	37	2.67															
D7	Sample 43	2	1	11	77830	37	2.67															
D7	Sample 43	2	1	12	82430	37	2.66															
D7	Sample 43	2	1	13	87040	37	2.65															
D7	Sample 43	2	1	14	91640	37	2.66															
D7	Sample 43	2	1	15	96240	37	2.66															
D8	Sample 44	2	1	1	31610	36.91	2.63															
D8	Sample 44	2	1	2	36240	36.96	2.64															
D8	Sample 44	2	1	3	40830	37	2.62															
D8	Sample 44	2	1	4	45430	36.96	2.62															
D8	Sample 44	2	1	5	50130	37	2.61															
D8	Sample 44	2	1	6	54730	36.96	2.61															
D8	Sample 44	2	1	7	59330	36.96	2.61															
D8	Sample 44	2	1	8	63940	37	2.61															
D8	Sample 44	2	1	9	68630	37	2.6															
D8	Sample 44	2	1	10	73230	37	2.6															
D8	Sample 44	2	1	11	77830	37	2.6															
D8	Sample 44	2	1	12	82430	37	2.59															
D8	Sample 44	2	1	13	87040	37	2.59															
D8	Sample 44	2	1	14	91640	37	2.6															
D8	Sample 44	2	1	15	96240	37	2.6															
D9	Sample 45	2	1	1	31610	36.91	3.04															
D9	Sample 45	2	1	2	36240	36.96	3.04															
D9	Sample 45	2	1	3	40830	37	3.04															
D9	Sample 45	2	1	4	45430	36.96	3.04															
D9	Sample 45	2	1	5	50130	37	3.03															
D9	Sample 45	2	1	6	54730	36.96	3.03															
D9	Sample 45	2	1	7	59330	36.96	3.03															
D9	Sample 45	2	1	8	63940	37	3.03															
D9	Sample 45	2	1	9	68630	37	3.02															
D9	Sample 45	2	1	10	73230	37	3.03															
D9	Sample 45	2	1	11	77830	37	3.03															
D9	Sample 45	2	1	12	82430	37	3															
D9	Sample 45	2	1	13	87040	37	3.01															
D9	Sample 45	2	1	14	91640	37	3.01															
D9	Sample 45	2	1	15	96240	37	3															
D10	Sample 46	2	1	1	31610	36.91	3.77															
D10	Sample 46	2	1	2	36240	36.96	3.77															
D10	Sample 46	2	1	3	40830	37	3.77															
D10	Sample 46	2	1	4	45430	36.96	3.77															
D10	Sample 46	2	1	5	50130	37	3.75															
D10	Sample 46	2	1	6	54730	36.96	3.75															
D10	Sample 46	2	1	7	59330	36.96	3.75															
D10	Sample 46	2	1	8	63940	37	3.73															
D10	Sample 46	2	1	9	68630	37	3.75															
D10	Sample 46	2	1	10	73230	37	3.73															
D10	Sample 46	2	1	11	77830	37	3.75															
D10	Sample 46	2	1	12	82430	37	3.73															
D10	Sample 46	2	1	13	87040	37	3.72															
D10	Sample 46	2	1	14	91640	37	3.71															
D10	Sample 46	2	1	15	96240	37	3.71															
D11	Sample 47	2	1	1	31610	36.91	2.89															
D11	Sample 47	2	1	2	36240	36.96	2.91															
D11	Sample 47	2	1	3	40830	37	2.9															
D11	Sample 47	2	1	4	45430	36.96	2.89															
D11	Sample 47	2	1	5	50130	37	2.89															
D11	Sample 47	2	1	6	54730	36.96	2.89															
D11	Sample 47	2	1	7	59330	36.96	2.89															
D11	Sample 47	2	1	8	63940	37	2.87															
D11	Sample 47	2	1	9	68630	37	2.88															
D11	Sample 47	2	1	10	73230	37	2.89															
D11	Sample 47	2	1	11	77830	37	2.88															
D11	Sample 47	2	1	12	82430	37	2.87															
D11	Sample 47	2	1	13	87040	37	2.88															
D11	Sample 47	2	1	14	91640	37	2.88															
D11	Sample 47	2	1	15	96240	37	2.88															
D12	Sample 48	2	1	1	31610	36.91	2.81															
D12	Sample 48	2	1	2	36240	36.96	2.82															
D12	Sample 48	2	1	3	40830	37	2.82															
D12	Sample 48	2	1	4	45430	36.96	2.82															
D12	Sample 48	2	1	5	50130	37	2.82															
D12	Sample 48	2	1	6	54730	36.96	2.82															
D12	Sample 48	2	1	7	59330	36.96	2.81															
D12	Sample 48	2	1	8	63940	37	2.81															
D12	Sample 48	2	1	9	68630	37	2.82															
D12	Sample 48	2	1	10	73230	37	2.81															
D12	Sample 48	2	1	11	77830	37	2.79															
D12	Sample 48	2	1	12	82430	37	2.8															
D12	Sample 48	2	1	13	87040	37	2.8															
D12	Sample 48	2	1	14	91640	37	2.79															
D12	Sample 48	2	1	15	96240	37	2.8															
E1	Sample 49	2	1	1	31610	36.91	3.7															
E1	Sample 49	2	1	2	36240	36.96	3.69															
E1	Sample 49	2	1	3	40830	37	3.69															
E1	Sample 49	2	1	4	45430	36.96	3.69															
E1	Sample 49	2	1	5	50130	37	3.7															
E1	Sample 49	2	1	6	54730	36.96	3.69															
E1	Sample 49	2	1	7	59330	36.96	3.69															
E1	Sample 49	2	1	8	63940	37	3.69															
E1	Sample 49	2	1	9	68630	37	3.7															
E1	Sample 49	2	1	10	73230	37	3.7															
E1	Sample 49	2	1	11	77830	37	3.69															
E1	Sample 49	2	1	12	82430	37	3.68															
E1	Sample 49	2	1	13	87040	37	3.69															
E1	Sample 49	2	1	14	91640	37	3.7															
E1	Sample 49	2	1	15	96240	37	3.69															
E2	Sample 50	2	1	1	31610	36.91	3.79															
E2	Sample 50	2	1	2	36240	36.96	3.79															
E2	Sample 50	2	1	3	40830	37	3.79															
E2	Sample 50	2	1	4	45430	36.96	3.8															
E2	Sample 50	2	1	5	50130	37	3.78															
E2	Sample 50	2	1	6	54730	36.96	3.78															
E2	Sample 50	2	1	7	59330	36.96	3.78															
E2	Sample 50	2	1	8	63940	37	3.78															
E2	Sample 50	2	1	9	68630	37	3.77															
E2	Sample 50	2	1	10	73230	37	3.79															
E2	Sample 50	2	1	11	77830	37	3.78															
E2	Sample 50	2	1	12	82430	37	3.77															
E2	Sample 50	2	1	13	87040	37	3.77															
E2	Sample 50	2	1	14	91640	37	3.77															
E2	Sample 50	2	1	15	96240	37	3.76															
E3	Sample 51	2	1	1	31610	36.91	3.5															
E3	Sample 51	2	1	2	36240	36.96	3.52															
E3	Sample 51	2	1	3	40830	37	3.51															
E3	Sample 51	2	1	4	45430	36.96	3.5															
E3	Sample 51	2	1	5	50130	37	3.49															
E3	Sample 51	2	1	6	54730	36.96	3.49															
E3	Sample 51	2	1	7	59330	36.96	3.48															
E3	Sample 51	2	1	8	63940	37	3.49															
E3	Sample 51	2	1	9	68630	37	3.49															
E3	Sample 51	2	1	10	73230	37	3.49															
E3	Sample 51	2	1	11	77830	37	3.49															
E3	Sample 51	2	1	12	82430	37	3.49															
E3	Sample 51	2	1	13	87040	37	3.5															
E3	Sample 51	2	1	14	91640	37	3.49															
E3	Sample 51	2	1	15	96240	37	3.48															
E4	Sample 52	2	1	1	31610	36.91	3.47															
E4	Sample 52	2	1	2	36240	36.96	3.45															
E4	Sample 52	2	1	3	40830	37	3.47															
E4	Sample 52	2	1	4	45430	36.96	3.48															
E4	Sample 52	2	1	5	50130	37	3.45															
E4	Sample 52	2	1	6	54730	36.96	3.45															
E4	Sample 52	2	1	7	59330	36.96	3.45															
E4	Sample 52	2	1	8	63940	37	3.46															
E4	Sample 52	2	1	9	68630	37	3.45															
E4	Sample 52	2	1	10	73230	37	3.46															
E4	Sample 52	2	1	11	77830	37	3.45															
E4	Sample 52	2	1	12	82430	37	3.44															
E4	Sample 52	2	1	13	87040	37	3.44															
E4	Sample 52	2	1	14	91640	37	3.44															
E4	Sample 52	2	1	15	96240	37	3.44															
E5	Sample 53	2	1	1	31610	36.91	3.1															
E5	Sample 53	2	1	2	36240	36.96	3.1															
E5	Sample 53	2	1	3	40830	37	3.1															
E5	Sample 53	2	1	4	45430	36.96	3.08															
E5	Sample 53	2	1	5	50130	37	3.09															
E5	Sample 53	2	1	6	54730	36.96	3.09															
E5	Sample 53	2	1	7	59330	36.96	3.09															
E5	Sample 53	2	1	8	63940	37	3.08															
E5	Sample 53	2	1	9	68630	37	3.08															
E5	Sample 53	2	1	10	73230	37	3.08															
E5	Sample 53	2	1	11	77830	37	3.06															
E5	Sample 53	2	1	12	82430	37	3.07															
E5	Sample 53	2	1	13	87040	37	3.08															
E5	Sample 53	2	1	14	91640	37	3.07															
E5	Sample 53	2	1	15	96240	37	3.06															
E6	Sample 54	2	1	1	31610	36.91	3.22															
E6	Sample 54	2	1	2	36240	36.96	3.22															
E6	Sample 54	2	1	3	40830	37	3.22															
E6	Sample 54	2	1	4	45430	36.96	3.23															
E6	Sample 54	2	1	5	50130	37	3.23															
E6	Sample 54	2	1	6	54730	36.96	3.22															
E6	Sample 54	2	1	7	59330	36.96	3.21															
E6	Sample 54	2	1	8	63940	37	3.21															
E6	Sample 54	2	1	9	68630	37	3.19															
E6	Sample 54	2	1	10	73230	37	3.21															
E6	Sample 54	2	1	11	77830	37	3.2															
E6	Sample 54	2	1	12	82430	37	3.21															
E6	Sample 54	2	1	13	87040	37	3.2															
E6	Sample 54	2	1	14	91640	37	3.2															
E6	Sample 54	2	1	15	96240	37	3.19															
E7	Sample 55	2	1	1	31610	36.91	2.65															
E7	Sample 55	2	1	2	36240	36.96	2.63															
E7	Sample 55	2	1	3	40830	37	2.65															
E7	Sample 55	2	1	4	45430	36.96	2.66															
E7	Sample 55	2	1	5	50130	37	2.63															
E7	Sample 55	2	1	6	54730	36.96	2.63															
E7	Sample 55	2	1	7	59330	36.96	2.63															
E7	Sample 55	2	1	8	63940	37	2.63															
E7	Sample 55	2	1	9	68630	37	2.63															
E7	Sample 55	2	1	10	73230	37	2.63															
E7	Sample 55	2	1	11	77830	37	2.62															
E7	Sample 55	2	1	12	82430	37	2.62															
E7	Sample 55	2	1	13	87040	37	2.62															
E7	Sample 55	2	1	14	91640	37	2.62															
E7	Sample 55	2	1	15	96240	37	2.62															
E8	Sample 56	2	1	1	31610	36.91	2.54															
E8	Sample 56	2	1	2	36240	36.96	2.54															
E8	Sample 56	2	1	3	40830	37	2.54															
E8	Sample 56	2	1	4	45430	36.96	2.54															
E8	Sample 56	2	1	5	50130	37	2.52															
E8	Sample 56	2	1	6	54730	36.96	2.53															
E8	Sample 56	2	1	7	59330	36.96	2.51															
E8	Sample 56	2	1	8	63940	37	2.52															
E8	Sample 56	2	1	9	68630	37	2.51															
E8	Sample 56	2	1	10	73230	37	2.51															
E8	Sample 56	2	1	11	77830	37	2.52															
E8	Sample 56	2	1	12	82430	37	2.51															
E8	Sample 56	2	1	13	87040	37	2.51															
E8	Sample 56	2	1	14	91640	37	2.51															
E8	Sample 56	2	1	15	96240	37	2.51															
E9	Sample 57	2	1	1	31610	36.91	5.35															
E9	Sample 57	2	1	2	36240	36.96	5.36															
E9	Sample 57	2	1	3	40830	37	5.35															
E9	Sample 57	2	1	4	45430	36.96	5.35															
E9	Sample 57	2	1	5	50130	37	5.33															
E9	Sample 57	2	1	6	54730	36.96	5.35															
E9	Sample 57	2	1	7	59330	36.96	5.31															
E9	Sample 57	2	1	8	63940	37	5.32															
E9	Sample 57	2	1	9	68630	37	5.32															
E9	Sample 57	2	1	10	73230	37	5.32															
E9	Sample 57	2	1	11	77830	37	5.32															
E9	Sample 57	2	1	12	82430	37	5.31															
E9	Sample 57	2	1	13	87040	37	5.33															
E9	Sample 57	2	1	14	91640	37	5.31															
E9	Sample 57	2	1	15	96240	37	5.31															
E10	Sample 58	2	1	1	31610	36.91	3.06															
E10	Sample 58	2	1	2	36240	36.96	3.07															
E10	Sample 58	2	1	3	40830	37	3.07															
E10	Sample 58	2	1	4	45430	36.96	3.07															
E10	Sample 58	2	1	5	50130	37	3.06															
E10	Sample 58	2	1	6	54730	36.96	3.05															
E10	Sample 58	2	1	7	59330	36.96	3.05															
E10	Sample 58	2	1	8	63940	37	3.05															
E10	Sample 58	2	1	9	68630	37	3.05															
E10	Sample 58	2	1	10	73230	37	3.06															
E10	Sample 58	2	1	11	77830	37	3.04															
E10	Sample 58	2	1	12	82430	37	3.04															
E10	Sample 58	2	1	13	87040	37	3.04															
E10	Sample 58	2	1	14	91640	37	3.04															
E10	Sample 58	2	1	15	96240	37	3.05															
E11	Sample 59	2	1	1	31610	36.91	3.06															
E11	Sample 59	2	1	2	36240	36.96	3.05															
E11	Sample 59	2	1	3	40830	37	3.06															
E11	Sample 59	2	1	4	45430	36.96	3.05															
E11	Sample 59	2	1	5	50130	37	3.05															
E11	Sample 59	2	1	6	54730	36.96	3.05															
E11	Sample 59	2	1	7	59330	36.96	3.05															
E11	Sample 59	2	1	8	63940	37	3.05															
E11	Sample 59	2	1	9	68630	37	3.04															
E11	Sample 59	2	1	10	73230	37	3.04															
E11	Sample 59	2	1	11	77830	37	3.04															
E11	Sample 59	2	1	12	82430	37	3.03															
E11	Sample 59	2	1	13	87040	37	3.04															
E11	Sample 59	2	1	14	91640	37	3.03															
E11	Sample 59	2	1	15	96240	37	3.03															
E12	Sample 60	2	1	1	31610	36.91	2.59															
E12	Sample 60	2	1	2	36240	36.96	2.58															
E12	Sample 60	2	1	3	40830	37	2.59															
E12	Sample 60	2	1	4	45430	36.96	2.59															
E12	Sample 60	2	1	5	50130	37	2.58															
E12	Sample 60	2	1	6	54730	36.96	2.58															
E12	Sample 60	2	1	7	59330	36.96	2.59															
E12	Sample 60	2	1	8	63940	37	2.59															
E12	Sample 60	2	1	9	68630	37	2.57															
E12	Sample 60	2	1	10	73230	37	2.58															
E12	Sample 60	2	1	11	77830	37	2.59															
E12	Sample 60	2	1	12	82430	37	2.57															
E12	Sample 60	2	1	13	87040	37	2.57															
E12	Sample 60	2	1	14	91640	37	2.56															
E12	Sample 60	2	1	15	96240	37	2.56															
F1	Sample 61	2	1	1	31610	36.91	3.85															
F1	Sample 61	2	1	2	36240	36.96	3.87															
F1	Sample 61	2	1	3	40830	37	3.85															
F1	Sample 61	2	1	4	45430	36.96	3.84															
F1	Sample 61	2	1	5	50130	37	3.86															
F1	Sample 61	2	1	6	54730	36.96	3.83															
F1	Sample 61	2	1	7	59330	36.96	3.85															
F1	Sample 61	2	1	8	63940	37	3.84															
F1	Sample 61	2	1	9	68630	37	3.83															
F1	Sample 61	2	1	10	73230	37	3.83															
F1	Sample 61	2	1	11	77830	37	3.83															
F1	Sample 61	2	1	12	82430	37	3.83															
F1	Sample 61	2	1	13	87040	37	3.82															
F1	Sample 61	2	1	14	91640	37	3.82															
F1	Sample 61	2	1	15	96240	37	3.84															
F2	Sample 62	2	1	1	31610	36.91	3.92															
F2	Sample 62	2	1	2	36240	36.96	3.91															
F2	Sample 62	2	1	3	40830	37	3.92															
F2	Sample 62	2	1	4	45430	36.96	3.91															
F2	Sample 62	2	1	5	50130	37	3.92															
F2	Sample 62	2	1	6	54730	36.96	3.9															
F2	Sample 62	2	1	7	59330	36.96	3.89															
F2	Sample 62	2	1	8	63940	37	3.89															
F2	Sample 62	2	1	9	68630	37	3.89															
F2	Sample 62	2	1	10	73230	37	3.88															
F2	Sample 62	2	1	11	77830	37	3.88															
F2	Sample 62	2	1	12	82430	37	3.87															
F2	Sample 62	2	1	13	87040	37	3.88															
F2	Sample 62	2	1	14	91640	37	3.89															
F2	Sample 62	2	1	15	96240	37	3.87															
F3	Sample 63	2	1	1	31610	36.91	4.08															
F3	Sample 63	2	1	2	36240	36.96	4.07															
F3	Sample 63	2	1	3	40830	37	4.08															
F3	Sample 63	2	1	4	45430	36.96	4.07															
F3	Sample 63	2	1	5	50130	37	4.06															
F3	Sample 63	2	1	6	54730	36.96	4.05															
F3	Sample 63	2	1	7	59330	36.96	4.06															
F3	Sample 63	2	1	8	63940	37	4.06															
F3	Sample 63	2	1	9	68630	37	4.04															
F3	Sample 63	2	1	10	73230	37	4.04															
F3	Sample 63	2	1	11	77830	37	4.05															
F3	Sample 63	2	1	12	82430	37	4.04															
F3	Sample 63	2	1	13	87040	37	4.04															
F3	Sample 63	2	1	14	91640	37	4.04															
F3	Sample 63	2	1	15	96240	37	4.03															
F4	Sample 64	2	1	1	31610	36.91	4.04															
F4	Sample 64	2	1	2	36240	36.96	4.04															
F4	Sample 64	2	1	3	40830	37	4.05															
F4	Sample 64	2	1	4	45430	36.96	4.05															
F4	Sample 64	2	1	5	50130	37	4.04															
F4	Sample 64	2	1	6	54730	36.96	4.04															
F4	Sample 64	2	1	7	59330	36.96	4.04															
F4	Sample 64	2	1	8	63940	37	4.04															
F4	Sample 64	2	1	9	68630	37	4.04															
F4	Sample 64	2	1	10	73230	37	4.04															
F4	Sample 64	2	1	11	77830	37	4.04															
F4	Sample 64	2	1	12	82430	37	4.03															
F4	Sample 64	2	1	13	87040	37	4.03															
F4	Sample 64	2	1	14	91640	37	4.03															
F4	Sample 64	2	1	15	96240	37	4.02															
F5	Sample 65	2	1	1	31610	36.91	3.32															
F5	Sample 65	2	1	2	36240	36.96	3.32															
F5	Sample 65	2	1	3	40830	37	3.33															
F5	Sample 65	2	1	4	45430	36.96	3.32															
F5	Sample 65	2	1	5	50130	37	3.32															
F5	Sample 65	2	1	6	54730	36.96	3.31															
F5	Sample 65	2	1	7	59330	36.96	3.32															
F5	Sample 65	2	1	8	63940	37	3.31															
F5	Sample 65	2	1	9	68630	37	3.31															
F5	Sample 65	2	1	10	73230	37	3.3															
F5	Sample 65	2	1	11	77830	37	3.31															
F5	Sample 65	2	1	12	82430	37	3.29															
F5	Sample 65	2	1	13	87040	37	3.31															
F5	Sample 65	2	1	14	91640	37	3.29															
F5	Sample 65	2	1	15	96240	37	3.3															
F6	Sample 66	2	1	1	31610	36.91	3.29															
F6	Sample 66	2	1	2	36240	36.96	3.29															
F6	Sample 66	2	1	3	40830	37	3.29															
F6	Sample 66	2	1	4	45430	36.96	3.28															
F6	Sample 66	2	1	5	50130	37	3.29															
F6	Sample 66	2	1	6	54730	36.96	3.28															
F6	Sample 66	2	1	7	59330	36.96	3.28															
F6	Sample 66	2	1	8	63940	37	3.27															
F6	Sample 66	2	1	9	68630	37	3.26															
F6	Sample 66	2	1	10	73230	37	3.26															
F6	Sample 66	2	1	11	77830	37	3.27															
F6	Sample 66	2	1	12	82430	37	3.25															
F6	Sample 66	2	1	13	87040	37	3.25															
F6	Sample 66	2	1	14	91640	37	3.26															
F6	Sample 66	2	1	15	96240	37	3.25															
F7	Sample 67	2	1	1	31610	36.91	3.23															
F7	Sample 67	2	1	2	36240	36.96	3.23															
F7	Sample 67	2	1	3	40830	37	3.24															
F7	Sample 67	2	1	4	45430	36.96	3.21															
F7	Sample 67	2	1	5	50130	37	3.23															
F7	Sample 67	2	1	6	54730	36.96	3.22															
F7	Sample 67	2	1	7	59330	36.96	3.21															
F7	Sample 67	2	1	8	63940	37	3.21															
F7	Sample 67	2	1	9	68630	37	3.21															
F7	Sample 67	2	1	10	73230	37	3.21															
F7	Sample 67	2	1	11	77830	37	3.23															
F7	Sample 67	2	1	12	82430	37	3.2															
F7	Sample 67	2	1	13	87040	37	3.19															
F7	Sample 67	2	1	14	91640	37	3.19															
F7	Sample 67	2	1	15	96240	37	3.2															
F8	Sample 68	2	1	1	31610	36.91	3.22															
F8	Sample 68	2	1	2	36240	36.96	3.21															
F8	Sample 68	2	1	3	40830	37	3.21															
F8	Sample 68	2	1	4	45430	36.96	3.2															
F8	Sample 68	2	1	5	50130	37	3.2															
F8	Sample 68	2	1	6	54730	36.96	3.2															
F8	Sample 68	2	1	7	59330	36.96	3.2															
F8	Sample 68	2	1	8	63940	37	3.19															
F8	Sample 68	2	1	9	68630	37	3.18															
F8	Sample 68	2	1	10	73230	37	3.18															
F8	Sample 68	2	1	11	77830	37	3.2															
F8	Sample 68	2	1	12	82430	37	3.18															
F8	Sample 68	2	1	13	87040	37	3.19															
F8	Sample 68	2	1	14	91640	37	3.18															
F8	Sample 68	2	1	15	96240	37	3.18															
F9	Sample 69	2	1	1	31610	36.91	2.97															
F9	Sample 69	2	1	2	36240	36.96	2.98															
F9	Sample 69	2	1	3	40830	37	2.98															
F9	Sample 69	2	1	4	45430	36.96	2.98															
F9	Sample 69	2	1	5	50130	37	2.97															
F9	Sample 69	2	1	6	54730	36.96	2.96															
F9	Sample 69	2	1	7	59330	36.96	2.96															
F9	Sample 69	2	1	8	63940	37	2.96															
F9	Sample 69	2	1	9	68630	37	2.94															
F9	Sample 69	2	1	10	73230	37	2.95															
F9	Sample 69	2	1	11	77830	37	2.96															
F9	Sample 69	2	1	12	82430	37	2.95															
F9	Sample 69	2	1	13	87040	37	2.95															
F9	Sample 69	2	1	14	91640	37	2.94															
F9	Sample 69	2	1	15	96240	37	2.95															
F10	Sample 70	2	1	1	31610	36.91	3.05															
F10	Sample 70	2	1	2	36240	36.96	3.03															
F10	Sample 70	2	1	3	40830	37	3.05															
F10	Sample 70	2	1	4	45430	36.96	3.03															
F10	Sample 70	2	1	5	50130	37	3.04															
F10	Sample 70	2	1	6	54730	36.96	3.02															
F10	Sample 70	2	1	7	59330	36.96	3.02															
F10	Sample 70	2	1	8	63940	37	3.02															
F10	Sample 70	2	1	9	68630	37	3.02															
F10	Sample 70	2	1	10	73230	37	3.01															
F10	Sample 70	2	1	11	77830	37	3.02															
F10	Sample 70	2	1	12	82430	37	3.01															
F10	Sample 70	2	1	13	87040	37	3.01															
