Raw Data 		Experiment - evIC50_9_plate1_22APRIL2026 (Run on LCS480 1.5.1.62)
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	465-510	
A1	Sample 1	2	1	1	36080	36.86	1.36
A1	Sample 1	2	1	2	41110	36.91	1.37
A1	Sample 1	2	1	3	46110	36.91	1.37
A1	Sample 1	2	1	4	51110	36.96	1.37
A1	Sample 1	2	1	5	56100	36.96	1.37
A1	Sample 1	2	1	6	61110	36.96	1.36
A1	Sample 1	2	1	7	66110	36.96	1.37
A1	Sample 1	2	1	8	71130	36.96	1.38
A1	Sample 1	2	1	9	76110	36.96	1.37
A1	Sample 1	2	1	10	81110	36.96	1.37
A1	Sample 1	2	1	11	86100	37	1.36
A1	Sample 1	2	1	12	91110	36.96	1.37
A1	Sample 1	2	1	13	96110	36.96	1.37
A1	Sample 1	2	1	14	101100	36.96	1.36
A1	Sample 1	2	1	15	106110	36.96	1.36
A2	Sample 2	2	1	1	36080	36.86	1.38
A2	Sample 2	2	1	2	41110	36.91	1.37
A2	Sample 2	2	1	3	46110	36.91	1.35
A2	Sample 2	2	1	4	51110	36.96	1.35
A2	Sample 2	2	1	5	56100	36.96	1.36
A2	Sample 2	2	1	6	61110	36.96	1.35
A2	Sample 2	2	1	7	66110	36.96	1.35
A2	Sample 2	2	1	8	71130	36.96	1.35
A2	Sample 2	2	1	9	76110	36.96	1.35
A2	Sample 2	2	1	10	81110	36.96	1.35
A2	Sample 2	2	1	11	86100	37	1.34
A2	Sample 2	2	1	12	91110	36.96	1.34
A2	Sample 2	2	1	13	96110	36.96	1.35
A2	Sample 2	2	1	14	101100	36.96	1.34
A2	Sample 2	2	1	15	106110	36.96	1.35
A3	Sample 3	2	1	1	36080	36.86	1.58
A3	Sample 3	2	1	2	41110	36.91	1.58
A3	Sample 3	2	1	3	46110	36.91	1.56
A3	Sample 3	2	1	4	51110	36.96	1.56
A3	Sample 3	2	1	5	56100	36.96	1.56
A3	Sample 3	2	1	6	61110	36.96	1.55
A3	Sample 3	2	1	7	66110	36.96	1.55
A3	Sample 3	2	1	8	71130	36.96	1.55
A3	Sample 3	2	1	9	76110	36.96	1.55
A3	Sample 3	2	1	10	81110	36.96	1.56
A3	Sample 3	2	1	11	86100	37	1.55
