barcode,n_processed_fastq,sample_id
barcode01,24,3D7
barcode02,24,Dd2
barcode03,24,HB3
barcode04,24,IPC3663
barcode05,24,Human
barcode06,17,NTC
barcode07,24,8023573
barcode08,24,8023574
barcode09,24,8023575
barcode10,24,8023576
barcode11,24,8023577
barcode12,24,8023578
barcode13,24,8023580
barcode14,24,8023582
barcode15,24,8023583
barcode16,24,8023584
barcode17,24,8023588
barcode18,24,8023589
barcode19,24,8023590
barcode20,24,8023592
barcode21,24,8023593
barcode22,24,8023594
barcode23,24,8023600
barcode24,24,8023603
barcode25,24,8023606
barcode26,24,8023607
barcode27,24,8023615
barcode28,24,8023616
barcode29,24,8023620
barcode30,24,8023623
barcode31,24,8023624
barcode32,24,8023625
barcode33,24,8023632
barcode34,24,8023634
barcode35,23,8011339
barcode36,24,8011343
barcode37,24,8011346
barcode38,24,8011353
barcode39,24,8011356
barcode40,24,8011358
barcode41,24,8011379
barcode42,24,8011381
barcode43,24,8011386
barcode44,24,8011393
barcode45,24,8011406
barcode46,24,8011407
barcode47,24,8011408
barcode48,24,8011410
barcode49,24,8011411
barcode50,24,8011415
barcode51,24,8011421
barcode52,24,8011422
barcode53,24,8011423
barcode54,24,8011425
barcode55,24,8011441
barcode56,24,8011443
barcode57,24,8011451
barcode58,24,8031927
barcode59,24,8031932
barcode60,24,8032068
barcode61,24,8032070
barcode62,24,8032071
barcode63,24,8032074
barcode64,24,8032076
barcode65,24,8032077
barcode66,24,8032080
barcode67,24,8032083
barcode68,24,8032084
barcode69,24,8032085
barcode70,24,8032088
barcode71,24,8032091
barcode72,24,8032093
barcode73,24,8032095
barcode74,24,8032096
barcode75,24,8032098
barcode76,24,8032099
barcode77,24,8032102
barcode78,24,8032107
barcode79,24,8032112
barcode80,24,8032113
barcode81,24,8032116
barcode82,24,8032119
barcode83,24,8032123
barcode84,24,8032126
barcode85,24,8032127
barcode86,24,8032139
barcode87,24,8032143
barcode88,24,8032148
barcode89,24,8032150
barcode90,24,8032151
barcode91,24,8032158
barcode92,24,4043389
barcode93,24,4043436
barcode94,24,4043465
barcode95,24,4043466
barcode96,24,4043467
unclassified,24,unclassified
