n_total,n_mapped,n_primary,n_secondary,n_supplementary,n_unmapped,barcode,sample_id
98383,94739,92958,1022,759,3644,barcode01,3D7
89927,80911,78831,1580,500,9016,barcode02,Dd2
66404,65252,64169,687,396,1152,barcode03,HB3
115823,112574,109613,1298,1663,3249,barcode04,IPC3445
7422,24,19,5,0,7398,barcode05,Human
4211,2073,2068,1,4,2138,barcode06,NTC
83366,81231,78713,2125,393,2135,barcode07,8010994
61215,60073,58650,1087,336,1142,barcode08,8010995
98716,96402,92945,2212,1245,2314,barcode09,8010996
72564,70817,68828,1462,527,1747,barcode10,8010997
107546,105009,101261,2813,935,2537,barcode11,8011866
45770,44717,43406,937,374,1053,barcode12,8011875
61446,59924,57232,2232,460,1522,barcode13,8011877
58235,56573,54227,1576,770,1662,barcode14,8011886
56695,55161,53294,1211,656,1534,barcode15,8011887
81101,79931,78790,498,643,1170,barcode16,8011888
29955,28922,28273,473,176,1033,barcode17,8011891
58422,57561,56145,816,600,861,barcode18,8011895
58492,57377,56089,717,571,1115,barcode19,8011897
47527,47101,46382,177,542,426,barcode20,8011898
40775,40126,39395,435,296,649,barcode21,8011902
17026,98,94,3,1,16928,barcode22,8011904
52250,51583,50858,234,491,667,barcode23,8011932
6,6,6,0,0,0,barcode24,8011938
11395,3767,3546,211,10,7628,barcode25,8011940
85650,83954,81291,2096,567,1696,barcode26,8011950
5506,3679,3602,60,17,1827,barcode27,8011962
91569,88614,85301,2538,775,2955,barcode28,8012421
58654,57052,55315,1215,522,1602,barcode29,8012422
89853,88472,85625,2105,742,1381,barcode30,8012423
50271,49613,48538,668,407,658,barcode31,8012427
42986,41406,39700,1427,279,1580,barcode32,8012433
58300,57567,56295,586,686,733,barcode33,8012434
7739,7143,6996,97,50,596,barcode34,8012435
35989,35355,34275,631,449,634,barcode35,8012436
53331,52098,50522,946,630,1233,barcode36,8012437
4125,1747,1715,23,9,2378,barcode37,8012438
68716,67417,65637,1004,776,1299,barcode38,8012442
65226,64310,62752,827,731,916,barcode39,8012443
75990,75159,73646,645,868,831,barcode40,8012445
65267,63931,62037,1373,521,1336,barcode41,8012446
67309,66066,64015,1523,528,1243,barcode42,8012447
69016,67632,65666,1462,504,1384,barcode43,8012448
84210,82681,80051,1978,652,1529,barcode44,8012449
95489,93757,90561,2586,610,1732,barcode45,8012451
53922,52032,50028,1584,420,1890,barcode46,8012452
54230,52972,50677,1741,554,1258,barcode47,8012453
74506,73304,71374,1246,684,1202,barcode48,8012454
92135,91025,88894,1122,1009,1110,barcode49,8012455
175982,173333,167427,4175,1731,2649,barcode50,8012456
146476,143241,138319,2937,1985,3235,barcode51,8012458
24136,69,64,4,1,24067,barcode52,8012460
68346,66574,65088,848,638,1772,barcode53,8012463
76446,75194,73512,836,846,1252,barcode54,8012464
175968,173663,169965,2152,1546,2305,barcode55,8012466
189142,187642,182032,2430,3180,1500,barcode56,8012467
109020,107605,104682,2191,732,1415,barcode57,8012468
45670,45060,43923,836,301,610,barcode58,8012469
61294,60143,58415,1314,414,1151,barcode59,8012470
37519,35970,34830,882,258,1549,barcode60,8012471
17533,16041,15534,403,104,1492,barcode61,8012472
42832,41853,40674,780,399,979,barcode62,8012473
19184,13293,12627,607,59,5891,barcode63,8012476
6156,1618,1610,2,6,4538,barcode64,8012477
54994,54295,52993,758,544,699,barcode65,8012478
43345,42869,41856,623,390,476,barcode66,8012480
68073,66150,64369,954,827,1923,barcode67,8012481
74622,73447,71464,1179,804,1175,barcode68,8012482
57001,55614,54296,688,630,1387,barcode69,8012483
38100,37404,36301,579,524,696,barcode70,8012484
8746,7900,7781,56,63,846,barcode71,8012485
74070,73223,71459,872,892,847,barcode72,8012487
78679,76798,74544,1597,657,1881,barcode73,8012489
26634,24591,23846,594,151,2043,barcode74,8012491
75746,73411,70426,2179,806,2335,barcode75,8012492
47023,45747,44434,766,547,1276,barcode76,8012493
66271,65262,63372,1454,436,1009,barcode77,8012497
61065,59877,58324,1049,504,1188,barcode78,8012499
57497,55689,53460,1886,343,1808,barcode79,8012500
12230,11080,10686,320,74,1150,barcode80,8013936
47266,46152,44575,707,870,1114,barcode81,8013937
29396,28149,27194,561,394,1247,barcode82,8013938
54079,52446,50948,715,783,1633,barcode83,8013940
43320,41906,40823,494,589,1414,barcode84,8013941
45565,42663,41345,757,561,2902,barcode85,8013942
35321,34168,32762,734,672,1153,barcode86,8013943
53647,51913,50041,1050,822,1734,barcode87,8013944
10248,2892,2833,49,10,7356,barcode88,8013945
69141,67172,64848,1545,779,1969,barcode89,8013946
71408,69414,67220,1751,443,1994,barcode90,8013948
33377,31523,30584,743,196,1854,barcode91,8013950
86828,84518,80637,3276,605,2310,barcode92,8013952
71244,69242,67560,1163,519,2002,barcode93,8013425
98641,96612,93897,1987,728,2029,barcode94,8013428
49593,48260,46759,1101,400,1333,barcode95,8013429
51239,50414,49251,798,365,825,barcode96,8013430
416398,394555,379595,7195,7765,21843,unclassified,unclassified
