well,sample_id,drug,conc_nm,replicate,au
A1,8036227,dha,250.0,1,1.52
A2,8036227,dha,250.0,2,1.6
A3,8036227,lum,1000.0,1,1.74
A4,8036227,lum,1000.0,2,1.8
A5,8036228,dha,250.0,1,1.64
A6,8036228,dha,250.0,2,1.59
A7,8036228,lum,1000.0,1,1.64
A8,8036228,lum,1000.0,2,1.72
A9,8036229,dha,250.0,1,1.52
A10,8036229,dha,250.0,2,1.55
A11,8036229,lum,1000.0,1,1.75
A12,8036229,lum,1000.0,2,1.55
B1,8036227,dha,83.33333333333333,1,1.39
B2,8036227,dha,83.33333333333333,2,1.51
B3,8036227,lum,333.3333333333333,1,1.69
B4,8036227,lum,333.3333333333333,2,1.75
B5,8036228,dha,83.33333333333333,1,1.69
B6,8036228,dha,83.33333333333333,2,1.62
B7,8036228,lum,333.3333333333333,1,1.56
B8,8036228,lum,333.3333333333333,2,1.65
B9,8036229,dha,83.33333333333333,1,1.46
B10,8036229,dha,83.33333333333333,2,1.54
B11,8036229,lum,333.3333333333333,1,1.5
B12,8036229,lum,333.3333333333333,2,1.48
C1,8036227,dha,27.77777777777778,1,1.54
C2,8036227,dha,27.77777777777778,2,1.58
C3,8036227,lum,111.11111111111111,1,1.63
C4,8036227,lum,111.11111111111111,2,1.73
C5,8036228,dha,27.77777777777778,1,1.68
C6,8036228,dha,27.77777777777778,2,1.63
C7,8036228,lum,111.11111111111111,1,1.58
C8,8036228,lum,111.11111111111111,2,1.87
C9,8036229,dha,27.77777777777778,1,1.81
C10,8036229,dha,27.77777777777778,2,1.57
C11,8036229,lum,111.11111111111111,1,1.54
C12,8036229,lum,111.11111111111111,2,1.52
D1,8036227,dha,9.25925925925926,1,1.62
D2,8036227,dha,9.25925925925926,2,1.56
D3,8036227,lum,37.03703703703704,1,2.13
D4,8036227,lum,37.03703703703704,2,2.09
D5,8036228,dha,9.25925925925926,1,1.67
D6,8036228,dha,9.25925925925926,2,1.68
D7,8036228,lum,37.03703703703704,1,1.66
D8,8036228,lum,37.03703703703704,2,1.56
D9,8036229,dha,9.25925925925926,1,1.67
D10,8036229,dha,9.25925925925926,2,1.72
D11,8036229,lum,37.03703703703704,1,1.6
D12,8036229,lum,37.03703703703704,2,1.51
E1,8036227,dha,3.0864197530864197,1,1.68
E2,8036227,dha,3.0864197530864197,2,1.59
E3,8036227,lum,12.345679012345679,1,2.65
E4,8036227,lum,12.345679012345679,2,2.85
E5,8036228,dha,3.0864197530864197,1,1.76
E6,8036228,dha,3.0864197530864197,2,1.72
E7,8036228,lum,12.345679012345679,1,1.74
E8,8036228,lum,12.345679012345679,2,1.58
E9,8036229,dha,3.0864197530864197,1,1.78
E10,8036229,dha,3.0864197530864197,2,1.46
E11,8036229,lum,12.345679012345679,1,1.6
E12,8036229,lum,12.345679012345679,2,1.43
F1,8036227,dha,1.02880658436214,1,2.2
F2,8036227,dha,1.02880658436214,2,2.06
F3,8036227,lum,4.11522633744856,1,3.01
F4,8036227,lum,4.11522633744856,2,3.26
F5,8036228,dha,1.02880658436214,1,1.79
F6,8036228,dha,1.02880658436214,2,1.67
F7,8036228,lum,4.11522633744856,1,2.07
F8,8036228,lum,4.11522633744856,2,2.17
F9,8036229,dha,1.02880658436214,1,1.68
F10,8036229,dha,1.02880658436214,2,1.6
F11,8036229,lum,4.11522633744856,1,1.47
F12,8036229,lum,4.11522633744856,2,1.33
G1,8036227,dha,0.3429355281207133,1,2.77
G2,8036227,dha,0.3429355281207133,2,2.67
G3,8036227,lum,1.3717421124828533,1,3.35
G4,8036227,lum,1.3717421124828533,2,3.36
G5,8036228,dha,0.3429355281207133,1,2.16
G6,8036228,dha,0.3429355281207133,2,2.05
G7,8036228,lum,1.3717421124828533,1,2.25
G8,8036228,lum,1.3717421124828533,2,2.29
G9,8036229,dha,0.3429355281207133,1,1.46
G10,8036229,dha,0.3429355281207133,2,1.49
G11,8036229,lum,1.3717421124828533,1,1.51
G12,8036229,lum,1.3717421124828533,2,1.45
H1,8036227,dha,0.0,1,2.92
H2,8036227,dha,0.0,2,2.88
H3,8036227,lum,0.0,1,3.18
H4,8036227,lum,0.0,2,3.24
H5,8036228,dha,0.0,1,2.42
H6,8036228,dha,0.0,2,2.29
H7,8036228,lum,0.0,1,2.23
H8,8036228,lum,0.0,2,2.24
H9,8036229,dha,0.0,1,1.42
H10,8036229,dha,0.0,2,1.45
H11,8036229,lum,0.0,1,1.47
H12,8036229,lum,0.0,2,1.39
