n_total,n_mapped,n_primary,n_secondary,n_supplementary,n_unmapped,barcode,sample_id
37514,35704,35012,268,424,1810,barcode49,3D7
39919,38391,37546,307,538,1528,barcode50,Dd2
64323,61519,59861,419,1239,2804,barcode51,HB3
8405,23,12,11,0,8382,barcode52,human
361,13,13,0,0,348,barcode53,NTC-c
44443,43382,41612,872,898,1061,barcode54,8021935
120604,118597,113324,3002,2271,2007,barcode55,8021937
8327,5246,5120,118,8,3081,barcode56,8021938
13141,11704,11530,116,58,1437,barcode57,8021939
24638,23510,22839,473,198,1128,barcode58,8021940
52675,50590,49101,891,598,2085,barcode59,8021941
31811,28233,26413,1371,449,3578,barcode60,8021945
25180,23108,22476,380,252,2072,barcode61,8021946
23614,22984,22041,462,481,630,barcode62,8021947
31690,26653,26126,391,136,5037,barcode63,8021948
6770,1993,1970,11,12,4777,barcode64,8021949
45006,39352,38563,549,240,5654,barcode65,8021950
36902,35529,34647,595,287,1373,barcode66,8021951
77660,76312,73411,1361,1540,1348,barcode67,8021952
77349,75640,73285,1216,1139,1709,barcode68,8021953
43959,42113,41150,571,392,1846,barcode69,8021954
61903,60118,58539,1228,351,1785,barcode70,8021944
68324,67119,64833,1247,1039,1205,barcode71,8021943
41418,36453,35471,756,226,4965,barcode72,8021942
65799,64732,62295,1426,1011,1067,barcode73,01046675
58831,56685,55164,1189,332,2146,barcode74,01046734
40406,37201,35939,904,358,3205,barcode75,01046726
25228,23600,22820,650,130,1628,barcode76,01046725
38861,37068,36113,718,237,1793,barcode77,01046720
35282,33938,33067,695,176,1344,barcode78,01046719
82681,81325,78970,1430,925,1356,barcode79,01046678
66177,64825,62966,1215,644,1352,barcode80,01046680
64229,63444,61491,913,1040,785,barcode81,01046677
53939,52932,50957,1066,909,1007,barcode82,01046676
65891,64640,62949,1070,621,1251,barcode83,01046674
3197,1651,1646,0,5,1546,barcode84,01046670
84675,82556,79866,1433,1257,2119,barcode85,01046681
59573,58015,56195,921,899,1558,barcode86,01046687
38825,37554,37007,327,220,1271,barcode87,01046703
54856,53127,51935,974,218,1729,barcode88,01046705
79840,78365,75161,1628,1576,1475,barcode89,01046689
51461,50174,49155,539,480,1287,barcode90,01046699
75408,72628,70485,1140,1003,2780,barcode91,01046718
23167,21804,21555,13,236,1363,barcode92,01046713
68916,66573,64722,868,983,2343,barcode93,01046717
42520,40165,38632,1317,216,2355,barcode94,01046728
7305,6574,6427,99,48,731,barcode95,01046739
217,4,4,0,0,213,barcode96,NTC
178222,168796,163559,2772,2465,9426,unclassified,unclassified
