n_total,n_mapped,n_primary,n_secondary,n_supplementary,n_unmapped,barcode,sample_id
45905,41091,40167,735,189,4814,barcode01,3D7
76349,67712,66394,939,379,8637,barcode02,Dd2
37171,32948,32323,457,168,4223,barcode03,HB3
52226,50615,49391,616,608,1611,barcode04,IPC3445
17588,25,19,5,1,17563,barcode05,Human
1390,30,30,0,0,1360,barcode06,NTC
11743,9954,9716,212,26,1789,barcode07,8032404
39292,38362,37083,1023,256,930,barcode08,8032406
27798,25617,24658,856,103,2181,barcode09,8032408
58038,56610,55223,1101,286,1428,barcode10,8032412
36557,33734,32269,1205,260,2823,barcode11,8032418
14095,13030,12394,611,25,1065,barcode12,8032423
19734,17808,16894,838,76,1926,barcode13,8032425
39345,38151,36741,1135,275,1194,barcode14,8032426
12258,11511,10657,805,49,747,barcode15,8032429
49391,48257,47020,1028,209,1134,barcode16,8032432
50518,48368,46705,1374,289,2150,barcode17,8032433
58730,57769,56450,973,346,961,barcode18,8032435
66951,64774,63361,950,463,2177,barcode19,8032441
42272,41554,40504,768,282,718,barcode20,8032444
17575,14323,13885,375,63,3252,barcode21,8032447
47743,46155,44902,928,325,1588,barcode22,8032448
28871,27898,26999,696,203,973,barcode23,8032449
60090,58098,56671,1045,382,1992,barcode24,8032450
8072,5859,5520,328,11,2213,barcode25,8032453
88239,85715,83289,2040,386,2524,barcode26,8032456
56990,55987,54309,1282,396,1003,barcode27,8032457
73952,72689,70737,1639,313,1263,barcode28,8032461
44802,42249,40909,1172,168,2553,barcode29,8032467
40061,38682,37155,1366,161,1379,barcode30,8032468
13002,12120,11481,603,36,882,barcode31,8032474
51761,50921,49546,945,430,840,barcode32,8032476
66470,65530,63668,1337,525,940,barcode33,8032477
33938,31708,29666,1957,85,2230,barcode34,8032480
42933,42182,41226,666,290,751,barcode35,8032481
47198,45858,44551,1005,302,1340,barcode36,8032482
30905,30328,29396,717,215,577,barcode37,8032602
47147,45957,44692,863,402,1190,barcode38,8032603
47411,45955,44277,1264,414,1456,barcode39,8032607
83508,82368,80189,1585,594,1140,barcode40,8032608
62052,59191,57317,1623,251,2861,barcode41,8032609
54795,52988,51245,1472,271,1807,barcode42,8032610
23311,21204,20527,596,81,2107,barcode43,8032613
92268,91099,88869,1561,669,1169,barcode44,8032614
69597,68299,66288,1544,467,1298,barcode45,8032615
72011,70983,69239,1251,493,1028,barcode46,8032616
57147,56019,54488,1133,398,1128,barcode47,8032617
60266,59150,57776,1010,364,1116,barcode48,8032624
42920,41446,39877,1348,221,1474,barcode49,8032625
59673,51643,49223,2153,267,8030,barcode50,8032630
8179,9,9,0,0,8170,barcode51,8032635
34082,29090,27855,1134,101,4992,barcode52,8032642
42192,41313,40076,842,395,879,barcode53,8032644
13708,12160,11885,224,51,1548,barcode54,8032645
103450,102146,99653,2059,434,1304,barcode55,8032650
29365,17359,16586,719,54,12006,barcode56,8032661
70785,69779,67979,1356,444,1006,barcode57,8032675
24807,24393,23659,551,183,414,barcode58,8032679
46929,45498,44024,1214,260,1431,barcode59,8032688
21785,18065,17163,836,66,3720,barcode60,8032815
44867,43632,42283,1038,311,1235,barcode61,8032819
22258,21773,21066,493,214,485,barcode62,8032820
73353,71881,69857,1645,379,1472,barcode63,8032821
61701,59495,57151,1853,491,2206,barcode64,8032822
47752,46789,45725,826,238,963,barcode65,8032823
18055,12979,12471,399,109,5076,barcode66,8032824
8370,4963,4703,243,17,3407,barcode67,8032826
30197,27359,26570,675,114,2838,barcode68,8032828
28137,26709,25870,705,134,1428,barcode69,8032829
21487,17196,16624,476,96,4291,barcode70,8032830
41540,39096,37919,938,239,2444,barcode71,8032834
54971,53708,51811,1344,553,1263,barcode72,8032840
59214,57140,55445,1252,443,2074,barcode73,8032841
47049,46167,44734,1065,368,882,barcode74,8032843
40053,38508,37549,641,318,1545,barcode75,8032845
54348,52760,51195,1080,485,1588,barcode76,8032847
52487,51715,50328,1039,348,772,barcode77,8032848
54514,52866,50976,1445,445,1648,barcode78,8032849
61046,59352,58058,929,365,1694,barcode79,8032850
10021,8549,8256,274,19,1472,barcode80,8032854
24678,19057,18132,849,76,5621,barcode81,8032858
45024,41827,40447,1006,374,3197,barcode82,8032859
48702,46703,45599,673,431,1999,barcode83,8032861
28017,27154,26494,374,286,863,barcode84,8032862
40986,36266,34888,1006,372,4720,barcode85,8032869
44045,41942,40668,919,355,2103,barcode86,8032871
99697,95743,92373,2882,488,3954,barcode87,8032873
9787,7895,7681,182,32,1892,barcode88,8032874
41494,40017,38647,1118,252,1477,barcode89,8032878
47532,46255,44902,1110,243,1277,barcode90,8032879
48629,46317,45079,958,280,2312,barcode91,8032884
40539,38569,37286,1090,193,1970,barcode92,8032885
44059,42990,41990,707,293,1069,barcode93,8032895
46391,45066,43432,1316,318,1325,barcode94,8032896
20735,19498,18783,671,44,1237,barcode95,8032898
30086,29172,28294,642,236,914,barcode96,8032900
262418,242799,235525,5104,2170,19619,unclassified,unclassified
