well,sample_id,drug,conc_nm,replicate,au
A1,8036310,dha,250.0,1,0.8
A2,8036310,dha,250.0,2,0.84
A3,8036310,lum,1000.0,1,0.92
A4,8036310,lum,1000.0,2,0.97
A5,8036312,dha,250.0,1,0.78
A6,8036312,dha,250.0,2,0.86
A7,8036312,lum,1000.0,1,0.9
A8,8036312,lum,1000.0,2,0.92
A9,8036313,dha,250.0,1,1.94
A10,8036313,dha,250.0,2,1.86
A11,8036313,lum,1000.0,1,1.91
A12,8036313,lum,1000.0,2,1.62
B1,8036310,dha,83.33333333333333,1,0.72
B2,8036310,dha,83.33333333333333,2,0.72
B3,8036310,lum,333.3333333333333,1,0.83
B4,8036310,lum,333.3333333333333,2,0.81
B5,8036312,dha,83.33333333333333,1,0.77
B6,8036312,dha,83.33333333333333,2,0.8
B7,8036312,lum,333.3333333333333,1,0.82
B8,8036312,lum,333.3333333333333,2,0.81
B9,8036313,dha,83.33333333333333,1,1.89
B10,8036313,dha,83.33333333333333,2,1.84
B11,8036313,lum,333.3333333333333,1,1.91
B12,8036313,lum,333.3333333333333,2,1.67
C1,8036310,dha,27.77777777777778,1,0.72
C2,8036310,dha,27.77777777777778,2,0.75
C3,8036310,lum,111.11111111111111,1,0.79
C4,8036310,lum,111.11111111111111,2,0.76
C5,8036312,dha,27.77777777777778,1,0.77
C6,8036312,dha,27.77777777777778,2,0.83
C7,8036312,lum,111.11111111111111,1,0.82
C8,8036312,lum,111.11111111111111,2,0.86
C9,8036313,dha,27.77777777777778,1,1.88
C10,8036313,dha,27.77777777777778,2,1.78
C11,8036313,lum,111.11111111111111,1,1.91
C12,8036313,lum,111.11111111111111,2,1.69
D1,8036310,dha,9.25925925925926,1,0.74
D2,8036310,dha,9.25925925925926,2,0.74
D3,8036310,lum,37.03703703703704,1,0.76
D4,8036310,lum,37.03703703703704,2,0.76
D5,8036312,dha,9.25925925925926,1,0.75
D6,8036312,dha,9.25925925925926,2,0.76
D7,8036312,lum,37.03703703703704,1,0.87
D8,8036312,lum,37.03703703703704,2,0.83
D9,8036313,dha,9.25925925925926,1,1.92
D10,8036313,dha,9.25925925925926,2,1.83
D11,8036313,lum,37.03703703703704,1,1.83
D12,8036313,lum,37.03703703703704,2,1.62
E1,8036310,dha,3.0864197530864197,1,0.73
E2,8036310,dha,3.0864197530864197,2,0.73
E3,8036310,lum,12.345679012345679,1,0.8
E4,8036310,lum,12.345679012345679,2,0.82
E5,8036312,dha,3.0864197530864197,1,0.79
E6,8036312,dha,3.0864197530864197,2,0.8
E7,8036312,lum,12.345679012345679,1,0.79
E8,8036312,lum,12.345679012345679,2,0.75
E9,8036313,dha,3.0864197530864197,1,1.84
E10,8036313,dha,3.0864197530864197,2,1.74
E11,8036313,lum,12.345679012345679,1,1.81
E12,8036313,lum,12.345679012345679,2,1.61
F1,8036310,dha,1.02880658436214,1,0.76
F2,8036310,dha,1.02880658436214,2,0.79
F3,8036310,lum,4.11522633744856,1,0.85
F4,8036310,lum,4.11522633744856,2,0.86
F5,8036312,dha,1.02880658436214,1,0.76
F6,8036312,dha,1.02880658436214,2,0.74
F7,8036312,lum,4.11522633744856,1,0.83
F8,8036312,lum,4.11522633744856,2,0.9
F9,8036313,dha,1.02880658436214,1,1.9
F10,8036313,dha,1.02880658436214,2,1.74
F11,8036313,lum,4.11522633744856,1,1.82
F12,8036313,lum,4.11522633744856,2,1.6
G1,8036310,dha,0.3429355281207133,1,0.79
G2,8036310,dha,0.3429355281207133,2,0.85
G3,8036310,lum,1.3717421124828533,1,0.89
G4,8036310,lum,1.3717421124828533,2,0.87
G5,8036312,dha,0.3429355281207133,1,0.87
G6,8036312,dha,0.3429355281207133,2,0.86
G7,8036312,lum,1.3717421124828533,1,0.84
G8,8036312,lum,1.3717421124828533,2,0.85
G9,8036313,dha,0.3429355281207133,1,1.73
G10,8036313,dha,0.3429355281207133,2,1.68
G11,8036313,lum,1.3717421124828533,1,1.77
G12,8036313,lum,1.3717421124828533,2,1.53
H1,8036310,dha,0.0,1,0.78
H2,8036310,dha,0.0,2,0.81
H3,8036310,lum,0.0,1,0.85
H4,8036310,lum,0.0,2,0.85
H5,8036312,dha,0.0,1,0.88
H6,8036312,dha,0.0,2,0.88
H7,8036312,lum,0.0,1,0.86
H8,8036312,lum,0.0,2,0.87
H9,8036313,dha,0.0,1,1.71
H10,8036313,dha,0.0,2,1.61
H11,8036313,lum,0.0,1,1.62
H12,8036313,lum,0.0,2,1.51
