n_total,n_mapped,n_primary,n_secondary,n_supplementary,n_unmapped,barcode,sample_id
102668,99727,97631,1046,1050,2941,barcode01,3D7
88096,83489,81618,983,888,4607,barcode02,Dd2
113978,112787,111111,842,834,1191,barcode03,HB3
85245,84156,82364,651,1141,1089,barcode04,IPC3445
3846,22,14,5,3,3824,barcode05,Human
471,12,12,0,0,459,barcode06,NTC
91766,90814,88783,1122,909,952,barcode07,8022840
44042,43700,42892,371,437,342,barcode08,8022841
4666,3444,3361,73,10,1222,barcode09,8022843
28942,28125,27228,765,132,817,barcode10,8022846
50751,49457,47281,1769,407,1294,barcode11,8022851
10731,10104,9869,198,37,627,barcode12,8022854
4274,2941,2730,195,16,1333,barcode13,8022859
83409,82577,80037,1622,918,832,barcode14,8022861
32813,32080,31155,670,255,733,barcode15,8022862
47946,47384,45974,987,423,562,barcode16,8022863
105983,104953,103013,1314,626,1030,barcode17,8022865
40306,39950,39146,501,303,356,barcode18,8022866
75705,74220,72569,971,680,1485,barcode19,8022868
60055,59544,58101,910,533,511,barcode20,8022869
4949,2655,2356,286,13,2294,barcode21,8022872
3830,52,46,5,1,3778,barcode22,8022873
5343,20,15,4,1,5323,barcode23,8022874
83430,82482,80718,857,907,948,barcode24,8022875
99412,98160,95614,1841,705,1252,barcode25,8022876
76643,75562,73013,1993,556,1081,barcode26,8022877
65981,65451,63598,1407,446,530,barcode27,8022878
80385,79647,77026,2020,601,738,barcode28,8022879
56884,56308,54797,1080,431,576,barcode29,8022880
75071,74343,71867,1726,750,728,barcode30,8022881
1751,27,27,0,0,1724,barcode31,8022882
1216,33,33,0,0,1183,barcode32,8022883
52804,52104,50884,718,502,700,barcode33,8022885
30616,29831,29069,609,153,785,barcode34,8022887
47123,46275,45221,664,390,848,barcode35,8022889
32352,30753,30003,559,191,1599,barcode36,8022890
51699,51012,49729,900,383,687,barcode37,8022891
34198,32442,31522,730,190,1756,barcode38,8023650
64389,63553,61785,1205,563,836,barcode39,8023655
77680,76733,74966,1045,722,947,barcode40,8023660
9549,18,18,0,0,9531,barcode41,8023663
75740,74937,72848,1139,950,803,barcode42,8023671
82061,81348,79426,1119,803,713,barcode43,8023679
109962,108901,106132,1861,908,1061,barcode44,8023680
7618,47,42,5,0,7571,barcode45,8023683
59832,59124,57837,883,404,708,barcode46,8023687
49472,48990,47841,662,487,482,barcode47,8023689
56390,55852,54818,562,472,538,barcode48,8023690
47075,44019,42147,1607,265,3056,barcode49,8023698
5436,31,31,0,0,5405,barcode50,8023700
8883,5897,5821,59,17,2986,barcode51,8023701
72991,72255,70548,1286,421,736,barcode52,8023713
67756,66730,65000,1093,637,1026,barcode53,8030695
48564,47934,46955,619,360,630,barcode54,8033086
12684,5780,5325,443,12,6904,barcode55,8033087
25501,20307,18856,1398,53,5194,barcode56,8033089
1676,26,26,0,0,1650,barcode57,8033091
29434,28896,27904,781,211,538,barcode58,8033093
73946,73022,70854,1446,722,924,barcode59,8033094
36780,33826,32971,699,156,2954,barcode60,8033100
49611,48358,46897,1068,393,1253,barcode61,8033101
4848,3046,3020,19,7,1802,barcode62,8033105
56851,55909,54401,1118,390,942,barcode63,8033113
38409,37328,36623,385,320,1081,barcode64,8033114
81000,80224,78255,1349,620,776,barcode65,8033115
54477,53958,52624,963,371,519,barcode66,8033116
86065,84724,82360,1681,683,1341,barcode67,8033117
4374,3398,3283,101,14,976,barcode68,8033118
62419,61260,59481,1314,465,1159,barcode69,8033119
44314,43722,42760,626,336,592,barcode70,8033121
28925,28614,28044,265,305,311,barcode71,8033123
59453,59034,58184,559,291,419,barcode72,8033125
79359,78354,76488,1392,474,1005,barcode73,8033126
54977,54181,51746,2040,395,796,barcode74,8033127
78203,76629,74335,1567,727,1574,barcode75,8033128
870,14,13,0,1,856,barcode76,8033143
71978,71271,69214,1049,1008,707,barcode77,8033144
50273,49666,48530,696,440,607,barcode78,8033146
81179,80395,78528,1272,595,784,barcode79,8033147
39893,39503,38812,365,326,390,barcode80,8033138
68486,67711,65957,1180,574,775,barcode81,8033148
78232,77136,75224,1242,670,1096,barcode82,8033149
89827,88707,86594,1397,716,1120,barcode83,8033150
67691,66889,65271,1084,534,802,barcode84,8033155
87090,85254,83063,1618,573,1836,barcode85,8033156
61410,60639,59120,916,603,771,barcode86,8033157
81567,80069,77586,1665,818,1498,barcode87,8033158
7645,7088,6985,81,22,557,barcode88,8033160
2311,24,21,3,0,2287,barcode89,8033162
79918,78175,75877,1721,577,1743,barcode90,8033164
67980,66664,64908,1273,483,1316,barcode91,8033165
102769,101377,98251,2348,778,1392,barcode92,8033167
80253,78942,76548,1584,810,1311,barcode93,8033168
113470,112210,108598,2457,1155,1260,barcode94,8033169
36596,36104,35040,740,324,492,barcode95,8033170
30372,29615,28657,598,360,757,barcode96,8033171
270463,258633,250580,3945,4108,11830,unclassified,unclassified
