pool,microsat_kbp,fluorophore,plate,well,major_peak_size,major_peak_height,minor_peak_size,minor_peak_height,n_peaks,allele_size,sample_id,extraction_id,set_type,province,district,carrier_A724E
2,72.3,HEX,C02,C10,245.43,3781.0,,,1,245.0,8023974,Z279,representative,northwestern,kasempa,False
2,72.3,HEX,C02,G6,241.53,3999.0,,,1,241.0,8034013,Z231,representative,western,sesheke,False
2,72.3,HEX,C02,F6,229.46,4037.0,,,1,229.0,8034018,Z230,clonal,western,sesheke,False
3,-3.7,FAM,C01,H2,153.34,3440.0,,,1,153.0,1012426,Z018,representative,northwestern,mufumbwe,True
3,-3.7,FAM,C01,D12,151.08,4191.0,,,1,151.0,1012521,Z144,clonal,northwestern,zambezi,False
3,-3.7,FAM,C01,B2,146.71,7371.0,,,1,147.0,1012556,Z008,clonal,northwestern,zambezi,False
3,-3.7,FAM,C01,D5,153.2,7835.0,,,1,153.0,1046675,Z058,representative,western,luampa,True
3,-3.7,FAM,C01,G5,148.98,8033.0,,,1,149.0,1046677,Z061,clonal,western,luampa,False
3,-3.7,FAM,C01,C5,153.17,4721.0,,,1,153.0,1046678,Z057,representative,western,luampa,True
3,-3.7,FAM,C01,C2,153.2,7575.0,,,1,153.0,1046680,Z011,clonal,western,luampa,True
3,-3.7,FAM,C01,A5,153.21,5818.0,,,1,153.0,1046689,Z048,representative,western,luampa,True
3,-3.7,FAM,C01,E5,153.29,5655.0,,,1,153.0,1046718,Z059,representative,western,luampa,True
3,-3.7,FAM,C01,F5,148.96,2044.0,,,1,149.0,1046728,Z060,representative,western,luampa,False
3,-3.7,FAM,C01,G4,153.28,2919.0,,,1,153.0,5053742,Z043,representative,western,sikongo,True
3,-3.7,FAM,C01,H1,151.16,4048.0,,,1,151.0,5053837,Z005,representative,northwestern,solwezi,False
3,-3.7,FAM,C01,D7,151.08,7733.0,,,1,151.0,8010843,Z086,representative,muchinga,shiwang'andu,False
3,-3.7,FAM,C01,G3,153.25,2669.0,,,1,153.0,8019456,Z030,clonal,northwestern,kasempa,True
3,-3.7,FAM,C01,A4,153.23,4924.0,,,1,153.0,8021039,Z033,clonal,northwestern,kasempa,True
3,-3.7,FAM,C01,D4,153.25,1766.0,,,1,153.0,8021930,Z037,representative,western,kaoma,True
3,-3.7,FAM,C01,G11,146.77,6176.0,,,1,147.0,8021932,Z138,representative,western,kaoma,False
3,-3.7,FAM,C01,F11,153.25,5524.0,,,1,153.0,8021934,Z137,representative,western,kaoma,True
3,-3.7,FAM,C01,D3,155.29,7775.0,,,1,155.0,8021935,Z025,representative,western,kaoma,False
3,-3.7,FAM,C01,E2,155.45,755.0,,,1,155.0,8023299,Z013,representative,northwestern,mushindano,False
3,-3.7,FAM,C01,E3,153.23,5245.0,,,1,153.0,8023320,Z026,clonal,northwestern,manyinga,True
3,-3.7,FAM,C01,H11,148.98,4274.0,,,1,149.0,8023334,Z140,representative,northwestern,manyinga,False
3,-3.7,FAM,C01,C12,148.88,5488.0,,,1,149.0,8023345,Z143,clonal,northwestern,manyinga,False
3,-3.7,FAM,C01,E12,153.29,4597.0,,,1,153.0,8023348,Z145,representative,northwestern,manyinga,True
3,-3.7,FAM,C01,A12,155.36,3828.0,,,1,155.0,8023349,Z141,clonal,northwestern,manyinga,False
3,-3.7,FAM,C01,C3,153.13,5164.0,,,1,153.0,8023430,Z024,clonal,northwestern,kabompo,True
3,-3.7,FAM,C01,F6,153.31,2708.0,,,1,153.0,8031512,Z077,representative,muchinga,mafinga,True
3,-3.7,FAM,C01,D6,142.26,2020.0,153.23,434.0,3,143.0,8031765,Z070,clonal,northwestern,mushindano,False
3,-3.7,FAM,C01,A8,144.5,5939.0,,,1,145.0,8031772,Z094,representative,northwestern,mushindano,False
3,-3.7,FAM,C01,H3,153.31,1617.0,,,1,153.0,8031773,Z032,clonal,northwestern,mushindano,False
3,-3.7,FAM,C01,C8,150.0,5316.0,,,1,149.0,8032013,Z100,clonal,northwestern,mushindano,False
3,-3.7,FAM,C01,B8,163.59,4738.0,,,1,163.0,8032032,Z098,representative,northwestern,mwinilunga,False
3,-3.7,FAM,C01,H9,148.98,1375.0,,,1,149.0,8032265,Z115,clonal,western,senanga,False
3,-3.7,FAM,C01,E9,144.5,7890.0,,,1,145.0,8032294,Z112,clonal,western,kaoma,False
3,-3.7,FAM,C01,F9,153.25,4426.0,,,1,153.0,8032319,Z113,representative,western,mitete,True
3,-3.7,FAM,C01,A10,153.23,2188.0,,,1,153.0,8032330,Z116,representative,western,kalabo,False
3,-3.7,FAM,C01,D9,153.23,3931.0,,,1,153.0,8032335,Z111,representative,western,nalolo,False
3,-3.7,FAM,C01,C4,153.2,4874.0,,,1,153.0,8032343,Z035,representative,western,shangombo,True
3,-3.7,FAM,C01,G9,148.98,5582.0,,,1,149.0,8032348,Z114,clonal,western,sikongo,False
3,-3.7,FAM,C01,B11,146.64,6311.0,,,1,147.0,8032526,Z127,representative,western,mongu,False
3,-3.7,FAM,C01,D11,146.76,5868.0,,,1,147.0,8032527,Z131,representative,western,mongu,False
3,-3.7,FAM,C01,E11,146.76,2264.0,,,1,147.0,8032541,Z132,representative,western,limulunga,False
3,-3.7,FAM,C01,C11,153.19,1007.0,,,1,153.0,8032558,Z130,representative,western,luampa,True
3,-3.7,FAM,C01,B6,148.97,379.0,,,1,149.0,8032579,Z065,clonal,western,nalolo,False
3,-3.7,FAM,C01,E6,153.28,5886.0,,,1,153.0,8032583,Z071,clonal,western,nalolo,False
3,-3.7,FAM,C01,C6,151.0,7949.0,,,1,151.0,8032589,Z069,representative,western,shangombo,False
3,-3.7,FAM,C01,E10,146.78,6107.0,,,1,147.0,8034000,Z121,clonal,western,sesheke,False
3,-3.7,FAM,C01,B4,148.96,7722.0,,,1,149.0,8034002,Z034,clonal,western,sesheke,False
3,-3.7,FAM,C01,A11,148.97,3584.0,,,1,149.0,8034003,Z125,clonal,western,sesheke,False
3,-3.7,FAM,C01,F10,146.78,7357.0,,,1,147.0,8034004,Z122,clonal,western,sesheke,False
3,-3.7,FAM,C01,G10,153.34,5667.0,,,1,153.0,8034007,Z123,clonal,western,sesheke,False
3,-3.7,FAM,C01,H10,146.85,3806.0,,,1,147.0,8034008,Z124,representative,western,sesheke,False
3,-3.7,FAM,C01,D10,153.29,4415.0,,,1,153.0,8034009,Z120,clonal,western,sesheke,True
3,-3.7,FAM,C01,F7,148.97,7299.0,,,1,149.0,8034014,Z088,representative,western,sesheke,False
3,-3.7,FAM,C01,F2,153.31,7996.0,,,1,153.0,8034017,Z015,representative,western,sesheke,False
3,-3.7,FAM,C01,A6,146.67,7621.0,,,1,147.0,8034024,Z063,representative,western,sesheke,False
3,-3.7,FAM,C01,A3,153.17,7322.0,,,1,153.0,8034025,Z020,clonal,western,sesheke,True
3,-3.7,FAM,C01,H5,146.78,4799.0,,,1,147.0,8034026,Z062,representative,western,sesheke,False
3,-3.7,FAM,C01,B3,153.22,7336.0,,,1,153.0,8034028,Z021,clonal,western,sesheke,True
3,-3.7,FAM,C01,E4,146.75,8094.0,,,1,147.0,8034031,Z038,clonal,western,sesheke,False
3,-3.7,FAM,C01,F4,153.31,8000.0,,,1,153.0,8034036,Z042,representative,western,sesheke,True
3,-3.7,FAM,C01,F8,148.98,7589.0,,,1,149.0,8034039,Z104,representative,western,sesheke,False
3,-3.7,FAM,C01,H8,146.85,6525.0,,,1,147.0,8034040,Z107,representative,western,sesheke,False
3,-3.7,FAM,C01,G8,153.26,4018.0,,,1,153.0,8034042,Z106,representative,western,sesheke,True
3,-3.7,FAM,C01,E8,153.29,7612.0,,,1,153.0,8034044,Z103,representative,western,sesheke,True
3,-3.7,FAM,C01,D8,153.23,6697.0,,,1,153.0,8034045,Z102,representative,western,sesheke,True
3,-3.7,FAM,C01,A9,148.89,5276.0,,,1,149.0,8034048,Z108,representative,western,sesheke,True
3,-3.7,FAM,C01,C9,144.45,6334.0,,,1,145.0,8034049,Z110,representative,western,sesheke,False
3,-3.7,FAM,C01,D2,144.49,8077.0,,,1,145.0,8034050,Z012,clonal,western,sesheke,False
3,-3.7,FAM,C01,B9,146.71,7858.0,,,1,147.0,8034052,Z109,representative,western,sesheke,False
3,-3.7,FAM,C01,E1,153.23,7675.0,,,1,153.0,8034059,Z002,clonal,western,sesheke,True
3,-3.7,FAM,C02,E10,153.15,2321.0,,,1,153.0,1012412,Z281,clonal,northwestern,zambezi,True
3,-3.7,FAM,C02,E6,161.52,3729.0,,,1,161.0,1012423,Z229,clonal,northwestern,mufumbwe,False
3,-3.7,FAM,C02,E8,151.0,3119.0,,,1,151.0,1012427,Z253,representative,northwestern,mufumbwe,False
3,-3.7,FAM,C02,H7,161.5,1020.0,,,1,161.0,1012431,Z244,representative,northwestern,mufumbwe,False
3,-3.7,FAM,C02,A8,153.06,4575.0,,,1,153.0,1012434,Z246,representative,northwestern,mufumbwe,True
3,-3.7,FAM,C02,B8,151.0,5050.0,,,1,151.0,1012438,Z249,representative,northwestern,mufumbwe,False
3,-3.7,FAM,C02,C8,152.09,4128.0,,,1,153.0,1012443,Z250,clonal,northwestern,mufumbwe,False
3,-3.7,FAM,C02,D8,153.17,2811.0,,,1,153.0,1012444,Z251,clonal,northwestern,mufumbwe,True
3,-3.7,FAM,C02,G7,153.08,4031.0,,,1,153.0,1012449,Z243,representative,northwestern,mufumbwe,True
3,-3.7,FAM,C02,F7,144.41,2435.0,,,1,145.0,1012540,Z242,representative,northwestern,zambezi,False
3,-3.7,FAM,C02,C7,146.65,5907.0,,,1,147.0,1012543,Z239,clonal,northwestern,zambezi,False
3,-3.7,FAM,C02,F10,153.17,1230.0,,,1,153.0,1012544,Z283,representative,northwestern,zambezi,True
3,-3.7,FAM,C02,D7,153.15,4457.0,,,1,153.0,1012552,Z240,clonal,northwestern,zambezi,True
3,-3.7,FAM,C02,C6,153.09,5695.0,,,1,153.0,1040820,Z227,representative,northwestern,manyinga,True
3,-3.7,FAM,C02,G5,153.15,2352.0,163.5,370.0,2,153.0,1045436,Z212,clonal,western,sesheke,False
3,-3.7,FAM,C02,C2,146.82,5205.0,,,1,147.0,1045447,Z157,clonal,western,sesheke,False
3,-3.7,FAM,C02,H6,153.18,4061.0,,,1,153.0,1046717,Z234,clonal,western,luampa,True
3,-3.7,FAM,C02,B7,148.88,1192.0,166.22,329.0,2,149.0,1046736,Z238,representative,western,luampa,False
3,-3.7,FAM,C02,G8,153.14,4144.0,,,1,153.0,1046791,Z257,clonal,western,kalabo,True
3,-3.7,FAM,C02,F8,144.5,4560.0,,,1,145.0,1046798,Z255,clonal,western,kalabo,False
3,-3.7,FAM,C02,H8,148.98,3688.0,,,1,149.0,1046802,Z259,clonal,western,kalabo,False
3,-3.7,FAM,C02,D2,149.08,7532.0,,,1,149.0,2033430,Z159,representative,western,sesheke,False
3,-3.7,FAM,C02,E9,153.15,913.0,,,1,153.0,5053699,Z265,representative,western,sikongo,True
3,-3.7,FAM,C02,A7,148.9,5599.0,,,1,149.0,5053700,Z235,representative,western,sikongo,False
3,-3.7,FAM,C02,B9,153.15,3599.0,,,1,153.0,5053711,Z262,clonal,western,sikongo,True
3,-3.7,FAM,C02,C9,146.65,4238.0,,,1,147.0,5053713,Z263,representative,western,sikongo,False
3,-3.7,FAM,C02,A9,144.45,4842.0,,,1,145.0,5053716,Z260,clonal,western,sikongo,False
3,-3.7,FAM,C02,F9,153.17,1859.0,,,1,153.0,5053732,Z267,representative,western,sikongo,True
3,-3.7,FAM,C02,A10,163.48,3269.0,,,1,163.0,5053831,Z274,clonal,northwestern,solwezi,False
3,-3.7,FAM,C02,G10,144.45,4813.0,,,1,145.0,5053835,Z284,clonal,northwestern,solwezi,False
3,-3.7,FAM,C02,F4,153.14,5835.0,,,1,153.0,5053836,Z196,representative,northwestern,solwezi,True
3,-3.7,FAM,C02,H9,161.51,3086.0,,,1,161.0,5053842,Z272,representative,northwestern,solwezi,False
3,-3.7,FAM,C02,B10,146.65,5463.0,,,1,147.0,8019451,Z276,clonal,northwestern,kasempa,False
3,-3.7,FAM,C02,D10,148.87,4669.0,,,1,149.0,8021027,Z280,representative,northwestern,kasempa,False
3,-3.7,FAM,C02,B2,153.36,1793.0,166.45,260.0,2,153.0,8023230,Z156,representative,northwestern,kasempa,True
3,-3.7,FAM,C02,C3,152.16,1102.0,166.2,158.0,2,153.0,8023285,Z171,representative,northwestern,solwezi,False
3,-3.7,FAM,C02,A2,146.88,3881.0,,,1,147.0,8023300,Z153,representative,northwestern,mushindano,False
3,-3.7,FAM,C02,E3,146.66,6040.0,,,1,147.0,8023302,Z177,representative,northwestern,mushindano,False
3,-3.7,FAM,C02,B6,153.17,5006.0,,,1,153.0,8023322,Z223,representative,northwestern,manyinga,True
3,-3.7,FAM,C02,G9,153.15,4475.0,,,1,153.0,8023417,Z270,representative,northwestern,kabompo,True
3,-3.7,FAM,C02,A6,153.12,4828.0,,,1,153.0,8023419,Z220,representative,northwestern,kabompo,True
3,-3.7,FAM,C02,F3,153.15,4873.0,,,1,153.0,8023427,Z180,representative,northwestern,kabompo,True
3,-3.7,FAM,C02,A4,161.42,5113.0,,,1,161.0,8023432,Z185,clonal,northwestern,kabompo,False
3,-3.7,FAM,C02,C4,146.64,7386.0,,,1,147.0,8023436,Z187,clonal,northwestern,kabompo,False
3,-3.7,FAM,C02,H3,153.22,5129.0,,,1,153.0,8023437,Z184,representative,northwestern,kabompo,True
3,-3.7,FAM,C02,G3,153.21,2416.0,,,1,153.0,8023438,Z182,representative,northwestern,kabompo,True
3,-3.7,FAM,C02,H5,153.2,4046.0,,,1,153.0,8023440,Z218,representative,northwestern,kabompo,True
3,-3.7,FAM,C02,D4,148.88,2460.0,,,1,149.0,8023441,Z188,representative,northwestern,kabompo,False
3,-3.7,FAM,C02,C10,148.87,5045.0,,,1,149.0,8023974,Z279,representative,northwestern,kasempa,False
3,-3.7,FAM,C02,G6,148.8,4901.0,,,1,149.0,8034013,Z231,representative,western,sesheke,False
3,-3.7,FAM,C02,F6,146.65,4895.0,,,1,147.0,8034018,Z230,clonal,western,sesheke,False
3,31.0,HEX,C01,H2,293.92,1674.0,,,1,294.0,1012426,Z018,representative,northwestern,mufumbwe,True
3,31.0,HEX,C01,D12,293.71,1474.0,,,1,294.0,1012521,Z144,clonal,northwestern,zambezi,False
3,31.0,HEX,C01,B2,293.67,3302.0,,,1,294.0,1012556,Z008,clonal,northwestern,zambezi,False
3,31.0,HEX,C01,D5,302.82,7863.0,,,1,303.0,1046675,Z058,representative,western,luampa,True
3,31.0,HEX,C01,G5,293.72,7877.0,,,1,294.0,1046677,Z061,clonal,western,luampa,False
3,31.0,HEX,C01,C5,293.63,1985.0,,,1,294.0,1046678,Z057,representative,western,luampa,True
3,31.0,HEX,C01,C2,293.65,4082.0,,,1,294.0,1046680,Z011,clonal,western,luampa,True
3,31.0,HEX,C01,A5,293.65,2558.0,,,1,294.0,1046689,Z048,representative,western,luampa,True
3,31.0,HEX,C01,E5,293.78,3460.0,,,1,294.0,1046718,Z059,representative,western,luampa,True
3,31.0,HEX,C01,F5,302.97,274.0,,,1,303.0,1046728,Z060,representative,western,luampa,False
3,31.0,HEX,C01,G4,293.84,320.0,,,1,294.0,5053742,Z043,representative,western,sikongo,True
3,31.0,HEX,C01,H1,293.83,1200.0,,,1,294.0,5053837,Z005,representative,northwestern,solwezi,False
3,31.0,HEX,C01,D7,303.01,7820.0,,,1,303.0,8010843,Z086,representative,muchinga,shiwang'andu,False
3,31.0,HEX,C01,G3,293.79,1129.0,,,1,294.0,8019456,Z030,clonal,northwestern,kasempa,True
3,31.0,HEX,C01,A4,330.84,1638.0,,,1,330.0,8021039,Z033,clonal,northwestern,kasempa,True
3,31.0,HEX,C01,D4,293.72,958.0,,,1,294.0,8021930,Z037,representative,western,kaoma,True
3,31.0,HEX,C01,G11,302.99,5266.0,,,1,303.0,8021932,Z138,representative,western,kaoma,False
3,31.0,HEX,C01,F11,293.76,3165.0,,,1,294.0,8021934,Z137,representative,western,kaoma,True
3,31.0,HEX,C01,D3,293.6,7847.0,,,1,294.0,8021935,Z025,representative,western,kaoma,False
3,31.0,HEX,C01,E2,303.08,269.0,,,1,303.0,8023299,Z013,representative,northwestern,mushindano,False
3,31.0,HEX,C01,E3,293.75,2910.0,,,1,294.0,8023320,Z026,clonal,northwestern,manyinga,True
3,31.0,HEX,C01,H11,293.73,3754.0,,,1,294.0,8023334,Z140,representative,northwestern,manyinga,False
3,31.0,HEX,C01,C12,330.74,3058.0,,,1,330.0,8023345,Z143,clonal,northwestern,manyinga,False
3,31.0,HEX,C01,E12,293.76,2957.0,,,1,294.0,8023348,Z145,representative,northwestern,manyinga,True
3,31.0,HEX,C01,A12,293.68,1425.0,,,1,294.0,8023349,Z141,clonal,northwestern,manyinga,False
3,31.0,HEX,C01,C3,293.64,2499.0,,,1,294.0,8023430,Z024,clonal,northwestern,kabompo,True
3,31.0,HEX,C01,F6,293.8,409.0,,,1,294.0,8031512,Z077,representative,muchinga,mafinga,True
3,31.0,HEX,C01,D6,303.0,163.0,,,1,303.0,8031765,Z070,clonal,northwestern,mushindano,False
3,31.0,HEX,C01,A8,302.99,2375.0,,,1,303.0,8031772,Z094,representative,northwestern,mushindano,False
3,31.0,HEX,C01,H3,312.37,628.0,303.09,567.0,2,312.0,8031773,Z032,clonal,northwestern,mushindano,False
3,31.0,HEX,C01,C8,302.93,1999.0,,,1,303.0,8032013,Z100,clonal,northwestern,mushindano,False
3,31.0,HEX,C01,B8,302.92,3286.0,,,1,303.0,8032032,Z098,representative,northwestern,mwinilunga,False
3,31.0,HEX,C01,H9,293.81,298.0,,,1,294.0,8032265,Z115,clonal,western,senanga,False
3,31.0,HEX,C01,E9,302.96,8001.0,,,1,303.0,8032294,Z112,clonal,western,kaoma,False
3,31.0,HEX,C01,F9,293.75,3218.0,,,1,294.0,8032319,Z113,representative,western,mitete,True
3,31.0,HEX,C01,A10,312.23,684.0,,,1,312.0,8032330,Z116,representative,western,kalabo,False
3,31.0,HEX,C01,D9,312.29,1647.0,,,1,312.0,8032335,Z111,representative,western,nalolo,False
3,31.0,HEX,C01,C4,293.75,2346.0,,,1,294.0,8032343,Z035,representative,western,shangombo,True
3,31.0,HEX,C01,G9,302.99,3770.0,,,1,303.0,8032348,Z114,clonal,western,sikongo,False
3,31.0,HEX,C01,B11,293.65,2091.0,,,1,294.0,8032526,Z127,representative,western,mongu,False
3,31.0,HEX,C01,D11,293.75,3037.0,,,1,294.0,8032527,Z131,representative,western,mongu,False
3,31.0,HEX,C01,E11,302.96,1054.0,,,1,303.0,8032541,Z132,representative,western,limulunga,False
3,31.0,HEX,C01,C11,293.61,278.0,,,1,294.0,8032558,Z130,representative,western,luampa,True
3,31.0,HEX,C01,B6,293.78,180.0,,,1,294.0,8032579,Z065,clonal,western,nalolo,False
3,31.0,HEX,C01,E6,293.79,3136.0,,,1,294.0,8032583,Z071,clonal,western,nalolo,False
3,31.0,HEX,C01,C6,312.3,6389.0,,,1,312.0,8032589,Z069,representative,western,shangombo,False
3,31.0,HEX,C01,E10,303.04,2510.0,,,1,303.0,8034000,Z121,clonal,western,sesheke,False
3,31.0,HEX,C01,B4,302.95,6752.0,,,1,303.0,8034002,Z034,clonal,western,sesheke,False
3,31.0,HEX,C01,A11,302.93,2084.0,,,1,303.0,8034003,Z125,clonal,western,sesheke,False
3,31.0,HEX,C01,F10,293.83,6288.0,,,1,294.0,8034004,Z122,clonal,western,sesheke,False
3,31.0,HEX,C01,G10,303.09,4974.0,,,1,303.0,8034007,Z123,clonal,western,sesheke,False
3,31.0,HEX,C01,H10,293.89,1855.0,,,1,294.0,8034008,Z124,representative,western,sesheke,False
3,31.0,HEX,C01,D10,293.7,2462.0,,,1,294.0,8034009,Z120,clonal,western,sesheke,True
3,31.0,HEX,C01,F7,303.04,3963.0,,,1,303.0,8034014,Z088,representative,western,sesheke,False
3,31.0,HEX,C01,F2,303.25,7879.0,,,1,303.0,8034017,Z015,representative,western,sesheke,False
3,31.0,HEX,C01,A6,293.71,4415.0,,,1,294.0,8034024,Z063,representative,western,sesheke,False
3,31.0,HEX,C01,A3,293.66,7755.0,,,1,294.0,8034025,Z020,clonal,western,sesheke,True
3,31.0,HEX,C01,H5,293.79,1461.0,,,1,294.0,8034026,Z062,representative,western,sesheke,False
3,31.0,HEX,C01,B3,293.65,4785.0,,,1,294.0,8034028,Z021,clonal,western,sesheke,True
3,31.0,HEX,C01,E4,302.99,5305.0,,,1,303.0,8034031,Z038,clonal,western,sesheke,False
3,31.0,HEX,C01,F4,293.6,7898.0,,,1,294.0,8034036,Z042,representative,western,sesheke,True
3,31.0,HEX,C01,F8,312.41,4100.0,,,1,312.0,8034039,Z104,representative,western,sesheke,False
3,31.0,HEX,C01,H8,303.07,5266.0,,,1,303.0,8034040,Z107,representative,western,sesheke,False
3,31.0,HEX,C01,G8,293.89,811.0,,,1,294.0,8034042,Z106,representative,western,sesheke,True
3,31.0,HEX,C01,E8,293.83,7893.0,,,1,294.0,8034044,Z103,representative,western,sesheke,True
3,31.0,HEX,C01,D8,293.7,7739.0,,,1,294.0,8034045,Z102,representative,western,sesheke,True
3,31.0,HEX,C01,A9,293.64,4024.0,,,1,294.0,8034048,Z108,representative,western,sesheke,True
3,31.0,HEX,C01,C9,302.89,2863.0,,,1,303.0,8034049,Z110,representative,western,sesheke,False
3,31.0,HEX,C01,D2,303.02,5779.0,,,1,303.0,8034050,Z012,clonal,western,sesheke,False
3,31.0,HEX,C01,B9,302.79,7171.0,,,1,303.0,8034052,Z109,representative,western,sesheke,False
3,31.0,HEX,C01,E1,293.57,7941.0,,,1,294.0,8034059,Z002,clonal,western,sesheke,True
3,31.0,HEX,C02,E10,293.48,416.0,,,1,294.0,1012412,Z281,clonal,northwestern,zambezi,True
3,31.0,HEX,C02,E6,302.79,1218.0,,,1,303.0,1012423,Z229,clonal,northwestern,mufumbwe,False
3,31.0,HEX,C02,E8,302.8,635.0,,,1,303.0,1012427,Z253,representative,northwestern,mufumbwe,False
3,31.0,HEX,C02,H7,302.87,323.0,,,1,303.0,1012431,Z244,representative,northwestern,mufumbwe,False
3,31.0,HEX,C02,A8,293.62,2912.0,,,1,294.0,1012434,Z246,representative,northwestern,mufumbwe,True
3,31.0,HEX,C02,B8,302.81,3765.0,,,1,303.0,1012438,Z249,representative,northwestern,mufumbwe,False
3,31.0,HEX,C02,C8,302.83,2580.0,,,1,303.0,1012443,Z250,clonal,northwestern,mufumbwe,False
3,31.0,HEX,C02,D8,293.6,961.0,,,1,294.0,1012444,Z251,clonal,northwestern,mufumbwe,True
3,31.0,HEX,C02,G7,293.54,2847.0,,,1,294.0,1012449,Z243,representative,northwestern,mufumbwe,True
3,31.0,HEX,C02,F7,293.52,173.0,,,1,294.0,1012540,Z242,representative,northwestern,zambezi,False
3,31.0,HEX,C02,C7,293.52,3154.0,,,1,294.0,1012543,Z239,clonal,northwestern,zambezi,False
3,31.0,HEX,C02,F10,293.56,145.0,,,1,294.0,1012544,Z283,representative,northwestern,zambezi,True
3,31.0,HEX,C02,D7,293.53,3103.0,,,1,294.0,1012552,Z240,clonal,northwestern,zambezi,True
3,31.0,HEX,C02,C6,293.49,4030.0,,,1,294.0,1040820,Z227,representative,northwestern,manyinga,True
3,31.0,HEX,C02,G5,293.56,408.0,,,1,294.0,1045436,Z212,clonal,western,sesheke,False
3,31.0,HEX,C02,C2,303.28,883.0,,,1,303.0,1045447,Z157,clonal,western,sesheke,False
3,31.0,HEX,C02,H6,293.62,1430.0,,,1,294.0,1046717,Z234,clonal,western,luampa,True
3,31.0,HEX,C02,B7,302.72,148.0,,,1,303.0,1046736,Z238,representative,western,luampa,False
3,31.0,HEX,C02,G8,293.51,3447.0,,,1,294.0,1046791,Z257,clonal,western,kalabo,True
3,31.0,HEX,C02,F8,312.14,1682.0,,,1,312.0,1046798,Z255,clonal,western,kalabo,False
3,31.0,HEX,C02,H8,293.61,836.0,,,1,294.0,1046802,Z259,clonal,western,kalabo,False
3,31.0,HEX,C02,D2,294.08,2727.0,,,1,294.0,2033430,Z159,representative,western,sesheke,False
3,31.0,HEX,C02,E9,293.51,327.0,,,1,294.0,5053699,Z265,representative,western,sikongo,True
3,31.0,HEX,C02,A7,293.55,2648.0,,,1,294.0,5053700,Z235,representative,western,sikongo,False
3,31.0,HEX,C02,B9,293.54,1594.0,,,1,294.0,5053711,Z262,clonal,western,sikongo,True
3,31.0,HEX,C02,C9,293.52,2465.0,,,1,294.0,5053713,Z263,representative,western,sikongo,False
3,31.0,HEX,C02,A9,302.85,1478.0,,,1,303.0,5053716,Z260,clonal,western,sikongo,False
3,31.0,HEX,C02,F9,293.52,327.0,,,1,294.0,5053732,Z267,representative,western,sikongo,True
3,31.0,HEX,C02,A10,302.85,2903.0,,,1,303.0,5053831,Z274,clonal,northwestern,solwezi,False
3,31.0,HEX,C02,G10,302.78,2701.0,,,1,303.0,5053835,Z284,clonal,northwestern,solwezi,False
3,31.0,HEX,C02,F4,293.59,2756.0,,,1,294.0,5053836,Z196,representative,northwestern,solwezi,True
3,31.0,HEX,C02,H9,330.73,3502.0,,,1,330.0,5053842,Z272,representative,northwestern,solwezi,False
3,31.0,HEX,C02,B10,302.81,5034.0,,,1,303.0,8019451,Z276,clonal,northwestern,kasempa,False
3,31.0,HEX,C02,D10,302.81,3807.0,,,1,303.0,8021027,Z280,representative,northwestern,kasempa,False
3,31.0,HEX,C02,B2,294.07,124.0,303.42,104.0,2,294.0,8023230,Z156,representative,northwestern,kasempa,True
3,31.0,HEX,C02,C3,302.8,288.0,302.8,288.0,2,303.0,8023285,Z171,representative,northwestern,solwezi,False
3,31.0,HEX,C02,A2,303.35,298.0,,,1,303.0,8023300,Z153,representative,northwestern,mushindano,False
3,31.0,HEX,C02,E3,302.89,2107.0,,,1,303.0,8023302,Z177,representative,northwestern,mushindano,False
3,31.0,HEX,C02,B6,293.54,4325.0,,,1,294.0,8023322,Z223,representative,northwestern,manyinga,True
3,31.0,HEX,C02,G9,293.46,3882.0,,,1,294.0,8023417,Z270,representative,northwestern,kabompo,True
3,31.0,HEX,C02,A6,293.53,2557.0,,,1,294.0,8023419,Z220,representative,northwestern,kabompo,True
3,31.0,HEX,C02,F3,293.65,2594.0,,,1,294.0,8023427,Z180,representative,northwestern,kabompo,True
3,31.0,HEX,C02,A4,293.57,3375.0,,,1,294.0,8023432,Z185,clonal,northwestern,kabompo,False
3,31.0,HEX,C02,C4,293.6,4756.0,,,1,294.0,8023436,Z187,clonal,northwestern,kabompo,False
3,31.0,HEX,C02,H3,293.72,5729.0,,,1,294.0,8023437,Z184,representative,northwestern,kabompo,True
3,31.0,HEX,C02,G3,293.59,363.0,,,1,294.0,8023438,Z182,representative,northwestern,kabompo,True
3,31.0,HEX,C02,H5,293.61,3298.0,,,1,294.0,8023440,Z218,representative,northwestern,kabompo,True
3,31.0,HEX,C02,D4,321.43,328.0,,,1,321.0,8023441,Z188,representative,northwestern,kabompo,False
3,31.0,HEX,C02,C10,293.55,4518.0,,,1,294.0,8023974,Z279,representative,northwestern,kasempa,False
3,31.0,HEX,C02,G6,302.86,2002.0,,,1,303.0,8034013,Z231,representative,western,sesheke,False
3,31.0,HEX,C02,F6,293.57,900.0,,,1,294.0,8034018,Z230,clonal,western,sesheke,False
4,-6.36,FAM,C01,H2,255.82,7808.0,,,1,256.0,1012426,Z018,representative,northwestern,mufumbwe,True
4,-6.36,FAM,C01,D12,264.58,8233.0,,,1,265.0,1012521,Z144,clonal,northwestern,zambezi,False
4,-6.36,FAM,C01,B2,279.83,7888.0,,,1,280.0,1012556,Z008,clonal,northwestern,zambezi,False
4,-6.36,FAM,C01,D5,255.62,9011.0,,,1,256.0,1046675,Z058,representative,western,luampa,True
