pool,microsat_kbp,fluorophore,plate,well,major_peak_size,major_peak_height,minor_peak_size,minor_peak_height,n_peaks,allele_size,sample_id,extraction_id,set_type,province,district,carrier_A724E
1,15.0,HEX,C02,C4,129.26,6853.0,122.31,3060.0,2,129.0,8023436,Z187,clonal,northwestern,kabompo,False
1,15.0,HEX,C02,H3,135.43,7178.0,127.49,1754.0,2,135.0,8023437,Z184,representative,northwestern,kabompo,True
1,15.0,HEX,C02,G3,135.56,648.0,310.24,409.0,2,135.0,8023438,Z182,representative,northwestern,kabompo,True
1,15.0,HEX,C02,H5,135.51,5245.0,127.65,2175.0,2,135.0,8023440,Z218,representative,northwestern,kabompo,True
1,15.0,HEX,C02,D4,135.46,904.0,310.3,453.0,2,135.0,8023441,Z188,representative,northwestern,kabompo,False
1,15.0,HEX,C02,C10,135.41,5661.0,128.12,2866.0,2,135.0,8023974,Z279,representative,northwestern,kasempa,False
1,15.0,HEX,C02,G6,129.31,4009.0,,,1,129.0,8034013,Z231,representative,western,sesheke,False
1,15.0,HEX,C02,F6,141.72,3330.0,132.76,716.0,2,141.0,8034018,Z230,clonal,western,sesheke,False
2,-31.9,FAM,C01,H2,200.45,4435.0,,,1,200.0,1012426,Z018,representative,northwestern,mufumbwe,True
2,-31.9,FAM,C01,D12,208.35,1779.0,,,1,208.0,1012521,Z144,clonal,northwestern,zambezi,False
2,-31.9,FAM,C01,B2,204.36,4802.0,,,1,204.0,1012556,Z008,clonal,northwestern,zambezi,False
2,-31.9,FAM,C01,D5,200.31,6825.0,,,1,200.0,1046675,Z058,representative,western,luampa,True
2,-31.9,FAM,C01,G5,212.34,4873.0,,,1,212.0,1046677,Z061,clonal,western,luampa,False
2,-31.9,FAM,C01,C5,200.32,3838.0,,,1,200.0,1046678,Z057,representative,western,luampa,True
2,-31.9,FAM,C01,C2,200.39,5477.0,,,1,200.0,1046680,Z011,clonal,western,luampa,True
2,-31.9,FAM,C01,A5,200.3,4150.0,,,1,200.0,1046689,Z048,representative,western,luampa,True
2,-31.9,FAM,C01,E5,200.38,4972.0,,,1,200.0,1046718,Z059,representative,western,luampa,True
2,-31.9,FAM,C01,F5,208.34,640.0,,,1,208.0,1046728,Z060,representative,western,luampa,False
2,-31.9,FAM,C01,G4,200.46,400.0,,,1,200.0,5053742,Z043,representative,western,sikongo,True
2,-31.9,FAM,C01,H1,196.47,3034.0,214.29,135.0,2,196.0,5053837,Z005,representative,northwestern,solwezi,False
2,-31.9,FAM,C01,D7,198.41,6069.0,,,1,198.0,8010843,Z086,representative,muchinga,shiwang'andu,False
2,-31.9,FAM,C01,G3,200.39,3088.0,,,1,200.0,8019456,Z030,clonal,northwestern,kasempa,True
2,-31.9,FAM,C01,A4,200.39,3619.0,,,1,200.0,8021039,Z033,clonal,northwestern,kasempa,True
2,-31.9,FAM,C01,D4,200.39,1583.0,,,1,200.0,8021930,Z037,representative,western,kaoma,True
2,-31.9,FAM,C01,G11,192.54,7619.0,,,1,192.0,8021932,Z138,representative,western,kaoma,False
2,-31.9,FAM,C01,F11,200.39,4263.0,,,1,200.0,8021934,Z137,representative,western,kaoma,True
2,-31.9,FAM,C01,D3,194.44,7908.0,,,1,194.0,8021935,Z025,representative,western,kaoma,False
2,-31.9,FAM,C01,E2,196.53,708.0,,,1,196.0,8023299,Z013,representative,northwestern,mushindano,False
2,-31.9,FAM,C01,E3,200.39,4317.0,,,1,200.0,8023320,Z026,clonal,northwestern,manyinga,True
2,-31.9,FAM,C01,H11,212.38,2550.0,,,1,212.0,8023334,Z140,representative,northwestern,manyinga,False
2,-31.9,FAM,C01,C12,204.39,3857.0,,,1,204.0,8023345,Z143,clonal,northwestern,manyinga,False
2,-31.9,FAM,C01,E12,200.46,4466.0,,,1,200.0,8023348,Z145,representative,northwestern,manyinga,True
2,-31.9,FAM,C01,A12,200.31,2694.0,,,1,200.0,8023349,Z141,clonal,northwestern,manyinga,False
2,-31.9,FAM,C01,C3,200.32,4012.0,,,1,200.0,8023430,Z024,clonal,northwestern,kabompo,True
2,-31.9,FAM,C01,F6,200.46,1283.0,,,1,200.0,8031512,Z077,representative,muchinga,mafinga,True
2,-31.9,FAM,C01,D6,198.42,802.0,,,1,198.0,8031765,Z070,clonal,northwestern,mushindano,False
2,-31.9,FAM,C01,A8,206.34,3138.0,,,1,206.0,8031772,Z094,representative,northwestern,mushindano,False
2,-31.9,FAM,C01,H3,198.42,1703.0,204.31,1190.0,2,198.0,8031773,Z032,clonal,northwestern,mushindano,False
2,-31.9,FAM,C01,C8,204.33,2971.0,,,1,204.0,8032013,Z100,clonal,northwestern,mushindano,False
2,-31.9,FAM,C01,B8,200.31,4507.0,,,1,200.0,8032032,Z098,representative,northwestern,mwinilunga,False
2,-31.9,FAM,C01,H9,212.41,691.0,,,1,212.0,8032265,Z115,clonal,western,senanga,False
2,-31.9,FAM,C01,E9,202.44,6045.0,,,1,202.0,8032294,Z112,clonal,western,kaoma,False
2,-31.9,FAM,C01,F9,200.39,3798.0,,,1,200.0,8032319,Z113,representative,western,mitete,True
2,-31.9,FAM,C01,A10,206.36,1562.0,,,1,206.0,8032330,Z116,representative,western,kalabo,False
2,-31.9,FAM,C01,D9,206.32,2656.0,,,1,206.0,8032335,Z111,representative,western,nalolo,False
2,-31.9,FAM,C01,C4,200.31,4232.0,,,1,200.0,8032343,Z035,representative,western,shangombo,True
2,-31.9,FAM,C01,G9,198.41,5378.0,,,1,198.0,8032348,Z114,clonal,western,sikongo,False
2,-31.9,FAM,C01,B11,204.31,3123.0,,,1,204.0,8032526,Z127,representative,western,mongu,False
2,-31.9,FAM,C01,D11,204.38,4245.0,,,1,204.0,8032527,Z131,representative,western,mongu,False
2,-31.9,FAM,C01,E11,206.33,1845.0,,,1,206.0,8032541,Z132,representative,western,limulunga,False
2,-31.9,FAM,C01,C11,206.36,576.0,,,1,206.0,8032558,Z130,representative,western,luampa,True
2,-31.9,FAM,C01,B6,212.3,196.0,239.31,110.0,2,212.0,8032579,Z065,clonal,western,nalolo,False
2,-31.9,FAM,C01,E6,200.38,4549.0,,,1,200.0,8032583,Z071,clonal,western,nalolo,False
2,-31.9,FAM,C01,C6,194.45,7662.0,,,1,194.0,8032589,Z069,representative,western,shangombo,False
2,-31.9,FAM,C01,E10,204.43,3118.0,,,1,204.0,8034000,Z121,clonal,western,sesheke,False
2,-31.9,FAM,C01,B4,190.51,7919.0,,,1,190.0,8034002,Z034,clonal,western,sesheke,False
2,-31.9,FAM,C01,A11,190.5,5676.0,,,1,190.0,8034003,Z125,clonal,western,sesheke,False
2,-31.9,FAM,C01,F10,204.43,4159.0,,,1,204.0,8034004,Z122,clonal,western,sesheke,False
2,-31.9,FAM,C01,G10,200.45,4530.0,,,1,200.0,8034007,Z123,clonal,western,sesheke,False
2,-31.9,FAM,C01,H10,204.48,2529.0,,,1,204.0,8034008,Z124,representative,western,sesheke,False
2,-31.9,FAM,C01,D10,200.38,3438.0,,,1,200.0,8034009,Z120,clonal,western,sesheke,True
2,-31.9,FAM,C01,F7,190.56,6611.0,,,1,190.0,8034014,Z088,representative,western,sesheke,False
2,-31.9,FAM,C01,F2,196.53,7558.0,,,1,196.0,8034017,Z015,representative,western,sesheke,False
2,-31.9,FAM,C01,A6,210.33,3335.0,,,1,210.0,8034024,Z063,representative,western,sesheke,False
2,-31.9,FAM,C01,A3,204.32,5526.0,,,1,204.0,8034025,Z020,clonal,western,sesheke,True
2,-31.9,FAM,C01,H5,200.38,2988.0,,,1,200.0,8034026,Z062,representative,western,sesheke,False
2,-31.9,FAM,C01,B3,200.32,6032.0,,,1,200.0,8034028,Z021,clonal,western,sesheke,True
2,-31.9,FAM,C01,E4,204.4,5174.0,,,1,204.0,8034031,Z038,clonal,western,sesheke,False
2,-31.9,FAM,C01,F4,204.4,6302.0,,,1,204.0,8034036,Z042,representative,western,sesheke,True
2,-31.9,FAM,C01,F8,206.44,3846.0,,,1,206.0,8034039,Z104,representative,western,sesheke,False
2,-31.9,FAM,C01,H8,206.44,4106.0,,,1,206.0,8034040,Z107,representative,western,sesheke,False
2,-31.9,FAM,C01,G8,200.45,1757.0,,,1,200.0,8034042,Z106,representative,western,sesheke,True
2,-31.9,FAM,C01,E8,200.46,5715.0,,,1,200.0,8034044,Z103,representative,western,sesheke,True
2,-31.9,FAM,C01,D8,204.38,4489.0,,,1,204.0,8034045,Z102,representative,western,sesheke,True
2,-31.9,FAM,C01,A9,202.33,4215.0,,,1,202.0,8034048,Z108,representative,western,sesheke,True
2,-31.9,FAM,C01,C9,214.27,2673.0,,,1,214.0,8034049,Z110,representative,western,sesheke,False
2,-31.9,FAM,C01,D2,214.3,3382.0,,,1,214.0,8034050,Z012,clonal,western,sesheke,False
2,-31.9,FAM,C01,B9,200.31,6095.0,,,1,200.0,8034052,Z109,representative,western,sesheke,False
2,-31.9,FAM,C01,E1,200.39,7504.0,,,1,200.0,8034059,Z002,clonal,western,sesheke,True
2,-31.9,FAM,C02,E10,200.53,1516.0,,,1,200.0,1012412,Z281,clonal,northwestern,zambezi,True
2,-31.9,FAM,C02,E6,210.45,3863.0,,,1,210.0,1012423,Z229,clonal,northwestern,mufumbwe,False
2,-31.9,FAM,C02,E8,198.51,3223.0,,,1,198.0,1012427,Z253,representative,northwestern,mufumbwe,False
2,-31.9,FAM,C02,H7,204.41,1597.0,,,1,204.0,1012431,Z244,representative,northwestern,mufumbwe,False
2,-31.9,FAM,C02,A8,200.39,5832.0,,,1,200.0,1012434,Z246,representative,northwestern,mufumbwe,True
2,-31.9,FAM,C02,B8,202.33,5948.0,,,1,202.0,1012438,Z249,representative,northwestern,mufumbwe,False
2,-31.9,FAM,C02,C8,200.47,6273.0,,,1,200.0,1012443,Z250,clonal,northwestern,mufumbwe,False
2,-31.9,FAM,C02,D8,200.46,3653.0,,,1,200.0,1012444,Z251,clonal,northwestern,mufumbwe,True
2,-31.9,FAM,C02,G7,214.43,5384.0,,,1,214.0,1012449,Z243,representative,northwestern,mufumbwe,True
2,-31.9,FAM,C02,F7,200.47,546.0,,,1,200.0,1012540,Z242,representative,northwestern,zambezi,False
2,-31.9,FAM,C02,C7,198.46,7695.0,,,1,198.0,1012543,Z239,clonal,northwestern,zambezi,False
2,-31.9,FAM,C02,F10,200.53,580.0,,,1,200.0,1012544,Z283,representative,northwestern,zambezi,True
2,-31.9,FAM,C02,D7,200.38,7480.0,,,1,200.0,1012552,Z240,clonal,northwestern,zambezi,True
2,-31.9,FAM,C02,C6,200.39,6999.0,,,1,200.0,1040820,Z227,representative,northwestern,manyinga,True
2,-31.9,FAM,C02,G5,200.46,2543.0,210.48,396.0,2,200.0,1045436,Z212,clonal,western,sesheke,False
2,-31.9,FAM,C02,C2,204.57,3826.0,,,1,204.0,1045447,Z157,clonal,western,sesheke,False
2,-31.9,FAM,C02,H6,200.52,6575.0,,,1,200.0,1046717,Z234,clonal,western,luampa,True
2,-31.9,FAM,C02,B7,208.33,369.0,,,1,208.0,1046736,Z238,representative,western,luampa,False
2,-31.9,FAM,C02,G8,190.64,8055.0,,,1,190.0,1046791,Z257,clonal,western,kalabo,True
2,-31.9,FAM,C02,F8,198.51,1950.0,,,1,198.0,1046798,Z255,clonal,western,kalabo,False
2,-31.9,FAM,C02,H8,196.66,3189.0,,,1,196.0,1046802,Z259,clonal,western,kalabo,False
2,-31.9,FAM,C02,D2,212.56,4329.0,,,1,212.0,2033430,Z159,representative,western,sesheke,False
2,-31.9,FAM,C02,E9,200.45,1288.0,,,1,200.0,5053699,Z265,representative,western,sikongo,True
2,-31.9,FAM,C02,A7,212.34,3608.0,,,1,212.0,5053700,Z235,representative,western,sikongo,False
2,-31.9,FAM,C02,B9,200.39,4775.0,,,1,200.0,5053711,Z262,clonal,western,sikongo,True
2,-31.9,FAM,C02,C9,210.36,3929.0,,,1,210.0,5053713,Z263,representative,western,sikongo,False
2,-31.9,FAM,C02,A9,206.34,3521.0,,,1,206.0,5053716,Z260,clonal,western,sikongo,False
2,-31.9,FAM,C02,F9,200.46,1694.0,,,1,200.0,5053732,Z267,representative,western,sikongo,True
2,-31.9,FAM,C02,A10,202.4,4755.0,,,1,202.0,5053831,Z274,clonal,northwestern,solwezi,False
2,-31.9,FAM,C02,G10,200.53,5742.0,,,1,200.0,5053835,Z284,clonal,northwestern,solwezi,False
2,-31.9,FAM,C02,F4,200.53,7465.0,,,1,200.0,5053836,Z196,representative,northwestern,solwezi,True
2,-31.9,FAM,C02,H9,208.44,3647.0,,,1,208.0,5053842,Z272,representative,northwestern,solwezi,False
2,-31.9,FAM,C02,B10,198.48,6516.0,,,1,198.0,8019451,Z276,clonal,northwestern,kasempa,False
2,-31.9,FAM,C02,D10,206.4,4322.0,,,1,206.0,8021027,Z280,representative,northwestern,kasempa,False
2,-31.9,FAM,C02,B2,200.53,1242.0,170.51,571.0,2,200.0,8023230,Z156,representative,northwestern,kasempa,True
2,-31.9,FAM,C02,C3,202.43,2455.0,,,1,202.0,8023285,Z171,representative,northwestern,solwezi,False
2,-31.9,FAM,C02,A2,214.51,668.0,,,1,214.0,8023300,Z153,representative,northwestern,mushindano,False
2,-31.9,FAM,C02,E3,222.39,3524.0,,,1,222.0,8023302,Z177,representative,northwestern,mushindano,False
2,-31.9,FAM,C02,B6,214.37,4959.0,,,1,214.0,8023322,Z223,representative,northwestern,manyinga,True
2,-31.9,FAM,C02,G9,200.46,6334.0,,,1,200.0,8023417,Z270,representative,northwestern,kabompo,True
2,-31.9,FAM,C02,A6,204.42,5308.0,,,1,204.0,8023419,Z220,representative,northwestern,kabompo,True
2,-31.9,FAM,C02,F3,200.47,6342.0,,,1,200.0,8023427,Z180,representative,northwestern,kabompo,True
2,-31.9,FAM,C02,A4,188.58,8267.0,,,1,188.0,8023432,Z185,clonal,northwestern,kabompo,False
2,-31.9,FAM,C02,C4,210.42,5160.0,,,1,210.0,8023436,Z187,clonal,northwestern,kabompo,False
2,-31.9,FAM,C02,H3,200.46,7488.0,,,1,200.0,8023437,Z184,representative,northwestern,kabompo,True
2,-31.9,FAM,C02,G3,200.54,3317.0,,,1,200.0,8023438,Z182,representative,northwestern,kabompo,True
2,-31.9,FAM,C02,H5,200.53,5763.0,,,1,200.0,8023440,Z218,representative,northwestern,kabompo,True
2,-31.9,FAM,C02,D4,198.5,1973.0,,,1,198.0,8023441,Z188,representative,northwestern,kabompo,False
2,-31.9,FAM,C02,C10,200.39,6767.0,,,1,200.0,8023974,Z279,representative,northwestern,kasempa,False
2,-31.9,FAM,C02,G6,190.59,8030.0,,,1,190.0,8034013,Z231,representative,western,sesheke,False
2,-31.9,FAM,C02,F6,204.49,3838.0,,,1,204.0,8034018,Z230,clonal,western,sesheke,False
2,72.3,HEX,C01,H2,227.41,5173.0,,,1,227.0,1012426,Z018,representative,northwestern,mufumbwe,True
2,72.3,HEX,C01,D12,241.43,2823.0,,,1,241.0,1012521,Z144,clonal,northwestern,zambezi,False
2,72.3,HEX,C01,B2,231.38,5978.0,,,1,231.0,1012556,Z008,clonal,northwestern,zambezi,False
2,72.3,HEX,C01,D5,245.37,4234.0,,,1,245.0,1046675,Z058,representative,western,luampa,True
2,72.3,HEX,C01,G5,249.4,3787.0,,,1,249.0,1046677,Z061,clonal,western,luampa,False
2,72.3,HEX,C01,C5,227.31,4593.0,,,1,227.0,1046678,Z057,representative,western,luampa,True
2,72.3,HEX,C01,C2,241.36,4241.0,,,1,241.0,1046680,Z011,clonal,western,luampa,True
2,72.3,HEX,C01,A5,241.1,2756.0,,,1,241.0,1046689,Z048,representative,western,luampa,True
2,72.3,HEX,C01,E5,241.4,3642.0,,,1,241.0,1046718,Z059,representative,western,luampa,True
2,72.3,HEX,C01,F5,235.39,1694.0,,,1,235.0,1046728,Z060,representative,western,luampa,False
2,72.3,HEX,C01,G4,241.43,1463.0,,,1,241.0,5053742,Z043,representative,western,sikongo,True
2,72.3,HEX,C01,H1,237.35,2295.0,,,1,237.0,5053837,Z005,representative,northwestern,solwezi,False
2,72.3,HEX,C01,D7,233.43,4357.0,,,1,233.0,8010843,Z086,representative,muchinga,shiwang'andu,False
2,72.3,HEX,C01,G3,229.29,3887.0,,,1,229.0,8019456,Z030,clonal,northwestern,kasempa,True
2,72.3,HEX,C01,A4,229.4,4232.0,,,1,229.0,8021039,Z033,clonal,northwestern,kasempa,True
2,72.3,HEX,C01,D4,241.42,2518.0,,,1,241.0,8021930,Z037,representative,western,kaoma,True
2,72.3,HEX,C01,G11,243.39,3362.0,,,1,243.0,8021932,Z138,representative,western,kaoma,False
2,72.3,HEX,C01,F11,241.42,2682.0,,,1,241.0,8021934,Z137,representative,western,kaoma,True
2,72.3,HEX,C01,D3,231.35,5681.0,,,1,231.0,8021935,Z025,representative,western,kaoma,False
2,72.3,HEX,C01,E2,239.5,1558.0,,,1,239.0,8023299,Z013,representative,northwestern,mushindano,False
2,72.3,HEX,C01,E3,241.34,3328.0,,,1,241.0,8023320,Z026,clonal,northwestern,manyinga,True
2,72.3,HEX,C01,H11,231.45,3184.0,,,1,231.0,8023334,Z140,representative,northwestern,manyinga,False
2,72.3,HEX,C01,C12,233.42,4370.0,,,1,233.0,8023345,Z143,clonal,northwestern,manyinga,False
2,72.3,HEX,C01,E12,237.53,3493.0,,,1,237.0,8023348,Z145,representative,northwestern,manyinga,True
2,72.3,HEX,C01,A12,237.35,2594.0,,,1,237.0,8023349,Z141,clonal,northwestern,manyinga,False
2,72.3,HEX,C01,C3,243.31,2999.0,,,1,243.0,8023430,Z024,clonal,northwestern,kabompo,True
2,72.3,HEX,C01,F6,241.49,2298.0,,,1,241.0,8031512,Z077,representative,muchinga,mafinga,True
2,72.3,HEX,C01,D6,223.39,2406.0,,,1,223.0,8031765,Z070,clonal,northwestern,mushindano,False
2,72.3,HEX,C01,A8,237.35,3120.0,,,1,237.0,8031772,Z094,representative,northwestern,mushindano,False
2,72.3,HEX,C01,H3,225.35,1757.0,235.39,1710.0,2,225.0,8031773,Z032,clonal,northwestern,mushindano,False
2,72.3,HEX,C01,C8,233.39,2424.0,225.37,1515.0,2,233.0,8032013,Z100,clonal,northwestern,mushindano,False
2,72.3,HEX,C01,B8,235.36,3995.0,,,1,235.0,8032032,Z098,representative,northwestern,mwinilunga,False
2,72.3,HEX,C01,H9,231.44,1935.0,,,1,231.0,8032265,Z115,clonal,western,senanga,False
2,72.3,HEX,C01,E9,247.51,3279.0,,,1,247.0,8032294,Z112,clonal,western,kaoma,False
2,72.3,HEX,C01,F9,227.39,4247.0,,,1,227.0,8032319,Z113,representative,western,mitete,True
2,72.3,HEX,C01,A10,241.44,1782.0,,,1,241.0,8032330,Z116,representative,western,kalabo,False
2,72.3,HEX,C01,D9,231.37,3741.0,,,1,231.0,8032335,Z111,representative,western,nalolo,False
2,72.3,HEX,C01,C4,227.3,5225.0,,,1,227.0,8032343,Z035,representative,western,shangombo,True
2,72.3,HEX,C01,G9,235.43,3403.0,,,1,235.0,8032348,Z114,clonal,western,sikongo,False
2,72.3,HEX,C01,B11,233.28,3575.0,,,1,233.0,8032526,Z127,representative,western,mongu,False
2,72.3,HEX,C01,D11,233.42,3879.0,,,1,233.0,8032527,Z131,representative,western,mongu,False
2,72.3,HEX,C01,E11,231.35,2730.0,,,1,231.0,8032541,Z132,representative,western,limulunga,False
2,72.3,HEX,C01,C11,241.37,839.0,,,1,241.0,8032558,Z130,representative,western,luampa,True
2,72.3,HEX,C01,B6,225.4,2260.0,,,1,225.0,8032579,Z065,clonal,western,nalolo,False
2,72.3,HEX,C01,E6,231.42,4105.0,,,1,231.0,8032583,Z071,clonal,western,nalolo,False
2,72.3,HEX,C01,C6,241.35,4504.0,,,1,241.0,8032589,Z069,representative,western,shangombo,False
2,72.3,HEX,C01,E10,241.45,2927.0,,,1,241.0,8034000,Z121,clonal,western,sesheke,False
2,72.3,HEX,C01,B4,241.43,4523.0,,,1,241.0,8034002,Z034,clonal,western,sesheke,False
2,72.3,HEX,C01,A11,241.4,2759.0,,,1,241.0,8034003,Z125,clonal,western,sesheke,False
2,72.3,HEX,C01,F10,229.48,4335.0,,,1,229.0,8034004,Z122,clonal,western,sesheke,False
2,72.3,HEX,C01,G10,225.5,4264.0,,,1,225.0,8034007,Z123,clonal,western,sesheke,False
2,72.3,HEX,C01,H10,229.49,2929.0,,,1,229.0,8034008,Z124,representative,western,sesheke,False
2,72.3,HEX,C01,D10,241.45,2916.0,,,1,241.0,8034009,Z120,clonal,western,sesheke,True
2,72.3,HEX,C01,F7,241.43,2777.0,,,1,241.0,8034014,Z088,representative,western,sesheke,False
2,72.3,HEX,C01,F2,241.45,4614.0,,,1,241.0,8034017,Z015,representative,western,sesheke,False
2,72.3,HEX,C01,A6,235.37,4069.0,,,1,235.0,8034024,Z063,representative,western,sesheke,False
2,72.3,HEX,C01,A3,231.37,5486.0,,,1,231.0,8034025,Z020,clonal,western,sesheke,True
2,72.3,HEX,C01,H5,235.45,3235.0,,,1,235.0,8034026,Z062,representative,western,sesheke,False
2,72.3,HEX,C01,B3,241.36,3757.0,,,1,241.0,8034028,Z021,clonal,western,sesheke,True
2,72.3,HEX,C01,E4,225.44,6359.0,,,1,225.0,8034031,Z038,clonal,western,sesheke,False
2,72.3,HEX,C01,F4,231.45,5702.0,,,1,231.0,8034036,Z042,representative,western,sesheke,True
2,72.3,HEX,C01,F8,235.48,3217.0,,,1,235.0,8034039,Z104,representative,western,sesheke,False
2,72.3,HEX,C01,H8,235.49,4063.0,,,1,235.0,8034040,Z107,representative,western,sesheke,False
2,72.3,HEX,C01,G8,227.47,2773.0,,,1,227.0,8034042,Z106,representative,western,sesheke,True
2,72.3,HEX,C01,E8,227.44,4984.0,,,1,227.0,8034044,Z103,representative,western,sesheke,True
2,72.3,HEX,C01,D8,231.41,4407.0,,,1,231.0,8034045,Z102,representative,western,sesheke,True
2,72.3,HEX,C01,A9,241.38,3234.0,,,1,241.0,8034048,Z108,representative,western,sesheke,True
2,72.3,HEX,C01,C9,225.31,4695.0,,,1,225.0,8034049,Z110,representative,western,sesheke,False
2,72.3,HEX,C01,D2,225.33,6247.0,,,1,225.0,8034050,Z012,clonal,western,sesheke,False
2,72.3,HEX,C01,B9,231.3,5001.0,,,1,231.0,8034052,Z109,representative,western,sesheke,False
2,72.3,HEX,C01,E1,237.34,5444.0,,,1,237.0,8034059,Z002,clonal,western,sesheke,True
2,72.3,HEX,C02,E10,231.49,2348.0,,,1,231.0,1012412,Z281,clonal,northwestern,zambezi,True
2,72.3,HEX,C02,E6,241.55,2904.0,,,1,241.0,1012423,Z229,clonal,northwestern,mufumbwe,False
2,72.3,HEX,C02,E8,229.49,3079.0,,,1,229.0,1012427,Z253,representative,northwestern,mufumbwe,False
2,72.3,HEX,C02,H7,235.45,1553.0,,,1,235.0,1012431,Z244,representative,northwestern,mufumbwe,False
2,72.3,HEX,C02,A8,241.37,3278.0,,,1,241.0,1012434,Z246,representative,northwestern,mufumbwe,True
2,72.3,HEX,C02,B8,227.36,5712.0,,,1,227.0,1012438,Z249,representative,northwestern,mufumbwe,False
2,72.3,HEX,C02,C8,227.44,5038.0,,,1,227.0,1012443,Z250,clonal,northwestern,mufumbwe,False
2,72.3,HEX,C02,D8,241.51,2449.0,,,1,241.0,1012444,Z251,clonal,northwestern,mufumbwe,True
2,72.3,HEX,C02,G7,241.48,4264.0,,,1,241.0,1012449,Z243,representative,northwestern,mufumbwe,True
2,72.3,HEX,C02,F7,239.43,1202.0,,,1,239.0,1012540,Z242,representative,northwestern,zambezi,False
2,72.3,HEX,C02,C7,231.39,5791.0,,,1,231.0,1012543,Z239,clonal,northwestern,zambezi,False
2,72.3,HEX,C02,F10,231.49,1743.0,,,1,231.0,1012544,Z283,representative,northwestern,zambezi,True
2,72.3,HEX,C02,D7,227.4,5784.0,,,1,227.0,1012552,Z240,clonal,northwestern,zambezi,True
2,72.3,HEX,C02,C6,227.36,5650.0,,,1,227.0,1040820,Z227,representative,northwestern,manyinga,True
2,72.3,HEX,C02,G5,241.46,1272.0,233.37,662.0,2,241.0,1045436,Z212,clonal,western,sesheke,False
2,72.3,HEX,C02,C2,225.57,4887.0,,,1,225.0,1045447,Z157,clonal,western,sesheke,False
2,72.3,HEX,C02,H6,241.57,3121.0,,,1,241.0,1046717,Z234,clonal,western,luampa,True
2,72.3,HEX,C02,B7,235.43,1629.0,243.47,132.0,2,235.0,1046736,Z238,representative,western,luampa,False
2,72.3,HEX,C02,G8,231.49,4909.0,,,1,231.0,1046791,Z257,clonal,western,kalabo,True
2,72.3,HEX,C02,F8,249.51,2978.0,,,1,249.0,1046798,Z255,clonal,western,kalabo,False
2,72.3,HEX,C02,H8,231.55,2691.0,,,1,231.0,1046802,Z259,clonal,western,kalabo,False
2,72.3,HEX,C02,D2,231.6,4861.0,,,1,231.0,2033430,Z159,representative,western,sesheke,False
2,72.3,HEX,C02,E9,229.37,1874.0,,,1,229.0,5053699,Z265,representative,western,sikongo,True
2,72.3,HEX,C02,A7,231.39,3722.0,,,1,231.0,5053700,Z235,representative,western,sikongo,False
2,72.3,HEX,C02,B9,241.4,3022.0,,,1,241.0,5053711,Z262,clonal,western,sikongo,True
2,72.3,HEX,C02,C9,245.43,3123.0,,,1,245.0,5053713,Z263,representative,western,sikongo,False
2,72.3,HEX,C02,A9,243.39,2424.0,,,1,243.0,5053716,Z260,clonal,western,sikongo,False
2,72.3,HEX,C02,F9,241.44,1707.0,,,1,241.0,5053732,Z267,representative,western,sikongo,True
2,72.3,HEX,C02,A10,233.45,3718.0,,,1,233.0,5053831,Z274,clonal,northwestern,solwezi,False
2,72.3,HEX,C02,G10,229.48,4901.0,,,1,229.0,5053835,Z284,clonal,northwestern,solwezi,False
2,72.3,HEX,C02,F4,241.51,3754.0,,,1,241.0,5053836,Z196,representative,northwestern,solwezi,True
2,72.3,HEX,C02,H9,229.46,3735.0,,,1,229.0,5053842,Z272,representative,northwestern,solwezi,False
2,72.3,HEX,C02,B10,241.45,4229.0,,,1,241.0,8019451,Z276,clonal,northwestern,kasempa,False
2,72.3,HEX,C02,D10,243.51,3059.0,,,1,243.0,8021027,Z280,representative,northwestern,kasempa,False
2,72.3,HEX,C02,B2,229.55,1467.0,235.54,769.0,2,229.0,8023230,Z156,representative,northwestern,kasempa,True
2,72.3,HEX,C02,C3,249.51,1691.0,,,1,249.0,8023285,Z171,representative,northwestern,solwezi,False
2,72.3,HEX,C02,A2,229.61,2015.0,,,1,229.0,8023300,Z153,representative,northwestern,mushindano,False
2,72.3,HEX,C02,E3,229.45,5654.0,,,1,229.0,8023302,Z177,representative,northwestern,mushindano,False
2,72.3,HEX,C02,B6,225.47,7143.0,,,1,225.0,8023322,Z223,representative,northwestern,manyinga,True
2,72.3,HEX,C02,G9,225.41,5342.0,,,1,225.0,8023417,Z270,representative,northwestern,kabompo,True
2,72.3,HEX,C02,A6,241.4,3451.0,,,1,241.0,8023419,Z220,representative,northwestern,kabompo,True
2,72.3,HEX,C02,F3,241.49,3401.0,,,1,241.0,8023427,Z180,representative,northwestern,kabompo,True
2,72.3,HEX,C02,A4,231.48,4860.0,,,1,231.0,8023432,Z185,clonal,northwestern,kabompo,False
2,72.3,HEX,C02,C4,245.47,3658.0,,,1,245.0,8023436,Z187,clonal,northwestern,kabompo,False
2,72.3,HEX,C02,H3,227.46,6169.0,,,1,227.0,8023437,Z184,representative,northwestern,kabompo,True
2,72.3,HEX,C02,G3,241.58,2404.0,,,1,241.0,8023438,Z182,representative,northwestern,kabompo,True
2,72.3,HEX,C02,H5,227.51,4587.0,,,1,227.0,8023440,Z218,representative,northwestern,kabompo,True
2,72.3,HEX,C02,D4,231.47,2237.0,,,1,231.0,8023441,Z188,representative,northwestern,kabompo,False
