pool,sample_id,major_peak_size,major_peak_height,minor_peak_size,minor_peak_height,peak_ratio,n_peaks,microsat_kbp,fluorophore,product_bp,plate,well,extraction_id,set_type,district,province,carrier_A724E
2,8034006,261.13,102.0,271.61,54.0,0.5294117647058824,2,-31.9,FAM,209,C01,C10,Z119,clonal,sesheke,western,False
2,8034007,200.45,4530.0,,,,1,-31.9,FAM,209,C01,G10,Z123,clonal,sesheke,western,False
2,8034008,204.48,2529.0,,,,1,-31.9,FAM,209,C01,H10,Z124,representative,sesheke,western,False
2,8034009,200.38,3438.0,,,,1,-31.9,FAM,209,C01,D10,Z120,clonal,sesheke,western,True
2,8034014,190.56,6611.0,,,,1,-31.9,FAM,209,C01,F7,Z088,representative,sesheke,western,False
2,8034015,,,,,,0,-31.9,FAM,209,C01,G7,Z089,representative,sesheke,western,False
2,8034017,196.53,7558.0,,,,1,-31.9,FAM,209,C01,F2,Z015,representative,sesheke,western,False
2,8034024,210.33,3335.0,,,,1,-31.9,FAM,209,C01,A6,Z063,representative,sesheke,western,False
2,8034025,204.32,5526.0,,,,1,-31.9,FAM,209,C01,A3,Z020,clonal,sesheke,western,True
2,8034026,200.38,2988.0,,,,1,-31.9,FAM,209,C01,H5,Z062,representative,sesheke,western,False
2,8034028,200.32,6032.0,,,,1,-31.9,FAM,209,C01,B3,Z021,clonal,sesheke,western,True
2,8034030,,,,,,0,-31.9,FAM,209,C01,F3,Z028,representative,sesheke,western,True
2,8034031,204.4,5174.0,,,,1,-31.9,FAM,209,C01,E4,Z038,clonal,sesheke,western,False
2,8034036,204.4,6302.0,,,,1,-31.9,FAM,209,C01,F4,Z042,representative,sesheke,western,True
2,8034039,206.44,3846.0,,,,1,-31.9,FAM,209,C01,F8,Z104,representative,sesheke,western,False
2,8034040,206.44,4106.0,,,,1,-31.9,FAM,209,C01,H8,Z107,representative,sesheke,western,False
2,8034042,200.45,1757.0,,,,1,-31.9,FAM,209,C01,G8,Z106,representative,sesheke,western,True
2,8034044,200.46,5715.0,,,,1,-31.9,FAM,209,C01,E8,Z103,representative,sesheke,western,True
2,8034045,204.38,4489.0,,,,1,-31.9,FAM,209,C01,D8,Z102,representative,sesheke,western,True
2,8034048,202.33,4215.0,,,,1,-31.9,FAM,209,C01,A9,Z108,representative,sesheke,western,True
2,8034049,214.27,2673.0,,,,1,-31.9,FAM,209,C01,C9,Z110,representative,sesheke,western,False
2,8034050,214.3,3382.0,,,,1,-31.9,FAM,209,C01,D2,Z012,clonal,sesheke,western,False
2,8034052,200.31,6095.0,,,,1,-31.9,FAM,209,C01,B9,Z109,representative,sesheke,western,False
2,8034059,200.39,7504.0,,,,1,-31.9,FAM,209,C01,E1,Z002,clonal,sesheke,western,True
2,1012426,227.41,5173.0,,,,1,72.3,HEX,240,C01,H2,Z018,representative,mufumbwe,northwestern,True
2,1012521,241.43,2823.0,,,,1,72.3,HEX,240,C01,D12,Z144,clonal,zambezi,northwestern,False
2,1012556,231.38,5978.0,,,,1,72.3,HEX,240,C01,B2,Z008,clonal,zambezi,northwestern,False
2,1046675,245.37,4234.0,,,,1,72.3,HEX,240,C01,D5,Z058,representative,luampa,western,True
2,1046677,249.4,3787.0,,,,1,72.3,HEX,240,C01,G5,Z061,clonal,luampa,western,False
2,1046678,227.31,4593.0,,,,1,72.3,HEX,240,C01,C5,Z057,representative,luampa,western,True
2,1046680,241.36,4241.0,,,,1,72.3,HEX,240,C01,C2,Z011,clonal,luampa,western,True
2,1046689,241.1,2756.0,,,,1,72.3,HEX,240,C01,A5,Z048,representative,luampa,western,True
2,1046718,241.4,3642.0,,,,1,72.3,HEX,240,C01,E5,Z059,representative,luampa,western,True
2,1046728,235.39,1694.0,,,,1,72.3,HEX,240,C01,F5,Z060,representative,luampa,western,False
2,5053742,241.43,1463.0,,,,1,72.3,HEX,240,C01,G4,Z043,representative,sikongo,western,True
2,5053837,237.35,2295.0,,,,1,72.3,HEX,240,C01,H1,Z005,representative,solwezi,northwestern,False
2,8010683,233.36,3559.0,,,,1,72.3,HEX,240,C01,D1,Z001,representative,chipata,eastern,False
2,8010843,233.43,4357.0,,,,1,72.3,HEX,240,C01,D7,Z086,representative,shiwang'andu,muchinga,False
2,8012421,251.44,2633.0,253.48,1013.0,0.38473224458792254,2,72.3,HEX,240,C01,F1,Z003,representative,vubwi,eastern,False
2,8013498,235.48,2611.0,,,,1,72.3,HEX,240,C01,G2,Z016,representative,chipata,eastern,False
2,8013676,241.47,4388.0,,,,1,72.3,HEX,240,C01,G6,Z079,representative,chipata,eastern,False
2,8013681,235.43,2591.0,,,,1,72.3,HEX,240,C01,E7,Z087,representative,chipata,eastern,False
2,8019456,229.29,3887.0,,,,1,72.3,HEX,240,C01,G3,Z030,clonal,kasempa,northwestern,True
2,8021039,229.4,4232.0,,,,1,72.3,HEX,240,C01,A4,Z033,clonal,kasempa,northwestern,True
2,8021930,241.42,2518.0,,,,1,72.3,HEX,240,C01,D4,Z037,representative,kaoma,western,True
2,8021932,243.39,3362.0,,,,1,72.3,HEX,240,C01,G11,Z138,representative,kaoma,western,False
2,8021934,241.42,2682.0,,,,1,72.3,HEX,240,C01,F11,Z137,representative,kaoma,western,True
2,8021935,231.35,5681.0,,,,1,72.3,HEX,240,C01,D3,Z025,representative,kaoma,western,False
2,8022279,243.42,5076.0,,,,1,72.3,HEX,240,C01,A2,Z007,representative,lumezi,eastern,False
2,8023299,239.5,1558.0,,,,1,72.3,HEX,240,C01,E2,Z013,representative,mushindano,northwestern,False
2,8023320,241.34,3328.0,,,,1,72.3,HEX,240,C01,E3,Z026,clonal,manyinga,northwestern,True
2,8023334,231.45,3184.0,,,,1,72.3,HEX,240,C01,H11,Z140,representative,manyinga,northwestern,False
2,8023337,235.43,1520.0,,,,1,72.3,HEX,240,C01,B12,Z142,representative,manyinga,northwestern,True
2,8023345,233.42,4370.0,,,,1,72.3,HEX,240,C01,C12,Z143,clonal,manyinga,northwestern,False
2,8023348,237.53,3493.0,,,,1,72.3,HEX,240,C01,E12,Z145,representative,manyinga,northwestern,True
2,8023349,237.35,2594.0,,,,1,72.3,HEX,240,C01,A12,Z141,clonal,manyinga,northwestern,False
2,8023430,243.31,2999.0,,,,1,72.3,HEX,240,C01,C3,Z024,clonal,kabompo,northwestern,True
2,8031271,241.51,1485.0,,,,1,72.3,HEX,240,C01,H4,Z047,representative,isoka,muchinga,False
2,8031512,241.49,2298.0,,,,1,72.3,HEX,240,C01,F6,Z077,representative,mafinga,muchinga,True
2,8031765,223.39,2406.0,,,,1,72.3,HEX,240,C01,D6,Z070,clonal,mushindano,northwestern,False
2,8031772,237.35,3120.0,,,,1,72.3,HEX,240,C01,A8,Z094,representative,mushindano,northwestern,False
2,8031773,225.35,1757.0,235.39,1710.0,0.9732498577120091,2,72.3,HEX,240,C01,H3,Z032,clonal,mushindano,northwestern,False
2,8031811,237.45,1150.0,,,,1,72.3,HEX,240,C01,H7,Z093,representative,chavuma,northwestern,True
2,8032013,233.39,2424.0,225.37,1515.0,0.625,2,72.3,HEX,240,C01,C8,Z100,clonal,mushindano,northwestern,False
2,8032032,235.36,3995.0,,,,1,72.3,HEX,240,C01,B8,Z098,representative,mwinilunga,northwestern,False
2,8032055,241.35,2380.0,,,,1,72.3,HEX,240,C01,G1,Z004,representative,manyinga,northwestern,True
2,8032265,231.44,1935.0,,,,1,72.3,HEX,240,C01,H9,Z115,clonal,senanga,western,False
2,8032277,229.39,912.0,,,,1,72.3,HEX,240,C01,B10,Z117,clonal,mongu,western,True
2,8032294,247.51,3279.0,,,,1,72.3,HEX,240,C01,E9,Z112,clonal,kaoma,western,False
2,8032319,227.39,4247.0,,,,1,72.3,HEX,240,C01,F9,Z113,representative,mitete,western,True
2,8032330,241.44,1782.0,,,,1,72.3,HEX,240,C01,A10,Z116,representative,kalabo,western,False
2,8032335,231.37,3741.0,,,,1,72.3,HEX,240,C01,D9,Z111,representative,nalolo,western,False
2,8032343,227.3,5225.0,,,,1,72.3,HEX,240,C01,C4,Z035,representative,shangombo,western,True
2,8032348,235.43,3403.0,,,,1,72.3,HEX,240,C01,G9,Z114,clonal,sikongo,western,False
2,8032526,233.28,3575.0,,,,1,72.3,HEX,240,C01,B11,Z127,representative,mongu,western,False
2,8032527,233.42,3879.0,,,,1,72.3,HEX,240,C01,D11,Z131,representative,mongu,western,False
2,8032541,231.35,2730.0,,,,1,72.3,HEX,240,C01,E11,Z132,representative,limulunga,western,False
2,8032558,241.37,839.0,,,,1,72.3,HEX,240,C01,C11,Z130,representative,luampa,western,True
2,8032579,225.4,2260.0,,,,1,72.3,HEX,240,C01,B6,Z065,clonal,nalolo,western,False
2,8032583,231.42,4105.0,,,,1,72.3,HEX,240,C01,E6,Z071,clonal,nalolo,western,False
2,8032589,241.35,4504.0,,,,1,72.3,HEX,240,C01,C6,Z069,representative,shangombo,western,False
2,8033342,251.56,2130.0,,,,1,72.3,HEX,240,C01,H6,Z081,representative,mambwe,eastern,False
2,8033344,223.31,4563.0,,,,1,72.3,HEX,240,C01,A7,Z082,representative,mambwe,eastern,False
2,8033369,229.39,1718.0,,,,1,72.3,HEX,240,C01,B7,Z084,representative,mambwe,eastern,False
2,8033385,231.39,1432.0,,,,1,72.3,HEX,240,C01,C7,Z085,representative,mambwe,eastern,False
2,8033415,223.29,6867.0,,,,1,72.3,HEX,240,C01,B5,Z050,representative,mambwe,eastern,False
2,8034000,241.45,2927.0,,,,1,72.3,HEX,240,C01,E10,Z121,clonal,sesheke,western,False
2,8034002,241.43,4523.0,,,,1,72.3,HEX,240,C01,B4,Z034,clonal,sesheke,western,False
2,8034003,241.4,2759.0,,,,1,72.3,HEX,240,C01,A11,Z125,clonal,sesheke,western,False
2,8034004,229.48,4335.0,,,,1,72.3,HEX,240,C01,F10,Z122,clonal,sesheke,western,False
2,8034006,236.48,199.0,,,,1,72.3,HEX,240,C01,C10,Z119,clonal,sesheke,western,False
2,8034007,225.5,4264.0,,,,1,72.3,HEX,240,C01,G10,Z123,clonal,sesheke,western,False
2,8034008,229.49,2929.0,,,,1,72.3,HEX,240,C01,H10,Z124,representative,sesheke,western,False
2,8034009,241.45,2916.0,,,,1,72.3,HEX,240,C01,D10,Z120,clonal,sesheke,western,True
2,8034014,241.43,2777.0,,,,1,72.3,HEX,240,C01,F7,Z088,representative,sesheke,western,False
2,8034015,236.48,151.0,227.42,102.0,0.6754966887417219,2,72.3,HEX,240,C01,G7,Z089,representative,sesheke,western,False
2,8034017,241.45,4614.0,,,,1,72.3,HEX,240,C01,F2,Z015,representative,sesheke,western,False
2,8034024,235.37,4069.0,,,,1,72.3,HEX,240,C01,A6,Z063,representative,sesheke,western,False
2,8034025,231.37,5486.0,,,,1,72.3,HEX,240,C01,A3,Z020,clonal,sesheke,western,True
2,8034026,235.45,3235.0,,,,1,72.3,HEX,240,C01,H5,Z062,representative,sesheke,western,False
2,8034028,241.36,3757.0,,,,1,72.3,HEX,240,C01,B3,Z021,clonal,sesheke,western,True
2,8034030,,,,,,0,72.3,HEX,240,C01,F3,Z028,representative,sesheke,western,True
2,8034031,225.44,6359.0,,,,1,72.3,HEX,240,C01,E4,Z038,clonal,sesheke,western,False
2,8034036,231.45,5702.0,,,,1,72.3,HEX,240,C01,F4,Z042,representative,sesheke,western,True
2,8034039,235.48,3217.0,,,,1,72.3,HEX,240,C01,F8,Z104,representative,sesheke,western,False
2,8034040,235.49,4063.0,,,,1,72.3,HEX,240,C01,H8,Z107,representative,sesheke,western,False
2,8034042,227.47,2773.0,,,,1,72.3,HEX,240,C01,G8,Z106,representative,sesheke,western,True
2,8034044,227.44,4984.0,,,,1,72.3,HEX,240,C01,E8,Z103,representative,sesheke,western,True
2,8034045,231.41,4407.0,,,,1,72.3,HEX,240,C01,D8,Z102,representative,sesheke,western,True
2,8034048,241.38,3234.0,,,,1,72.3,HEX,240,C01,A9,Z108,representative,sesheke,western,True
2,8034049,225.31,4695.0,,,,1,72.3,HEX,240,C01,C9,Z110,representative,sesheke,western,False
2,8034050,225.33,6247.0,,,,1,72.3,HEX,240,C01,D2,Z012,clonal,sesheke,western,False
2,8034052,231.3,5001.0,,,,1,72.3,HEX,240,C01,B9,Z109,representative,sesheke,western,False
2,8034059,237.34,5444.0,,,,1,72.3,HEX,240,C01,E1,Z002,clonal,sesheke,western,True
3,1012426,153.34,3440.0,,,,1,-3.7,FAM,164,C01,H2,Z018,representative,mufumbwe,northwestern,True
3,1012521,151.08,4191.0,,,,1,-3.7,FAM,164,C01,D12,Z144,clonal,zambezi,northwestern,False
3,1012556,146.71,7371.0,,,,1,-3.7,FAM,164,C01,B2,Z008,clonal,zambezi,northwestern,False
3,1046675,153.2,7835.0,,,,1,-3.7,FAM,164,C01,D5,Z058,representative,luampa,western,True
3,1046677,148.98,8033.0,,,,1,-3.7,FAM,164,C01,G5,Z061,clonal,luampa,western,False
3,1046678,153.17,4721.0,,,,1,-3.7,FAM,164,C01,C5,Z057,representative,luampa,western,True
3,1046680,153.2,7575.0,,,,1,-3.7,FAM,164,C01,C2,Z011,clonal,luampa,western,True
3,1046689,153.21,5818.0,,,,1,-3.7,FAM,164,C01,A5,Z048,representative,luampa,western,True
3,1046718,153.29,5655.0,,,,1,-3.7,FAM,164,C01,E5,Z059,representative,luampa,western,True
3,1046728,148.96,2044.0,,,,1,-3.7,FAM,164,C01,F5,Z060,representative,luampa,western,False
3,5053742,153.28,2919.0,,,,1,-3.7,FAM,164,C01,G4,Z043,representative,sikongo,western,True
3,5053837,151.16,4048.0,,,,1,-3.7,FAM,164,C01,H1,Z005,representative,solwezi,northwestern,False
3,8010683,146.71,4177.0,,,,1,-3.7,FAM,164,C01,D1,Z001,representative,chipata,eastern,False
3,8010843,151.08,7733.0,,,,1,-3.7,FAM,164,C01,D7,Z086,representative,shiwang'andu,muchinga,False
3,8012421,144.5,5200.0,,,,1,-3.7,FAM,164,C01,F1,Z003,representative,vubwi,eastern,False
3,8013498,146.76,7890.0,,,,1,-3.7,FAM,164,C01,G2,Z016,representative,chipata,eastern,False
3,8013676,155.44,7543.0,,,,1,-3.7,FAM,164,C01,G6,Z079,representative,chipata,eastern,False
3,8013681,153.26,4202.0,,,,1,-3.7,FAM,164,C01,E7,Z087,representative,chipata,eastern,False
3,8019456,153.25,2669.0,,,,1,-3.7,FAM,164,C01,G3,Z030,clonal,kasempa,northwestern,True
3,8021039,153.23,4924.0,,,,1,-3.7,FAM,164,C01,A4,Z033,clonal,kasempa,northwestern,True
3,8021930,153.25,1766.0,,,,1,-3.7,FAM,164,C01,D4,Z037,representative,kaoma,western,True
3,8021932,146.77,6176.0,,,,1,-3.7,FAM,164,C01,G11,Z138,representative,kaoma,western,False
3,8021934,153.25,5524.0,,,,1,-3.7,FAM,164,C01,F11,Z137,representative,kaoma,western,True
3,8021935,155.29,7775.0,,,,1,-3.7,FAM,164,C01,D3,Z025,representative,kaoma,western,False
3,8022279,161.52,6780.0,,,,1,-3.7,FAM,164,C01,A2,Z007,representative,lumezi,eastern,False
3,8023299,155.45,755.0,,,,1,-3.7,FAM,164,C01,E2,Z013,representative,mushindano,northwestern,False
3,8023320,153.23,5245.0,,,,1,-3.7,FAM,164,C01,E3,Z026,clonal,manyinga,northwestern,True
3,8023334,148.98,4274.0,,,,1,-3.7,FAM,164,C01,H11,Z140,representative,manyinga,northwestern,False
3,8023337,153.23,1183.0,,,,1,-3.7,FAM,164,C01,B12,Z142,representative,manyinga,northwestern,True
3,8023345,148.88,5488.0,,,,1,-3.7,FAM,164,C01,C12,Z143,clonal,manyinga,northwestern,False
3,8023348,153.29,4597.0,,,,1,-3.7,FAM,164,C01,E12,Z145,representative,manyinga,northwestern,True
3,8023349,155.36,3828.0,,,,1,-3.7,FAM,164,C01,A12,Z141,clonal,manyinga,northwestern,False
3,8023430,153.13,5164.0,,,,1,-3.7,FAM,164,C01,C3,Z024,clonal,kabompo,northwestern,True
3,8031271,144.66,2359.0,,,,1,-3.7,FAM,164,C01,H4,Z047,representative,isoka,muchinga,False
3,8031512,153.31,2708.0,,,,1,-3.7,FAM,164,C01,F6,Z077,representative,mafinga,muchinga,True
3,8031765,142.26,2020.0,153.23,434.0,0.21485148514851485,3,-3.7,FAM,164,C01,D6,Z070,clonal,mushindano,northwestern,False
3,8031772,144.5,5939.0,,,,1,-3.7,FAM,164,C01,A8,Z094,representative,mushindano,northwestern,False
3,8031773,153.31,1617.0,,,,1,-3.7,FAM,164,C01,H3,Z032,clonal,mushindano,northwestern,False
3,8031811,153.28,842.0,,,,1,-3.7,FAM,164,C01,H7,Z093,representative,chavuma,northwestern,True
3,8032013,150.0,5316.0,,,,1,-3.7,FAM,164,C01,C8,Z100,clonal,mushindano,northwestern,False
3,8032032,163.59,4738.0,,,,1,-3.7,FAM,164,C01,B8,Z098,representative,mwinilunga,northwestern,False
3,8032055,153.23,3634.0,,,,1,-3.7,FAM,164,C01,G1,Z004,representative,manyinga,northwestern,True
3,8032265,148.98,1375.0,,,,1,-3.7,FAM,164,C01,H9,Z115,clonal,senanga,western,False
3,8032277,,,,,,0,-3.7,FAM,164,C01,B10,Z117,clonal,mongu,western,True
3,8032294,144.5,7890.0,,,,1,-3.7,FAM,164,C01,E9,Z112,clonal,kaoma,western,False
3,8032319,153.25,4426.0,,,,1,-3.7,FAM,164,C01,F9,Z113,representative,mitete,western,True
3,8032330,153.23,2188.0,,,,1,-3.7,FAM,164,C01,A10,Z116,representative,kalabo,western,False
3,8032335,153.23,3931.0,,,,1,-3.7,FAM,164,C01,D9,Z111,representative,nalolo,western,False
3,8032343,153.2,4874.0,,,,1,-3.7,FAM,164,C01,C4,Z035,representative,shangombo,western,True
3,8032348,148.98,5582.0,,,,1,-3.7,FAM,164,C01,G9,Z114,clonal,sikongo,western,False
3,8032526,146.64,6311.0,,,,1,-3.7,FAM,164,C01,B11,Z127,representative,mongu,western,False
3,8032527,146.76,5868.0,,,,1,-3.7,FAM,164,C01,D11,Z131,representative,mongu,western,False
3,8032541,146.76,2264.0,,,,1,-3.7,FAM,164,C01,E11,Z132,representative,limulunga,western,False
3,8032558,153.19,1007.0,,,,1,-3.7,FAM,164,C01,C11,Z130,representative,luampa,western,True
3,8032579,148.97,379.0,,,,1,-3.7,FAM,164,C01,B6,Z065,clonal,nalolo,western,False
3,8032583,153.28,5886.0,,,,1,-3.7,FAM,164,C01,E6,Z071,clonal,nalolo,western,False
3,8032589,151.0,7949.0,,,,1,-3.7,FAM,164,C01,C6,Z069,representative,shangombo,western,False
3,8033342,146.85,4315.0,,,,1,-3.7,FAM,164,C01,H6,Z081,representative,mambwe,eastern,False
3,8033344,161.51,2875.0,,,,1,-3.7,FAM,164,C01,A7,Z082,representative,mambwe,eastern,False
3,8033369,159.43,364.0,,,,1,-3.7,FAM,164,C01,B7,Z084,representative,mambwe,eastern,False
3,8033385,153.2,762.0,,,,1,-3.7,FAM,164,C01,C7,Z085,representative,mambwe,eastern,False
3,8033415,157.36,7501.0,,,,1,-3.7,FAM,164,C01,B5,Z050,representative,mambwe,eastern,False
3,8034000,146.78,6107.0,,,,1,-3.7,FAM,164,C01,E10,Z121,clonal,sesheke,western,False
3,8034002,148.96,7722.0,,,,1,-3.7,FAM,164,C01,B4,Z034,clonal,sesheke,western,False
3,8034003,148.97,3584.0,,,,1,-3.7,FAM,164,C01,A11,Z125,clonal,sesheke,western,False
3,8034004,146.78,7357.0,,,,1,-3.7,FAM,164,C01,F10,Z122,clonal,sesheke,western,False
3,8034006,182.37,360.0,,,,1,-3.7,FAM,164,C01,C10,Z119,clonal,sesheke,western,False
3,8034007,153.34,5667.0,,,,1,-3.7,FAM,164,C01,G10,Z123,clonal,sesheke,western,False
3,8034008,146.85,3806.0,,,,1,-3.7,FAM,164,C01,H10,Z124,representative,sesheke,western,False
3,8034009,153.29,4415.0,,,,1,-3.7,FAM,164,C01,D10,Z120,clonal,sesheke,western,True
3,8034014,148.97,7299.0,,,,1,-3.7,FAM,164,C01,F7,Z088,representative,sesheke,western,False
3,8034015,,,,,,0,-3.7,FAM,164,C01,G7,Z089,representative,sesheke,western,False
3,8034017,153.31,7996.0,,,,1,-3.7,FAM,164,C01,F2,Z015,representative,sesheke,western,False
3,8034024,146.67,7621.0,,,,1,-3.7,FAM,164,C01,A6,Z063,representative,sesheke,western,False
3,8034025,153.17,7322.0,,,,1,-3.7,FAM,164,C01,A3,Z020,clonal,sesheke,western,True
3,8034026,146.78,4799.0,,,,1,-3.7,FAM,164,C01,H5,Z062,representative,sesheke,western,False
3,8034028,153.22,7336.0,,,,1,-3.7,FAM,164,C01,B3,Z021,clonal,sesheke,western,True
3,8034030,151.26,578.0,155.37,272.0,0.47058823529411764,2,-3.7,FAM,164,C01,F3,Z028,representative,sesheke,western,True
3,8034031,146.75,8094.0,,,,1,-3.7,FAM,164,C01,E4,Z038,clonal,sesheke,western,False
3,8034036,153.31,8000.0,,,,1,-3.7,FAM,164,C01,F4,Z042,representative,sesheke,western,True
3,8034039,148.98,7589.0,,,,1,-3.7,FAM,164,C01,F8,Z104,representative,sesheke,western,False
3,8034040,146.85,6525.0,,,,1,-3.7,FAM,164,C01,H8,Z107,representative,sesheke,western,False
3,8034042,153.26,4018.0,,,,1,-3.7,FAM,164,C01,G8,Z106,representative,sesheke,western,True
3,8034044,153.29,7612.0,,,,1,-3.7,FAM,164,C01,E8,Z103,representative,sesheke,western,True
3,8034045,153.23,6697.0,,,,1,-3.7,FAM,164,C01,D8,Z102,representative,sesheke,western,True
3,8034048,148.89,5276.0,,,,1,-3.7,FAM,164,C01,A9,Z108,representative,sesheke,western,True
3,8034049,144.45,6334.0,,,,1,-3.7,FAM,164,C01,C9,Z110,representative,sesheke,western,False
3,8034050,144.49,8077.0,,,,1,-3.7,FAM,164,C01,D2,Z012,clonal,sesheke,western,False
3,8034052,146.71,7858.0,,,,1,-3.7,FAM,164,C01,B9,Z109,representative,sesheke,western,False
3,8034059,153.23,7675.0,,,,1,-3.7,FAM,164,C01,E1,Z002,clonal,sesheke,western,True
3,1012426,293.92,1674.0,,,,1,31.0,HEX,300,C01,H2,Z018,representative,mufumbwe,northwestern,True
3,1012521,293.71,1474.0,,,,1,31.0,HEX,300,C01,D12,Z144,clonal,zambezi,northwestern,False
3,1012556,293.67,3302.0,,,,1,31.0,HEX,300,C01,B2,Z008,clonal,zambezi,northwestern,False
3,1046675,302.82,7863.0,,,,1,31.0,HEX,300,C01,D5,Z058,representative,luampa,western,True
3,1046677,293.72,7877.0,,,,1,31.0,HEX,300,C01,G5,Z061,clonal,luampa,western,False
3,1046678,293.63,1985.0,,,,1,31.0,HEX,300,C01,C5,Z057,representative,luampa,western,True
3,1046680,293.65,4082.0,,,,1,31.0,HEX,300,C01,C2,Z011,clonal,luampa,western,True
3,1046689,293.65,2558.0,,,,1,31.0,HEX,300,C01,A5,Z048,representative,luampa,western,True
3,1046718,293.78,3460.0,,,,1,31.0,HEX,300,C01,E5,Z059,representative,luampa,western,True
3,1046728,302.97,274.0,,,,1,31.0,HEX,300,C01,F5,Z060,representative,luampa,western,False
3,5053742,293.84,320.0,,,,1,31.0,HEX,300,C01,G4,Z043,representative,sikongo,western,True
3,5053837,293.83,1200.0,,,,1,31.0,HEX,300,C01,H1,Z005,representative,solwezi,northwestern,False
3,8010683,302.95,653.0,,,,1,31.0,HEX,300,C01,D1,Z001,representative,chipata,eastern,False
3,8010843,303.01,7820.0,,,,1,31.0,HEX,300,C01,D7,Z086,representative,shiwang'andu,muchinga,False
3,8012421,293.77,1742.0,,,,1,31.0,HEX,300,C01,F1,Z003,representative,vubwi,eastern,False
3,8013498,303.13,3858.0,,,,1,31.0,HEX,300,C01,G2,Z016,representative,chipata,eastern,False
3,8013676,312.44,6611.0,,,,1,31.0,HEX,300,C01,G6,Z079,representative,chipata,eastern,False
3,8013681,302.97,1573.0,,,,1,31.0,HEX,300,C01,E7,Z087,representative,chipata,eastern,False
3,8019456,293.79,1129.0,,,,1,31.0,HEX,300,C01,G3,Z030,clonal,kasempa,northwestern,True
3,8021039,330.84,1638.0,,,,1,31.0,HEX,300,C01,A4,Z033,clonal,kasempa,northwestern,True
3,8021930,293.72,958.0,,,,1,31.0,HEX,300,C01,D4,Z037,representative,kaoma,western,True
3,8021932,302.99,5266.0,,,,1,31.0,HEX,300,C01,G11,Z138,representative,kaoma,western,False
3,8021934,293.76,3165.0,,,,1,31.0,HEX,300,C01,F11,Z137,representative,kaoma,western,True
3,8021935,293.6,7847.0,,,,1,31.0,HEX,300,C01,D3,Z025,representative,kaoma,western,False
3,8022279,321.41,7502.0,,,,1,31.0,HEX,300,C01,A2,Z007,representative,lumezi,eastern,False
3,8023299,303.08,269.0,,,,1,31.0,HEX,300,C01,E2,Z013,representative,mushindano,northwestern,False
3,8023320,293.75,2910.0,,,,1,31.0,HEX,300,C01,E3,Z026,clonal,manyinga,northwestern,True
3,8023334,293.73,3754.0,,,,1,31.0,HEX,300,C01,H11,Z140,representative,manyinga,northwestern,False
3,8023337,,,,,,0,31.0,HEX,300,C01,B12,Z142,representative,manyinga,northwestern,True
3,8023345,330.74,3058.0,,,,1,31.0,HEX,300,C01,C12,Z143,clonal,manyinga,northwestern,False
3,8023348,293.76,2957.0,,,,1,31.0,HEX,300,C01,E12,Z145,representative,manyinga,northwestern,True
3,8023349,293.68,1425.0,,,,1,31.0,HEX,300,C01,A12,Z141,clonal,manyinga,northwestern,False
3,8023430,293.64,2499.0,,,,1,31.0,HEX,300,C01,C3,Z024,clonal,kabompo,northwestern,True
3,8031271,,,,,,0,31.0,HEX,300,C01,H4,Z047,representative,isoka,muchinga,False
3,8031512,293.8,409.0,,,,1,31.0,HEX,300,C01,F6,Z077,representative,mafinga,muchinga,True
3,8031765,303.0,163.0,,,,1,31.0,HEX,300,C01,D6,Z070,clonal,mushindano,northwestern,False
3,8031772,302.99,2375.0,,,,1,31.0,HEX,300,C01,A8,Z094,representative,mushindano,northwestern,False
3,8031773,312.37,628.0,303.09,567.0,0.9028662420382165,2,31.0,HEX,300,C01,H3,Z032,clonal,mushindano,northwestern,False
3,8031811,,,,,,0,31.0,HEX,300,C01,H7,Z093,representative,chavuma,northwestern,True
3,8032013,302.93,1999.0,,,,1,31.0,HEX,300,C01,C8,Z100,clonal,mushindano,northwestern,False
3,8032032,302.92,3286.0,,,,1,31.0,HEX,300,C01,B8,Z098,representative,mwinilunga,northwestern,False
3,8032055,,,,,,0,31.0,HEX,300,C01,G1,Z004,representative,manyinga,northwestern,True
3,8032265,293.81,298.0,,,,1,31.0,HEX,300,C01,H9,Z115,clonal,senanga,western,False
3,8032277,,,,,,0,31.0,HEX,300,C01,B10,Z117,clonal,mongu,western,True
3,8032294,302.96,8001.0,,,,1,31.0,HEX,300,C01,E9,Z112,clonal,kaoma,western,False
3,8032319,293.75,3218.0,,,,1,31.0,HEX,300,C01,F9,Z113,representative,mitete,western,True
3,8032330,312.23,684.0,,,,1,31.0,HEX,300,C01,A10,Z116,representative,kalabo,western,False
3,8032335,312.29,1647.0,,,,1,31.0,HEX,300,C01,D9,Z111,representative,nalolo,western,False
3,8032343,293.75,2346.0,,,,1,31.0,HEX,300,C01,C4,Z035,representative,shangombo,western,True
3,8032348,302.99,3770.0,,,,1,31.0,HEX,300,C01,G9,Z114,clonal,sikongo,western,False
3,8032526,293.65,2091.0,,,,1,31.0,HEX,300,C01,B11,Z127,representative,mongu,western,False
3,8032527,293.75,3037.0,,,,1,31.0,HEX,300,C01,D11,Z131,representative,mongu,western,False
3,8032541,302.96,1054.0,,,,1,31.0,HEX,300,C01,E11,Z132,representative,limulunga,western,False
3,8032558,293.61,278.0,,,,1,31.0,HEX,300,C01,C11,Z130,representative,luampa,western,True
