well,sample_id,drug,conc_nm,replicate,au
A1,8036314,dha,250.0,1,0.51
A2,8036314,dha,250.0,2,0.5
A3,8036314,lum,1000.0,1,0.57
A4,8036314,lum,1000.0,2,0.58
A5,8036315,dha,250.0,1,0.6
A6,8036315,dha,250.0,2,0.58
A7,8036315,lum,1000.0,1,0.6
A8,8036315,lum,1000.0,2,0.57
A9,8036316,dha,250.0,1,1.07
A10,8036316,dha,250.0,2,1.02
A11,8036316,lum,1000.0,1,1.02
A12,8036316,lum,1000.0,2,0.89
B1,8036314,dha,83.33333333333333,1,0.49
B2,8036314,dha,83.33333333333333,2,0.49
B3,8036314,lum,333.3333333333333,1,0.57
B4,8036314,lum,333.3333333333333,2,0.58
B5,8036315,dha,83.33333333333333,1,0.56
B6,8036315,dha,83.33333333333333,2,0.57
B7,8036315,lum,333.3333333333333,1,0.56
B8,8036315,lum,333.3333333333333,2,0.54
B9,8036316,dha,83.33333333333333,1,1.04
B10,8036316,dha,83.33333333333333,2,1.05
B11,8036316,lum,333.3333333333333,1,1.04
B12,8036316,lum,333.3333333333333,2,0.93
C1,8036314,dha,27.77777777777778,1,0.51
C2,8036314,dha,27.77777777777778,2,0.5
C3,8036314,lum,111.11111111111111,1,0.55
C4,8036314,lum,111.11111111111111,2,0.56
C5,8036315,dha,27.77777777777778,1,0.54
C6,8036315,dha,27.77777777777778,2,0.58
C7,8036315,lum,111.11111111111111,1,0.58
C8,8036315,lum,111.11111111111111,2,0.55
C9,8036316,dha,27.77777777777778,1,1.04
C10,8036316,dha,27.77777777777778,2,0.99
C11,8036316,lum,111.11111111111111,1,1.02
C12,8036316,lum,111.11111111111111,2,0.98
D1,8036314,dha,9.25925925925926,1,0.49
D2,8036314,dha,9.25925925925926,2,0.5
D3,8036314,lum,37.03703703703704,1,0.55
D4,8036314,lum,37.03703703703704,2,0.55
D5,8036315,dha,9.25925925925926,1,0.54
D6,8036315,dha,9.25925925925926,2,0.53
D7,8036315,lum,37.03703703703704,1,0.57
D8,8036315,lum,37.03703703703704,2,0.54
D9,8036316,dha,9.25925925925926,1,1.06
D10,8036316,dha,9.25925925925926,2,1.02
D11,8036316,lum,37.03703703703704,1,1.08
D12,8036316,lum,37.03703703703704,2,0.98
E1,8036314,dha,3.0864197530864197,1,0.52
E2,8036314,dha,3.0864197530864197,2,0.52
E3,8036314,lum,12.345679012345679,1,0.57
E4,8036314,lum,12.345679012345679,2,0.57
E5,8036315,dha,3.0864197530864197,1,0.56
E6,8036315,dha,3.0864197530864197,2,0.55
E7,8036315,lum,12.345679012345679,1,0.56
E8,8036315,lum,12.345679012345679,2,0.52
E9,8036316,dha,3.0864197530864197,1,1.0
E10,8036316,dha,3.0864197530864197,2,1.01
E11,8036316,lum,12.345679012345679,1,1.13
E12,8036316,lum,12.345679012345679,2,1.07
F1,8036314,dha,1.02880658436214,1,0.55
F2,8036314,dha,1.02880658436214,2,0.55
F3,8036314,lum,4.11522633744856,1,0.77
F4,8036314,lum,4.11522633744856,2,0.74
F5,8036315,dha,1.02880658436214,1,0.54
F6,8036315,dha,1.02880658436214,2,0.52
F7,8036315,lum,4.11522633744856,1,0.55
F8,8036315,lum,4.11522633744856,2,0.53
F9,8036316,dha,1.02880658436214,1,1.02
F10,8036316,dha,1.02880658436214,2,1.01
F11,8036316,lum,4.11522633744856,1,1.19
F12,8036316,lum,4.11522633744856,2,1.06
G1,8036314,dha,0.3429355281207133,1,0.72
G2,8036314,dha,0.3429355281207133,2,0.68
G3,8036314,lum,1.3717421124828533,1,0.86
G4,8036314,lum,1.3717421124828533,2,0.87
G5,8036315,dha,0.3429355281207133,1,0.58
G6,8036315,dha,0.3429355281207133,2,0.53
G7,8036315,lum,1.3717421124828533,1,0.54
G8,8036315,lum,1.3717421124828533,2,0.51
G9,8036316,dha,0.3429355281207133,1,1.01
G10,8036316,dha,0.3429355281207133,2,1.03
G11,8036316,lum,1.3717421124828533,1,1.17
G12,8036316,lum,1.3717421124828533,2,1.09
H1,8036314,dha,0.0,1,0.79
H2,8036314,dha,0.0,2,0.78
H3,8036314,lum,0.0,1,0.85
H4,8036314,lum,0.0,2,0.83
H5,8036315,dha,0.0,1,0.55
H6,8036315,dha,0.0,2,0.53
H7,8036315,lum,0.0,1,0.53
H8,8036315,lum,0.0,2,0.51
H9,8036316,dha,0.0,1,1.15
H10,8036316,dha,0.0,2,1.12
H11,8036316,lum,0.0,1,1.08
H12,8036316,lum,0.0,2,1.04
