barcode,n_processed_fastq,sample_id
barcode01,15,3D7
barcode02,15,Dd2
barcode03,15,HB3
barcode04,15,IPC3445
barcode05,15,Human
barcode06,15,NTC
barcode07,15,8034000
barcode08,15,8034001
barcode09,15,8034002
barcode10,15,8034003
barcode11,15,8034004
barcode12,15,8034005
barcode13,15,8034006
barcode14,15,8034007
barcode15,15,8034008
barcode16,15,8034009
barcode17,15,8034010
barcode18,15,8034011
barcode19,15,8034012
barcode20,15,8034013
barcode21,15,8034014
barcode22,15,8034015
barcode23,15,8034016
barcode24,15,8034017
barcode25,15,8034018
barcode26,15,8034019
barcode27,15,8034020
barcode28,15,8034021
barcode29,15,8034022
barcode30,15,8034023
barcode31,15,8034024
barcode32,15,8034025
barcode33,15,8034026
barcode34,15,8034027
barcode35,15,8034028
barcode36,15,8034029
barcode37,15,8034030
barcode38,15,8034031
barcode39,15,8034032
barcode40,15,8034033
barcode41,15,8034034
barcode42,15,8034035
barcode43,15,8034036
barcode44,15,8034037
barcode45,15,8034038
barcode46,15,8034039
barcode47,15,8034040
barcode48,15,8034041
barcode49,15,8034042
barcode50,15,8034043
barcode51,15,8034044
barcode52,15,8034045
barcode53,15,8034046
barcode54,15,8034047
barcode55,15,8034048
barcode56,15,8034049
barcode57,15,8034050
barcode58,15,8034051
barcode59,15,8034052
barcode60,15,8034053
barcode61,15,8034054
barcode62,15,8034055
barcode63,15,8034056
barcode64,15,8034057
barcode65,15,8034058
barcode66,15,8034059
barcode67,15,8034060
barcode68,15,8034061
unclassified,15,unclassified
