n_total,n_mapped,n_primary,n_secondary,n_supplementary,n_unmapped,barcode,sample_id
64870,60148,59124,553,471,4722,barcode01,3D7
40253,33987,33657,112,218,6266,barcode02,Dd2
27130,26316,25961,153,202,814,barcode03,HB3
34981,33401,32823,188,390,1580,barcode04,IPC3445
19472,29,14,11,4,19443,barcode05,Human
712,5,5,0,0,707,barcode06,NTC
47108,44791,44062,366,363,2317,barcode07,8034000
2969,952,942,8,2,2017,barcode08,8034001
34332,32929,32158,424,347,1403,barcode09,8034002
49863,46825,45817,614,394,3038,barcode10,8034003
41522,39687,38922,444,321,1835,barcode11,8034004
9316,1532,1529,0,3,7784,barcode12,8034005
10563,1080,1070,5,5,9483,barcode13,8034006
36830,35551,34812,447,292,1279,barcode14,8034007
24386,22849,22383,339,127,1537,barcode15,8034008
30745,29692,29222,268,202,1053,barcode16,8034009
31745,30336,29740,313,283,1409,barcode17,8034010
5780,40,31,9,0,5740,barcode18,8034011
22312,20238,19815,282,141,2074,barcode19,8034012
27809,26835,26286,311,238,974,barcode20,8034013
27042,26187,25478,467,242,855,barcode21,8034014
10712,7646,7301,314,31,3066,barcode22,8034015
35271,34348,33260,760,328,923,barcode23,8034016
24038,22852,22234,332,286,1186,barcode24,8034017
21834,20638,20272,233,133,1196,barcode25,8034018
25505,24276,23895,195,186,1229,barcode26,8034019
22658,22145,21825,196,124,513,barcode27,8034020
15941,28,18,10,0,15913,barcode28,8034021
31011,30414,29875,348,191,597,barcode29,8034022
4240,652,641,7,4,3588,barcode30,8034023
34763,33848,33183,414,251,915,barcode31,8034024
16845,16429,16001,265,163,416,barcode32,8034025
32735,31436,30793,483,160,1299,barcode33,8034026
2427,8,8,0,0,2419,barcode34,8034027
26789,25995,25475,217,303,794,barcode35,8034028
27901,26219,25683,379,157,1682,barcode36,8034029
8995,4088,4007,62,19,4907,barcode37,8034030
34299,33050,32437,379,234,1249,barcode38,8034031
41691,40497,39639,568,290,1194,barcode39,8034032
3221,6,6,0,0,3215,barcode40,8034033
22619,21859,21463,255,141,760,barcode41,8034034
3070,61,61,0,0,3009,barcode42,8034035
25317,24748,24290,277,181,569,barcode43,8034036
23992,23177,22655,330,192,815,barcode44,8034037
28353,27409,26825,379,205,944,barcode45,8034038
30355,29282,28747,317,218,1073,barcode46,8034039
27982,27308,26793,316,199,674,barcode47,8034040
20027,19429,19115,155,159,598,barcode48,8034041
27243,24827,24401,234,192,2416,barcode49,8034042
39787,37586,36927,447,212,2201,barcode50,8034043
50098,48124,47173,597,354,1974,barcode51,8034044
44700,42942,42031,567,344,1758,barcode52,8034045
51785,49570,48552,769,249,2215,barcode53,8034046
49967,48045,47314,456,275,1922,barcode54,8034047
86377,83543,82093,1123,327,2834,barcode55,8034048
67937,66420,65351,592,477,1517,barcode56,8034049
33429,32582,32024,335,223,847,barcode57,8034050
19752,19329,18872,291,166,423,barcode58,8034051
38519,37737,37050,393,294,782,barcode59,8034052
28908,27831,27218,456,157,1077,barcode60,8034053
28033,26993,26467,373,153,1040,barcode61,8034054
27223,26498,25996,325,177,725,barcode62,8034055
48445,47265,46277,683,305,1180,barcode63,8034056
1468,8,8,0,0,1460,barcode64,8034057
30072,29038,28538,279,221,1034,barcode65,8034058
24595,24027,23640,175,212,568,barcode66,8034059
29322,28009,27520,357,132,1313,barcode67,8034060
20641,19550,19165,258,127,1091,barcode68,8034061
89369,79961,77681,1088,1192,9408,unclassified,unclassified
