well,sample_id,drug,conc_nm,replicate,au
A1,8036462,dha,250.0,1,1.03
A2,8036462,dha,250.0,2,1.07
A3,8036462,lum,1000.0,1,1.16
A4,8036462,lum,1000.0,2,1.14
A5,8036464,dha,250.0,1,0.8
A6,8036464,dha,250.0,2,0.81
A7,8036464,lum,1000.0,1,0.79
A8,8036464,lum,1000.0,2,0.81
A9,8036466,dha,250.0,1,0.62
A10,8036466,dha,250.0,2,0.6
A11,8036466,lum,1000.0,1,0.63
A12,8036466,lum,1000.0,2,0.55
B1,8036462,dha,62.5,1,1.02
B2,8036462,dha,62.5,2,1.0
B3,8036462,lum,250.0,1,1.07
B4,8036462,lum,250.0,2,1.11
B5,8036464,dha,62.5,1,0.76
B6,8036464,dha,62.5,2,0.74
B7,8036464,lum,250.0,1,0.77
B8,8036464,lum,250.0,2,0.77
B9,8036466,dha,62.5,1,0.59
B10,8036466,dha,62.5,2,0.59
B11,8036466,lum,250.0,1,0.62
B12,8036466,lum,250.0,2,0.57
C1,8036462,dha,15.625,1,1.05
C2,8036462,dha,15.625,2,1.09
C3,8036462,lum,62.5,1,1.08
C4,8036462,lum,62.5,2,1.1
C5,8036464,dha,15.625,1,0.77
C6,8036464,dha,15.625,2,0.83
C7,8036464,lum,62.5,1,0.81
C8,8036464,lum,62.5,2,0.79
C9,8036466,dha,15.625,1,0.64
C10,8036466,dha,15.625,2,0.62
C11,8036466,lum,62.5,1,0.61
C12,8036466,lum,62.5,2,0.62
D1,8036462,dha,3.90625,1,1.08
D2,8036462,dha,3.90625,2,1.08
D3,8036462,lum,15.625,1,1.21
D4,8036462,lum,15.625,2,1.27
D5,8036464,dha,3.90625,1,0.77
D6,8036464,dha,3.90625,2,0.76
D7,8036464,lum,15.625,1,1.08
D8,8036464,lum,15.625,2,1.1
D9,8036466,dha,3.90625,1,0.61
D10,8036466,dha,3.90625,2,0.64
D11,8036466,lum,15.625,1,0.71
D12,8036466,lum,15.625,2,0.79
E1,8036462,dha,0.9765625,1,1.12
E2,8036462,dha,0.9765625,2,1.2
E3,8036462,lum,3.90625,1,1.12
E4,8036462,lum,3.90625,2,1.15
E5,8036464,dha,0.9765625,1,1.05
E6,8036464,dha,0.9765625,2,0.82
E7,8036464,lum,3.90625,1,1.04
E8,8036464,lum,3.90625,2,0.74
E9,8036466,dha,0.9765625,1,0.86
E10,8036466,dha,0.9765625,2,0.93
E11,8036466,lum,3.90625,1,1.48
E12,8036466,lum,3.90625,2,1.41
F1,8036462,dha,0.244140625,1,1.08
F2,8036462,dha,0.244140625,2,1.18
F3,8036462,lum,0.9765625,1,1.39
F4,8036462,lum,0.9765625,2,1.6
F5,8036464,dha,0.244140625,1,1.43
F6,8036464,dha,0.244140625,2,0.77
F7,8036464,lum,0.9765625,1,0.81
F8,8036464,lum,0.9765625,2,0.77
F9,8036466,dha,0.244140625,1,0.67
F10,8036466,dha,0.244140625,2,0.67
F11,8036466,lum,0.9765625,1,1.63
F12,8036466,lum,0.9765625,2,1.62
G1,8036462,dha,0.06103515625,1,1.35
G2,8036462,dha,0.06103515625,2,1.26
G3,8036462,lum,0.244140625,1,1.41
G4,8036462,lum,0.244140625,2,1.44
G5,8036464,dha,0.06103515625,1,0.85
G6,8036464,dha,0.06103515625,2,1.57
G7,8036464,lum,0.244140625,1,1.05
G8,8036464,lum,0.244140625,2,1.34
G9,8036466,dha,0.06103515625,1,0.66
G10,8036466,dha,0.06103515625,2,0.65
G11,8036466,lum,0.244140625,1,1.65
G12,8036466,lum,0.244140625,2,0.64
H1,8036462,dha,0.0,1,1.47
H2,8036462,dha,0.0,2,1.04
H3,8036462,lum,0.0,1,1.03
H4,8036462,lum,0.0,2,1.5
H5,8036464,dha,0.0,1,1.26
H6,8036464,dha,0.0,2,1.32
H7,8036464,lum,0.0,1,0.79
H8,8036464,lum,0.0,2,1.59
H9,8036466,dha,0.0,1,0.91
H10,8036466,dha,0.0,2,1.62
H11,8036466,lum,0.0,1,1.69
H12,8036466,lum,0.0,2,1.67
