barcode,n_processed_fastq,sample_id
barcode01,107,3D7
barcode02,107,Dd2
barcode03,107,HB3
barcode04,107,IPC3445
barcode05,107,IPC3663
barcode06,107,Human
barcode07,107,NTC1
barcode08,93,NTC
barcode09,107,8023335
barcode10,107,8023345
barcode11,107,8023346
barcode12,107,8023322
barcode13,107,8023338
barcode14,107,8023348
barcode15,107,8023321
barcode16,107,8023347
barcode17,107,1040820
barcode18,107,8023342
barcode19,107,8023285
barcode20,107,1012270
barcode21,107,8023250
barcode22,107,8023260
barcode23,107,1012320
barcode24,107,8023251
barcode25,107,8023249
barcode26,107,8023417
barcode27,107,8023441
barcode28,107,8023430
barcode29,107,8023434
barcode30,107,8023421
barcode31,107,8023438
barcode32,107,8023442
barcode33,107,8023427
barcode34,107,8023420
barcode35,107,8023436
barcode36,107,8023351
barcode37,107,8023419
barcode38,107,8023437
barcode39,107,8023432
barcode40,5,8023426
barcode41,107,8023440
barcode42,107,1012421
barcode43,107,1012435
barcode44,107,1012434
barcode45,107,1012422
barcode46,107,1012415
barcode47,107,1012416
barcode48,107,1012440
barcode49,107,1012424
barcode50,107,1012419
barcode51,107,1012447
barcode52,107,1012431
barcode53,107,1012449
barcode54,107,1012428
barcode55,107,1012427
barcode56,107,1012426
barcode57,107,1012430
barcode58,107,1012450
barcode59,107,1012423
barcode60,107,1012425
barcode61,107,1012420
barcode62,107,1012443
barcode63,107,1012438
barcode64,107,1012433
barcode65,107,1012444
barcode66,107,1012436
barcode67,107,1012418
barcode68,107,1012374
barcode69,107,1012383
barcode70,107,1012385
barcode71,107,1012394
barcode72,107,1012382
barcode73,107,1012386
barcode74,107,1012353
barcode75,107,1012375
barcode76,107,1012346
barcode77,107,1012349
barcode78,107,1012342
barcode79,107,1012402
barcode80,107,1012343
barcode81,107,1012368
barcode82,107,1012407
barcode83,107,1012358
barcode84,107,1012381
barcode85,107,1012362
barcode86,107,1012364
barcode87,107,1012387
barcode88,107,1012363
barcode89,107,8021832
barcode90,107,8021848
barcode91,107,8021849
barcode92,107,8021863
barcode93,107,8021866
barcode94,107,8021867
barcode95,107,8021884
barcode96,107,8021899
unclassified,107,unclassified
