n_total,n_mapped,n_primary,n_secondary,n_supplementary,n_unmapped,barcode,sample_id
24453,23453,23019,323,111,1000,barcode01,3D7a
18073,16925,16508,361,56,1148,barcode02,Dd2a
14149,13079,12790,234,55,1070,barcode03,HB3a
22906,22301,21658,336,307,605,barcode04,IPC3445a
18721,18234,17388,524,322,487,barcode05,IPC3663a
3866,3,3,0,0,3863,barcode06,Humana
1478,10,9,0,1,1468,barcode07,NTCa
1369,4,4,0,0,1365,barcode08,NTCb
38437,37493,35998,1356,139,944,barcode09,1039196
16693,16337,15854,438,45,356,barcode10,1039181
36325,35681,34495,1052,134,644,barcode11,1039198
643,2,2,0,0,641,barcode12,1039183
29067,28499,27589,768,142,568,barcode13,1039151
35274,34567,33243,1186,138,707,barcode14,1039172
22846,22057,21101,870,86,789,barcode15,1039157
33990,33528,32272,1152,104,462,barcode16,1039153
27838,27248,26350,806,92,590,barcode17,8021793
21723,20917,20129,717,71,806,barcode18,8021802
35739,34697,33272,1303,122,1042,barcode19,1039191
29653,29345,28319,902,124,308,barcode20,8021801
32212,31507,30577,820,110,705,barcode21,8021795
15908,13749,13207,509,33,2159,barcode22,8021792
32883,32394,31270,1005,119,489,barcode23,8021789
28569,27561,26257,1209,95,1008,barcode24,8021803
12193,11619,10978,606,35,574,barcode25,1039178
16803,16049,15368,642,39,754,barcode26,8021798
10464,10185,9607,547,31,279,barcode27,1039179
7478,6914,6508,396,10,564,barcode28,8021796
31068,30595,29482,1018,95,473,barcode29,8021800
28012,27522,26233,1201,88,490,barcode30,8021799
31306,30953,29934,882,137,353,barcode31,8021790
17778,17409,16706,663,40,369,barcode32,1039147
19614,19184,18436,672,76,430,barcode33,8021788
17789,17348,16594,699,55,441,barcode34,1039149
18263,17945,17028,822,95,318,barcode35,1039197
20711,19873,19059,729,85,838,barcode36,1039190
1094,12,6,0,6,1082,barcode37,1039177
21114,19968,17647,2296,25,1146,barcode38,4043605
24134,23590,22460,1066,64,544,barcode39,4043679
29797,29280,27200,1976,104,517,barcode40,4043674
22960,22432,21185,1162,85,528,barcode41,4043612
20397,20070,19018,965,87,327,barcode42,4043630
20833,20019,17971,2007,41,814,barcode43,4043609
26354,25772,24851,847,74,582,barcode44,4043681
26627,25915,24801,983,131,712,barcode45,4043677
30593,29656,27324,2235,97,937,barcode46,4043673
39434,38969,37972,824,173,465,barcode47,4043683
29952,29448,28191,1123,134,504,barcode48,4043669
24855,23917,23341,410,166,938,barcode49,3D7
22251,20152,19380,646,126,2099,barcode50,Dd2
20861,19419,18848,419,152,1442,barcode51,HB3
32026,31301,30191,589,521,725,barcode52,IPC3445
37060,36181,34325,1208,648,879,barcode53,IPC3663
1642,11,6,5,0,1631,barcode54,Human
1418,4,4,0,0,1414,barcode55,NTC1
1192,7,6,0,1,1185,barcode56,NTC2
38158,37628,35834,1564,230,530,barcode57,4043675
31827,31409,30039,1185,185,418,barcode58,4043666
24925,24288,23096,1097,95,637,barcode59,4043668
40352,39646,37779,1658,209,706,barcode60,4043616
23957,22973,21763,1036,174,984,barcode61,4043623
17870,17449,16870,487,92,421,barcode62,4043619
42042,41209,39367,1626,216,833,barcode63,4043628
38763,37567,35898,1439,230,1196,barcode64,4043613
9565,9041,8774,241,26,524,barcode65,4043608
5722,5326,5060,248,18,396,barcode66,4043626
16689,16177,15625,448,104,512,barcode67,4043617
33147,32533,31033,1344,156,614,barcode68,4043627
9244,8353,7846,463,44,891,barcode69,4043625
2907,1597,1557,35,5,1310,barcode70,1038996
8247,7437,7096,297,44,810,barcode71,8035520
8822,8016,7723,263,30,806,barcode72,1038998
6220,5232,4971,245,16,988,barcode73,1039023
9245,7841,7363,442,36,1404,barcode74,1038993
13593,11861,11535,225,101,1732,barcode75,1039024
14824,13234,12668,492,74,1590,barcode76,1038997
16219,15299,14662,567,70,920,barcode77,1039033
12291,10934,10560,317,57,1357,barcode78,1039027
29040,27271,25980,1175,116,1769,barcode79,1039025
18218,17293,16689,528,76,925,barcode80,1039022
24083,23398,22429,825,144,685,barcode81,1039021
27870,26996,25707,1108,181,874,barcode82,8035511
11655,10273,9778,431,64,1382,barcode83,1039029
27673,26307,25260,825,222,1366,barcode84,1039037
36602,33604,32280,1129,195,2998,barcode85,1039032
21372,20610,19645,853,112,762,barcode86,4043515
49977,49211,47357,1537,317,766,barcode87,4043509
20988,19289,18985,236,68,1699,barcode88,4043506
2607,1775,1702,68,5,832,barcode89,4043511
21105,20546,19788,588,170,559,barcode90,4043510
8793,8368,8220,77,71,425,barcode91,4043505
36190,35615,34175,1214,226,575,barcode92,4043502
35316,34587,33016,1336,235,729,barcode93,4043508
33831,32110,31373,467,270,1721,barcode94,4043568
12615,12132,11726,348,58,483,barcode95,8035515
23578,22466,21754,473,239,1112,barcode96,8035504
142026,133998,128920,4138,940,8028,unclassified,unclassified
