n_total,n_mapped,n_primary,n_secondary,n_supplementary,n_unmapped,barcode,sample_id
131695,121131,115464,1406,4261,10564,barcode01,3D7
82533,68052,64485,893,2674,14481,barcode02,Dd2
84545,82334,78507,618,3209,2211,barcode03,HB3
89721,86946,81938,1387,3621,2775,barcode04,IPC3663
11834,5,5,0,0,11829,barcode05,Human
241,11,11,0,0,230,barcode06,NTC
47682,44963,42941,950,1072,2719,barcode07,5053815
7191,6642,6392,152,98,549,barcode08,8012209
19370,16304,15467,666,171,3066,barcode09,8012710
10612,9417,8759,596,62,1195,barcode10,8012713
56317,52743,48876,3464,403,3574,barcode11,8012714
73322,72189,70368,1129,692,1133,barcode12,8012717
83228,80499,76058,3541,900,2729,barcode13,8012718
25042,23057,21676,1010,371,1985,barcode14,8012719
18666,15749,15049,538,162,2917,barcode15,8012720
4783,4037,3803,202,32,746,barcode16,8012721
80090,76562,73217,1910,1435,3528,barcode17,8012724
54936,53445,51605,1019,821,1491,barcode18,8012725
49771,46123,44751,864,508,3648,barcode19,8012728
50588,48468,46962,909,597,2120,barcode20,8012729
89365,86460,82762,2014,1684,2905,barcode21,8012730
76693,73314,70292,1588,1434,3379,barcode22,8012731
29467,26744,25177,1140,427,2723,barcode23,8012732
11365,7845,7425,389,31,3520,barcode24,8012733
157086,152526,147518,2517,2491,4560,barcode25,8012736
71720,69325,66789,1258,1278,2395,barcode26,8012737
74592,72995,70646,1192,1157,1597,barcode27,8012738
158113,154548,148443,4389,1716,3565,barcode28,8012739
51168,48014,45681,1722,611,3154,barcode29,8012740
2373,424,404,18,2,1949,barcode30,8032413
72177,69213,66123,1946,1144,2964,barcode31,8032484
36320,33822,32402,792,628,2498,barcode32,8036113
980,573,561,5,7,407,barcode33,8036125
141902,132508,127998,2159,2351,9394,barcode34,8036126
87063,80450,77048,1757,1645,6613,barcode35,8036127
78019,74547,71923,1416,1208,3472,barcode36,8036131
33459,31585,30566,706,313,1874,barcode37,8036133
50997,46995,45577,677,741,4002,barcode38,8036138
122864,118916,115191,1945,1780,3948,barcode39,8036139
16743,12422,12092,230,100,4321,barcode40,8036141
52958,45684,44121,910,653,7274,barcode41,8036151
79318,76618,73454,1577,1587,2700,barcode42,8036158
71455,68326,65004,1882,1440,3129,barcode43,8036160
8256,5645,5482,142,21,2611,barcode44,8036164
10781,6924,6685,181,58,3857,barcode45,8036166
16190,13924,13381,325,218,2266,barcode46,8036182
34202,32767,31620,409,738,1435,barcode47,8036188
4763,3035,2930,73,32,1728,barcode48,8036189
26274,23655,22853,606,196,2619,barcode49,8036190
133610,128953,123676,2281,2996,4657,barcode50,8036195
128443,122456,117728,1835,2893,5987,barcode51,8036204
15895,13166,12865,201,100,2729,barcode52,8010859
131361,126599,121658,1642,3299,4762,barcode53,8010860
80756,77409,74788,864,1757,3347,barcode54,8010861
140323,137168,132258,1798,3112,3155,barcode55,8010862
127587,123836,118573,1888,3375,3751,barcode56,8010863
30613,27774,26866,645,263,2839,barcode57,8010864
2267,793,753,27,13,1474,barcode58,8010866
122380,118417,113858,2543,2016,3963,barcode59,8010867
116123,112729,108619,1516,2594,3394,barcode60,8010868
87954,83034,79820,1323,1891,4920,barcode61,8010869
52123,49671,47807,856,1008,2452,barcode62,8010870
79018,72665,68753,2792,1120,6353,barcode63,8010871
130001,124564,119303,2447,2814,5437,barcode64,8010872
236641,219576,210297,4256,5023,17065,unclassified,unclassified
