expt_id_PCR,expt_date_PCR,expt_user_PCR,expt_version_PCR,expt_assay,expt_notes_PCR,expt_summary_PCR,expt_rxns_PCR,pcr_primers,pcr_primersource,pcr_targetpanel,template_vol,pcr_enzyme,pcr_product_ngul,expt_id_seqlib,expt_date_seqlib,expt_user_seqlib,expt_sub-type,expt_version_seqlib,expt_notes_seqlib,expt_summary_seqlib,expt_rxns_seqlib,pcr_product_targetmass_per_sample_ng,pcr_product_maxvol_ul,library_dnaconc_ngul,seq_platform,flowcell_targetmass_ng,flowcell_maxvol_ul,flowcell_id,flowcell_chemistry,flowcell_status,flowcell_checkpores,flowcell_runlength_hrs,flowcell_prevusage_hrs,seqlib_identifier,barcode,pcrproductadded_vol_ul,sample_id,extraction_id,pcr_identifier,swga_identifier,sample_type
PCMM079,2025-05-06,Mulenga Mwenda,9,NOMADS_MVP,To perform MVP PCR on 90 samples collected during the HRP2 survey is 2024 Sample Ids DR774 to DR897,HRP2 2024_Batch7,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,7.17,SLMM075,2025-05-08,Mulenga Mwenda,rapid,2,To sequence HRPs survey posistive samples from PCMM079,HRP22024_Batch7,96,200,10,,,800,12,,,,,,,SLMM075_A1,barcode01,10,3D7,3D7,PCMM079_A1,,Positive
PCMM079,2025-05-06,Mulenga Mwenda,9,NOMADS_MVP,To perform MVP PCR on 90 samples collected during the HRP2 survey is 2024 Sample Ids DR774 to DR897,HRP2 2024_Batch7,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,38.4,SLMM075,2025-05-08,Mulenga Mwenda,rapid,2,To sequence HRPs survey posistive samples from PCMM079,HRP22024_Batch7,96,200,10,,,800,12,,,,,,,SLMM075_B1,barcode02,10,Dd2,Dd2,PCMM079_B1,,Positive
PCMM079,2025-05-06,Mulenga Mwenda,9,NOMADS_MVP,To perform MVP PCR on 90 samples collected during the HRP2 survey is 2024 Sample Ids DR774 to DR897,HRP2 2024_Batch7,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,25.5,SLMM075,2025-05-08,Mulenga Mwenda,rapid,2,To sequence HRPs survey posistive samples from PCMM079,HRP22024_Batch7,96,200,10,,,800,12,,,,,,,SLMM075_C1,barcode03,10,HB3,HB3,PCMM079_C1,,Positive
PCMM079,2025-05-06,Mulenga Mwenda,9,NOMADS_MVP,To perform MVP PCR on 90 samples collected during the HRP2 survey is 2024 Sample Ids DR774 to DR897,HRP2 2024_Batch7,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,1.11,SLMM075,2025-05-08,Mulenga Mwenda,rapid,2,To sequence HRPs survey posistive samples from PCMM079,HRP22024_Batch7,96,200,10,,,800,12,,,,,,,SLMM075_D1,barcode04,10,humanDNA,humanDNA,PCMM079_D1,,Negative
PCMM079,2025-05-06,Mulenga Mwenda,9,NOMADS_MVP,To perform MVP PCR on 90 samples collected during the HRP2 survey is 2024 Sample Ids DR774 to DR897,HRP2 2024_Batch7,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0.132,SLMM075,2025-05-08,Mulenga Mwenda,rapid,2,To sequence HRPs survey posistive samples from PCMM079,HRP22024_Batch7,96,200,10,,,800,12,,,,,,,SLMM075_E1,barcode05,10,PCR_NTC1,NTC1,PCMM079_E1,,Negative
PCMM079,2025-05-06,Mulenga Mwenda,9,NOMADS_MVP,To perform MVP PCR on 90 samples collected during the HRP2 survey is 2024 Sample Ids DR774 to DR897,HRP2 2024_Batch7,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,11.6,SLMM075,2025-05-08,Mulenga Mwenda,rapid,2,To sequence HRPs survey posistive samples from PCMM079,HRP22024_Batch7,96,200,10,,,800,12,,,,,,,SLMM075_F1,barcode06,10,01039149,DR773,PCMM079_F1,,Field
PCMM079,2025-05-06,Mulenga Mwenda,9,NOMADS_MVP,To perform MVP PCR on 90 samples collected during the HRP2 survey is 2024 Sample Ids DR774 to DR897,HRP2 2024_Batch7,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0.283,SLMM075,2025-05-08,Mulenga Mwenda,rapid,2,To sequence HRPs survey posistive samples from PCMM079,HRP22024_Batch7,96,200,10,,,800,12,,,,,,,SLMM075_G1,barcode07,10,01039197,DR774,PCMM079_G1,,Field
PCMM079,2025-05-06,Mulenga Mwenda,9,NOMADS_MVP,To perform MVP PCR on 90 samples collected during the HRP2 survey is 2024 Sample Ids DR774 to DR897,HRP2 2024_Batch7,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0.0878,SLMM075,2025-05-08,Mulenga Mwenda,rapid,2,To sequence HRPs survey posistive samples from PCMM079,HRP22024_Batch7,96,200,10,,,800,12,,,,,,,SLMM075_H1,barcode08,10,01039154,DR775,PCMM079_H1,,Field
PCMM079,2025-05-06,Mulenga Mwenda,9,NOMADS_MVP,To perform MVP PCR on 90 samples collected during the HRP2 survey is 2024 Sample Ids DR774 to DR897,HRP2 2024_Batch7,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,12.4,SLMM075,2025-05-08,Mulenga Mwenda,rapid,2,To sequence HRPs survey posistive samples from PCMM079,HRP22024_Batch7,96,200,10,,,800,12,,,,,,,SLMM075_A2,barcode09,10,01039190,DR776,PCMM079_A2,,Field
PCMM079,2025-05-06,Mulenga Mwenda,9,NOMADS_MVP,To perform MVP PCR on 90 samples collected during the HRP2 survey is 2024 Sample Ids DR774 to DR897,HRP2 2024_Batch7,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0.623,SLMM075,2025-05-08,Mulenga Mwenda,rapid,2,To sequence HRPs survey posistive samples from PCMM079,HRP22024_Batch7,96,200,10,,,800,12,,,,,,,SLMM075_B2,barcode10,10,01039177,DR778,PCMM079_B2,,Field
PCMM079,2025-05-06,Mulenga Mwenda,9,NOMADS_MVP,To perform MVP PCR on 90 samples collected during the HRP2 survey is 2024 Sample Ids DR774 to DR897,HRP2 2024_Batch7,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,7.39,SLMM075,2025-05-08,Mulenga Mwenda,rapid,2,To sequence HRPs survey posistive samples from PCMM079,HRP22024_Batch7,96,200,10,,,800,12,,,,,,,SLMM075_C2,barcode11,10,4043605,DR779,PCMM079_C2,,Field
PCMM079,2025-05-06,Mulenga Mwenda,9,NOMADS_MVP,To perform MVP PCR on 90 samples collected during the HRP2 survey is 2024 Sample Ids DR774 to DR897,HRP2 2024_Batch7,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,2.18,SLMM075,2025-05-08,Mulenga Mwenda,rapid,2,To sequence HRPs survey posistive samples from PCMM079,HRP22024_Batch7,96,200,10,,,800,12,,,,,,,SLMM075_D2,barcode12,10,4043610,DR784,PCMM079_D2,,Field
PCMM079,2025-05-06,Mulenga Mwenda,9,NOMADS_MVP,To perform MVP PCR on 90 samples collected during the HRP2 survey is 2024 Sample Ids DR774 to DR897,HRP2 2024_Batch7,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,2.19,SLMM075,2025-05-08,Mulenga Mwenda,rapid,2,To sequence HRPs survey posistive samples from PCMM079,HRP22024_Batch7,96,200,10,,,800,12,,,,,,,SLMM075_E2,barcode13,10,4043678,DR785,PCMM079_E2,,Field
PCMM079,2025-05-06,Mulenga Mwenda,9,NOMADS_MVP,To perform MVP PCR on 90 samples collected during the HRP2 survey is 2024 Sample Ids DR774 to DR897,HRP2 2024_Batch7,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,8.73,SLMM075,2025-05-08,Mulenga Mwenda,rapid,2,To sequence HRPs survey posistive samples from PCMM079,HRP22024_Batch7,96,200,10,,,800,12,,,,,,,SLMM075_F2,barcode14,10,4043679,DR788,PCMM079_F2,,Field
PCMM079,2025-05-06,Mulenga Mwenda,9,NOMADS_MVP,To perform MVP PCR on 90 samples collected during the HRP2 survey is 2024 Sample Ids DR774 to DR897,HRP2 2024_Batch7,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,13.7,SLMM075,2025-05-08,Mulenga Mwenda,rapid,2,To sequence HRPs survey posistive samples from PCMM079,HRP22024_Batch7,96,200,10,,,800,12,,,,,,,SLMM075_G2,barcode15,10,4043674,DR789,PCMM079_G2,,Field
PCMM079,2025-05-06,Mulenga Mwenda,9,NOMADS_MVP,To perform MVP PCR on 90 samples collected during the HRP2 survey is 2024 Sample Ids DR774 to DR897,HRP2 2024_Batch7,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,23.6,SLMM075,2025-05-08,Mulenga Mwenda,rapid,2,To sequence HRPs survey posistive samples from PCMM079,HRP22024_Batch7,96,200,10,,,800,12,,,,,,,SLMM075_H2,barcode16,10,4043612,DR791,PCMM079_H2,,Field
PCMM079,2025-05-06,Mulenga Mwenda,9,NOMADS_MVP,To perform MVP PCR on 90 samples collected during the HRP2 survey is 2024 Sample Ids DR774 to DR897,HRP2 2024_Batch7,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0.125,SLMM075,2025-05-08,Mulenga Mwenda,rapid,2,To sequence HRPs survey posistive samples from PCMM079,HRP22024_Batch7,96,200,10,,,800,12,,,,,,,SLMM075_A3,barcode17,10,4043629,DR792,PCMM079_A3,,Field
PCMM079,2025-05-06,Mulenga Mwenda,9,NOMADS_MVP,To perform MVP PCR on 90 samples collected during the HRP2 survey is 2024 Sample Ids DR774 to DR897,HRP2 2024_Batch7,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,33.4,SLMM075,2025-05-08,Mulenga Mwenda,rapid,2,To sequence HRPs survey posistive samples from PCMM079,HRP22024_Batch7,96,200,10,,,800,12,,,,,,,SLMM075_B3,barcode18,10,4043630,DR794,PCMM079_B3,,Field
PCMM079,2025-05-06,Mulenga Mwenda,9,NOMADS_MVP,To perform MVP PCR on 90 samples collected during the HRP2 survey is 2024 Sample Ids DR774 to DR897,HRP2 2024_Batch7,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,6.72,SLMM075,2025-05-08,Mulenga Mwenda,rapid,2,To sequence HRPs survey posistive samples from PCMM079,HRP22024_Batch7,96,200,10,,,800,12,,,,,,,SLMM075_C3,barcode19,10,4043609,DR796,PCMM079_C3,,Field
PCMM079,2025-05-06,Mulenga Mwenda,9,NOMADS_MVP,To perform MVP PCR on 90 samples collected during the HRP2 survey is 2024 Sample Ids DR774 to DR897,HRP2 2024_Batch7,96,N004,,Pf-03-9,,KAPA HiFi ReadyMix,0.721,SLMM075,2025-05-08,Mulenga Mwenda,rapid,2,To sequence HRPs survey posistive samples from PCMM079,HRP22024_Batch7,96,200,10,,,800,12,,,,,,,SLMM075_D3,barcode20,10,4043667,DR798,PCMM079_D3,,Field
