well,sample_id,drug,conc_nm,replicate,au
A1,8036424,dha,250.0,1,0.84
A2,8036424,dha,250.0,2,0.89
A3,8036424,lum,1000.0,1,0.96
A4,8036424,lum,1000.0,2,0.92
A5,8036425,dha,250.0,1,1.24
A6,8036425,dha,250.0,2,1.27
A7,8036425,lum,1000.0,1,1.36
A8,8036425,lum,1000.0,2,1.25
A9,8036426,dha,250.0,1,3.51
A10,8036426,dha,250.0,2,3.47
A11,8036426,lum,1000.0,1,3.56
A12,8036426,lum,1000.0,2,3.18
B1,8036424,dha,62.5,1,0.84
B2,8036424,dha,62.5,2,0.81
B3,8036424,lum,250.0,1,0.9
B4,8036424,lum,250.0,2,1.04
B5,8036425,dha,62.5,1,1.19
B6,8036425,dha,62.5,2,1.22
B7,8036425,lum,250.0,1,1.21
B8,8036425,lum,250.0,2,1.19
B9,8036426,dha,62.5,1,3.54
B10,8036426,dha,62.5,2,3.46
B11,8036426,lum,250.0,1,3.56
B12,8036426,lum,250.0,2,3.31
C1,8036424,dha,15.625,1,0.85
C2,8036424,dha,15.625,2,0.84
C3,8036424,lum,62.5,1,0.93
C4,8036424,lum,62.5,2,0.97
C5,8036425,dha,15.625,1,1.17
C6,8036425,dha,15.625,2,1.22
C7,8036425,lum,62.5,1,1.27
C8,8036425,lum,62.5,2,1.18
C9,8036426,dha,15.625,1,3.52
C10,8036426,dha,15.625,2,3.38
C11,8036426,lum,62.5,1,3.63
C12,8036426,lum,62.5,2,3.37
D1,8036424,dha,3.90625,1,0.86
D2,8036424,dha,3.90625,2,0.81
D3,8036424,lum,15.625,1,1.14
D4,8036424,lum,15.625,2,1.24
D5,8036425,dha,3.90625,1,1.18
D6,8036425,dha,3.90625,2,1.22
D7,8036425,lum,15.625,1,1.4
D8,8036425,lum,15.625,2,1.34
D9,8036426,dha,3.90625,1,3.49
D10,8036426,dha,3.90625,2,3.45
D11,8036426,lum,15.625,1,4.22
D12,8036426,lum,15.625,2,3.95
E1,8036424,dha,0.9765625,1,1.25
E2,8036424,dha,0.9765625,2,1.35
E3,8036424,lum,3.90625,1,1.76
E4,8036424,lum,3.90625,2,1.81
E5,8036425,dha,0.9765625,1,1.6
E6,8036425,dha,0.9765625,2,1.46
E7,8036425,lum,3.90625,1,1.71
E8,8036425,lum,3.90625,2,1.62
E9,8036426,dha,0.9765625,1,4.07
E10,8036426,dha,0.9765625,2,4.18
E11,8036426,lum,3.90625,1,4.83
E12,8036426,lum,3.90625,2,4.45
F1,8036424,dha,0.244140625,1,1.57
F2,8036424,dha,0.244140625,2,1.64
F3,8036424,lum,0.9765625,1,1.87
F4,8036424,lum,0.9765625,2,1.88
F5,8036425,dha,0.244140625,1,1.72
F6,8036425,dha,0.244140625,2,1.59
F7,8036425,lum,0.9765625,1,1.76
F8,8036425,lum,0.9765625,2,1.71
F9,8036426,dha,0.244140625,1,4.86
F10,8036426,dha,0.244140625,2,4.69
F11,8036426,lum,0.9765625,1,4.83
F12,8036426,lum,0.9765625,2,4.46
G1,8036424,dha,0.06103515625,1,1.72
G2,8036424,dha,0.06103515625,2,1.66
G3,8036424,lum,0.244140625,1,1.95
G4,8036424,lum,0.244140625,2,1.83
G5,8036425,dha,0.06103515625,1,1.8
G6,8036425,dha,0.06103515625,2,1.75
G7,8036425,lum,0.244140625,1,1.71
G8,8036425,lum,0.244140625,2,1.64
G9,8036426,dha,0.06103515625,1,4.67
G10,8036426,dha,0.06103515625,2,4.63
G11,8036426,lum,0.244140625,1,4.74
G12,8036426,lum,0.244140625,2,4.24
H1,8036424,dha,0.0,1,1.73
H2,8036424,dha,0.0,2,1.79
H3,8036424,lum,0.0,1,1.85
H4,8036424,lum,0.0,2,1.96
H5,8036425,dha,0.0,1,1.82
H6,8036425,dha,0.0,2,1.75
H7,8036425,lum,0.0,1,1.76
H8,8036425,lum,0.0,2,1.71
H9,8036426,dha,0.0,1,4.57
H10,8036426,dha,0.0,2,4.43
H11,8036426,lum,0.0,1,4.22
H12,8036426,lum,0.0,2,4.06
