n_total,n_mapped,n_primary,n_secondary,n_supplementary,n_unmapped,barcode,sample_id
28562,25187,24627,479,81,3375,barcode01,3D7
75327,65994,64162,1381,451,9333,barcode02,Dd2
59737,54788,53708,749,331,4949,barcode03,HB3
101994,99784,97448,993,1343,2210,barcode04,IPC3445
8607,15,13,2,0,8592,barcode05,Human
561,273,268,5,0,288,barcode06,NTC
75906,73932,72273,1095,564,1974,barcode07,8012613
71768,70024,68388,1091,545,1744,barcode08,8012618
85041,82010,79625,1831,554,3031,barcode09,8012619
82248,80304,77686,2000,618,1944,barcode10,8012620
108523,105955,102938,2351,666,2568,barcode11,8012622
55297,54453,52694,1424,335,844,barcode12,8012624
82501,80383,78321,1475,587,2118,barcode13,8012625
72771,71071,68762,1908,401,1700,barcode14,8012635
53011,50711,49531,791,389,2300,barcode15,8012660
82359,80238,78285,1458,495,2121,barcode16,8012671
60137,58407,56878,1101,428,1730,barcode17,8021583
54741,53341,51635,1498,208,1400,barcode18,8013842
55229,52378,50945,1160,273,2851,barcode19,8013843
53089,52227,50720,1104,403,862,barcode20,8013851
10302,1492,1334,152,6,8810,barcode21,8013856
80432,77155,75041,1515,599,3277,barcode22,8013857
35797,33065,31291,1618,156,2732,barcode23,8013859
109006,105472,102777,1751,944,3534,barcode24,8013860
71262,68202,66212,1617,373,3060,barcode25,8013861
99527,97168,94832,1618,718,2359,barcode26,8013863
53555,52539,50449,1834,256,1016,barcode27,8013869
82170,76195,73493,2354,348,5975,barcode28,8013877
79743,78503,76364,1676,463,1240,barcode29,8013880
81883,79741,77270,1979,492,2142,barcode30,8013882
9664,1340,1324,12,4,8324,barcode31,8013886
56906,55496,54218,1049,229,1410,barcode32,8013888
90328,88794,86532,1488,774,1534,barcode33,8013889
50858,49707,48661,794,252,1151,barcode34,8022509
73,70,63,7,0,3,barcode35,8022513
48557,46014,43621,2133,260,2543,barcode36,8022515
86681,85171,82875,1632,664,1510,barcode37,8022516
88118,85752,83598,1506,648,2366,barcode38,8022518
82975,81307,79437,1343,527,1668,barcode39,8022521
74421,72929,71237,1187,505,1492,barcode40,8022525
56897,53601,51672,1685,244,3296,barcode41,8022526
72610,71402,69696,1309,397,1208,barcode42,8022528
52278,49069,47003,1793,273,3209,barcode43,8022531
68269,66447,63818,2343,286,1822,barcode44,8022539
40497,35936,34433,1375,128,4561,barcode45,8022540
93741,91854,89588,1666,600,1887,barcode46,8022543
73231,71931,70190,1327,414,1300,barcode47,8022545
83193,81080,79144,1348,588,2113,barcode48,8022550
60892,58721,57160,1115,446,2171,barcode49,8022552
94674,92804,90286,1778,740,1870,barcode50,8022555
78662,76808,74375,1888,545,1854,barcode51,8022556
38642,37373,34615,2656,102,1269,barcode52,8022557
24466,21843,20723,1065,55,2623,barcode53,8022558
20966,19388,18814,492,82,1578,barcode54,8022559
74395,72610,70558,1768,284,1785,barcode55,8022563
66597,64859,62673,1899,287,1738,barcode56,8022564
42960,41007,39078,1802,127,1953,barcode57,8022569
34059,32803,31226,1470,107,1256,barcode58,8022571
88268,86020,83731,1954,335,2248,barcode59,8022577
37153,35236,33687,1495,54,1917,barcode60,8022581
84514,81052,78971,1682,399,3462,barcode61,8022667
35274,34372,33548,566,258,902,barcode62,8022670
81165,78947,77193,1301,453,2218,barcode63,8022673
54556,51062,49840,1102,120,3494,barcode64,8022675
51188,49709,48542,1012,155,1479,barcode65,8022676
54604,53769,52232,1207,330,835,barcode66,8022677
78694,76921,74579,1959,383,1773,barcode67,8022683
2409,30,29,1,0,2379,barcode68,8022685
48916,47122,45397,1532,193,1794,barcode69,8022686
70230,68516,66544,1490,482,1714,barcode70,8022687
70127,68372,66755,1112,505,1755,barcode71,8023146
16027,14347,13710,605,32,1680,barcode72,8023148
558,207,206,0,1,351,barcode73,8023149
68127,66693,65076,1389,228,1434,barcode74,8023151
78944,76171,73759,2045,367,2773,barcode75,8023152
24023,22340,21025,1213,102,1683,barcode76,8023153
37303,36306,34647,1507,152,997,barcode77,8023154
14066,13145,12630,473,42,921,barcode78,8023156
53327,51638,50423,1020,195,1689,barcode79,8023158
25121,23910,23228,583,99,1211,barcode80,8023159
73729,72130,70467,1301,362,1599,barcode81,8023160
57771,55540,53692,1556,292,2231,barcode82,8023161
94952,93182,90721,1782,679,1770,barcode83,8023163
18549,17553,16378,1113,62,996,barcode84,8023165
272192,255705,248088,5274,2343,16487,unclassified,unclassified
