barcode,n_processed_fastq,sample_id
barcode01,106,3D7
barcode02,106,Dd2
barcode03,106,HB3
barcode04,106,IPC3445
barcode05,106,Human
barcode06,105,NTC
barcode07,106,8012613
barcode08,106,8012618
barcode09,106,8012619
barcode10,106,8012620
barcode11,106,8012622
barcode12,106,8012624
barcode13,106,8012625
barcode14,106,8012635
barcode15,106,8012660
barcode16,106,8012671
barcode17,106,8021583
barcode18,106,8013842
barcode19,106,8013843
barcode20,106,8013851
barcode21,106,8013856
barcode22,106,8013857
barcode23,106,8013859
barcode24,106,8013860
barcode25,106,8013861
barcode26,106,8013863
barcode27,106,8013869
barcode28,106,8013877
barcode29,106,8013880
barcode30,106,8013882
barcode31,106,8013886
barcode32,106,8013888
barcode33,106,8013889
barcode34,106,8022509
barcode35,64,8022513
barcode36,106,8022515
barcode37,106,8022516
barcode38,106,8022518
barcode39,106,8022521
barcode40,106,8022525
barcode41,106,8022526
barcode42,106,8022528
barcode43,106,8022531
barcode44,106,8022539
barcode45,106,8022540
barcode46,106,8022543
barcode47,106,8022545
barcode48,106,8022550
barcode49,106,8022552
barcode50,106,8022555
barcode51,106,8022556
barcode52,106,8022557
barcode53,106,8022558
barcode54,106,8022559
barcode55,106,8022563
barcode56,106,8022564
barcode57,106,8022569
barcode58,106,8022571
barcode59,106,8022577
barcode60,106,8022581
barcode61,106,8022667
barcode62,106,8022670
barcode63,106,8022673
barcode64,106,8022675
barcode65,106,8022676
barcode66,106,8022677
barcode67,106,8022683
barcode68,106,8022685
barcode69,106,8022686
barcode70,106,8022687
barcode71,106,8023146
barcode72,106,8023148
barcode73,104,8023149
barcode74,106,8023151
barcode75,106,8023152
barcode76,106,8023153
barcode77,106,8023154
barcode78,106,8023156
barcode79,106,8023158
barcode80,106,8023159
barcode81,106,8023160
barcode82,106,8023161
barcode83,106,8023163
barcode84,106,8023165
unclassified,106,unclassified
