expt_id_PCR,expt_date_PCR,expt_user_PCR,expt_version_PCR,expt_assay,expt_notes_PCR,expt_summary_PCR,expt_rxns_PCR,pcr_primers,pcr_primersource,pcr_targetpanel,pcr_template_vol,pcr_enzyme,pcr_product_ngul,expt_id_seqlib,expt_date_seqlib,expt_user_seqlib,expt_sub-type,expt_version_seqlib,expt_notes_seqlib,expt_summary_seqlib,expt_rxns_seqlib,pcr_product_targetmass_per_sample_ng,pcr_product_maxvol_ul,library_dnaconc_ngul,seq_platform,flowcell_targetmass_ng,flowcell_massloaded_ng,flowcell_maxvol_ul,flowcell_id,flowcell_chemistry,flowcell_status,flowcell_checkpores,flowcell_runlength_hrs,flowcell_prevusage_hrs,seqlib_identifier,barcode,pcrproductadded_vol_ul,sample_id,extraction_id,pcr_identifier,swga_identifier,sample_type
PCBM055,2025-07-01,Brenda Mambwe,9,NOMADS_MVP,,HRP2/3_Batch11,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,84.0,SLMM078,2025-07-02,Mulenga Mwenda,rapid,3,To sequence samples from HRP2 2024 survey. Samples were amplified on PCBM055 using MVP primers,HRP22024_Batch11,96,200,10,212,Mk1b,800,800,11,,R10.4.1,New,883,,0,SLMM078_A1,barcode01,10,3D7,3D7,PCBM055_A1,,Positive
PCBM055,2025-07-01,Brenda Mambwe,9,NOMADS_MVP,,HRP2/3_Batch11,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,47.0,SLMM078,2025-07-02,Mulenga Mwenda,rapid,3,To sequence samples from HRP2 2024 survey. Samples were amplified on PCBM055 using MVP primers,HRP22024_Batch11,96,200,10,212,Mk1b,800,800,11,,R10.4.1,New,883,,0,SLMM078_B1,barcode02,10,Dd2,Dd2,PCBM055_B1,,Positive
PCBM055,2025-07-01,Brenda Mambwe,9,NOMADS_MVP,,HRP2/3_Batch11,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,47.4,SLMM078,2025-07-02,Mulenga Mwenda,rapid,3,To sequence samples from HRP2 2024 survey. Samples were amplified on PCBM055 using MVP primers,HRP22024_Batch11,96,200,10,212,Mk1b,800,800,11,,R10.4.1,New,883,,0,SLMM078_C1,barcode03,10,HB3,HB3,PCBM055_C1,,Positive
PCBM055,2025-07-01,Brenda Mambwe,9,NOMADS_MVP,,HRP2/3_Batch11,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,85.4,SLMM078,2025-07-02,Mulenga Mwenda,rapid,3,To sequence samples from HRP2 2024 survey. Samples were amplified on PCBM055 using MVP primers,HRP22024_Batch11,96,200,10,212,Mk1b,800,800,11,,R10.4.1,New,883,,0,SLMM078_D1,barcode04,10,IPC3445,IPC3445,PCBM055_D1,,Positive
PCBM055,2025-07-01,Brenda Mambwe,9,NOMADS_MVP,,HRP2/3_Batch11,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,86.2,SLMM078,2025-07-02,Mulenga Mwenda,rapid,3,To sequence samples from HRP2 2024 survey. Samples were amplified on PCBM055 using MVP primers,HRP22024_Batch11,96,200,10,212,Mk1b,800,800,11,,R10.4.1,New,883,,0,SLMM078_E1,barcode05,10,IPC3663,IPC3663,PCBM055_E1,,Positive
PCBM055,2025-07-01,Brenda Mambwe,9,NOMADS_MVP,,HRP2/3_Batch11,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,4.82,SLMM078,2025-07-02,Mulenga Mwenda,rapid,3,To sequence samples from HRP2 2024 survey. Samples were amplified on PCBM055 using MVP primers,HRP22024_Batch11,96,200,10,212,Mk1b,800,800,11,,R10.4.1,New,883,,0,SLMM078_F1,barcode06,10,Human,Human,PCBM055_F1,,Negative
PCBM055,2025-07-01,Brenda Mambwe,9,NOMADS_MVP,,HRP2/3_Batch11,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,0.0788,SLMM078,2025-07-02,Mulenga Mwenda,rapid,3,To sequence samples from HRP2 2024 survey. Samples were amplified on PCBM055 using MVP primers,HRP22024_Batch11,96,200,10,212,Mk1b,800,800,11,,R10.4.1,New,883,,0,SLMM078_G1,barcode07,10,NTC1,NTC1,PCBM055_G1,,Negative
PCBM055,2025-07-01,Brenda Mambwe,9,NOMADS_MVP,,HRP2/3_Batch11,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,0.0146,SLMM078,2025-07-02,Mulenga Mwenda,rapid,3,To sequence samples from HRP2 2024 survey. Samples were amplified on PCBM055 using MVP primers,HRP22024_Batch11,96,200,10,212,Mk1b,800,800,11,,R10.4.1,New,883,,0,SLMM078_H1,barcode08,10,NTC,NTC,PCBM055_H1,,Negative
PCBM055,2025-07-01,Brenda Mambwe,9,NOMADS_MVP,,HRP2/3_Batch11,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,120.0,SLMM078,2025-07-02,Mulenga Mwenda,rapid,3,To sequence samples from HRP2 2024 survey. Samples were amplified on PCBM055 using MVP primers,HRP22024_Batch11,96,200,10,212,Mk1b,800,800,11,,R10.4.1,New,883,,0,SLMM078_A2,barcode09,10,8023335,DR586,PCBM055_A2,,Field
PCBM055,2025-07-01,Brenda Mambwe,9,NOMADS_MVP,,HRP2/3_Batch11,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,70.6,SLMM078,2025-07-02,Mulenga Mwenda,rapid,3,To sequence samples from HRP2 2024 survey. Samples were amplified on PCBM055 using MVP primers,HRP22024_Batch11,96,200,10,212,Mk1b,800,800,11,,R10.4.1,New,883,,0,SLMM078_B2,barcode10,10,8023345,DR587,PCBM055_B2,,Field
