well,sample_id,drug,conc_nm,replicate,au
A1,8036385,dha,250.0,1,0.94
A2,8036385,dha,250.0,2,0.9
A3,8036385,lum,1000.0,1,1.0
A4,8036385,lum,1000.0,2,0.99
A5,8036387,dha,250.0,1,0.68
A6,8036387,dha,250.0,2,0.66
A7,8036387,lum,1000.0,1,0.71
A8,8036387,lum,1000.0,2,0.68
A9,8036388,dha,250.0,1,0.97
A10,8036388,dha,250.0,2,0.93
A11,8036388,lum,1000.0,1,0.98
A12,8036388,lum,1000.0,2,0.85
B1,8036385,dha,62.5,1,0.84
B2,8036385,dha,62.5,2,0.82
B3,8036385,lum,250.0,1,0.9
B4,8036385,lum,250.0,2,0.95
B5,8036387,dha,62.5,1,0.63
B6,8036387,dha,62.5,2,0.6
B7,8036387,lum,250.0,1,0.66
B8,8036387,lum,250.0,2,0.63
B9,8036388,dha,62.5,1,0.94
B10,8036388,dha,62.5,2,0.92
B11,8036388,lum,250.0,1,1.02
B12,8036388,lum,250.0,2,0.91
C1,8036385,dha,15.625,1,0.85
C2,8036385,dha,15.625,2,0.84
C3,8036385,lum,62.5,1,0.91
C4,8036385,lum,62.5,2,0.91
C5,8036387,dha,15.625,1,0.61
C6,8036387,dha,15.625,2,0.64
C7,8036387,lum,62.5,1,0.67
C8,8036387,lum,62.5,2,0.62
C9,8036388,dha,15.625,1,0.93
C10,8036388,dha,15.625,2,0.9
C11,8036388,lum,62.5,1,0.96
C12,8036388,lum,62.5,2,0.91
D1,8036385,dha,3.90625,1,0.93
D2,8036385,dha,3.90625,2,0.89
D3,8036385,lum,15.625,1,1.06
D4,8036385,lum,15.625,2,1.05
D5,8036387,dha,3.90625,1,0.63
D6,8036387,dha,3.90625,2,0.61
D7,8036387,lum,15.625,1,0.64
D8,8036387,lum,15.625,2,0.6
D9,8036388,dha,3.90625,1,0.95
D10,8036388,dha,3.90625,2,0.92
D11,8036388,lum,15.625,1,0.95
D12,8036388,lum,15.625,2,0.87
E1,8036385,dha,0.9765625,1,0.95
E2,8036385,dha,0.9765625,2,0.9
E3,8036385,lum,3.90625,1,1.11
E4,8036385,lum,3.90625,2,1.12
E5,8036387,dha,0.9765625,1,0.7
E6,8036387,dha,0.9765625,2,0.68
E7,8036387,lum,3.90625,1,0.89
E8,8036387,lum,3.90625,2,0.8
E9,8036388,dha,0.9765625,1,1.04
E10,8036388,dha,0.9765625,2,1.19
E11,8036388,lum,3.90625,1,1.16
E12,8036388,lum,3.90625,2,1.28
F1,8036385,dha,0.244140625,1,1.05
F2,8036385,dha,0.244140625,2,1.09
F3,8036385,lum,0.9765625,1,1.13
F4,8036385,lum,0.9765625,2,1.18
F5,8036387,dha,0.244140625,1,1.17
F6,8036387,dha,0.244140625,2,1.13
F7,8036387,lum,0.9765625,1,1.29
F8,8036387,lum,0.9765625,2,1.21
F9,8036388,dha,0.244140625,1,2.0
F10,8036388,dha,0.244140625,2,1.99
F11,8036388,lum,0.9765625,1,1.79
F12,8036388,lum,0.9765625,2,1.73
G1,8036385,dha,0.06103515625,1,1.11
G2,8036385,dha,0.06103515625,2,1.08
G3,8036385,lum,0.244140625,1,1.21
G4,8036385,lum,0.244140625,2,1.19
G5,8036387,dha,0.06103515625,1,1.42
G6,8036387,dha,0.06103515625,2,1.34
G7,8036387,lum,0.244140625,1,1.32
G8,8036387,lum,0.244140625,2,1.26
G9,8036388,dha,0.06103515625,1,2.03
G10,8036388,dha,0.06103515625,2,2.01
G11,8036388,lum,0.244140625,1,1.95
G12,8036388,lum,0.244140625,2,1.79
H1,8036385,dha,0.0,1,1.12
H2,8036385,dha,0.0,2,1.07
H3,8036385,lum,0.0,1,1.18
H4,8036385,lum,0.0,2,1.2
H5,8036387,dha,0.0,1,1.4
H6,8036387,dha,0.0,2,1.34
H7,8036387,lum,0.0,1,1.37
H8,8036387,lum,0.0,2,1.34
H9,8036388,dha,0.0,1,1.95
H10,8036388,dha,0.0,2,1.84
H11,8036388,lum,0.0,1,1.86
H12,8036388,lum,0.0,2,1.81
