barcode,n_processed_fastq,sample_id
barcode01,73,3D7
barcode02,73,Dd2
barcode03,73,HB3
barcode04,73,IPC3445
barcode05,72,IPC3663
barcode06,73,Human
barcode07,72,NTC
barcode08,73,8020886
barcode09,73,8020887
barcode10,73,8020888
barcode11,73,8020889
barcode12,73,8020890
barcode13,73,8020891
barcode14,73,8020892
barcode15,73,8020893
barcode16,73,8020894
barcode17,73,8020895
barcode18,72,8020896
barcode19,73,8020897
barcode20,73,8020898
barcode21,72,8020899
barcode22,72,8020900
barcode23,73,8020901
barcode24,73,8020902
barcode25,73,8020903
barcode26,73,8020904
barcode27,73,8020910
barcode28,73,8020905
barcode29,72,8020906
barcode30,73,8020907
barcode31,73,8020909
barcode32,73,8020908
barcode33,72,8030860
barcode34,73,8030861
barcode35,73,8030874
barcode36,72,8030875
barcode37,72,8030883
barcode38,73,8030884
barcode39,73,8030885
barcode40,72,8030887
barcode41,73,8030892
barcode42,72,8030893
barcode43,73,8030896
barcode44,73,8030904
barcode45,72,8030905
barcode46,72,8030907
barcode47,72,8030910
barcode48,73,8011159
barcode49,73,8011162
barcode50,73,8011164
barcode51,73,8011166
barcode52,73,8011167
barcode53,73,8031937
barcode54,72,8031944
barcode55,73,8031945
barcode56,73,8031946
barcode57,73,8031947
barcode58,73,8031948
barcode59,73,8031949
barcode60,73,8031959
barcode61,72,8031960
barcode62,73,8031961
barcode63,73,8031962
barcode64,72,8031963
barcode65,73,8031964
barcode66,73,8031965
barcode67,73,8031966
barcode68,72,8031967
barcode69,73,8031973
barcode70,73,8031975
barcode71,73,8031977
barcode72,72,8031979
barcode73,72,8031980
barcode74,73,8031981
barcode75,73,8031982
barcode76,73,8010682
barcode77,73,8010683
barcode78,73,8010684
barcode79,72,8010689
barcode80,72,8010691
barcode81,72,8010692
barcode82,73,8010694
barcode83,73,8010695
barcode84,72,8010696
barcode85,72,8010698
barcode86,73,8010699
barcode87,73,8010700
barcode88,73,8010702
barcode89,73,8010703
barcode90,72,8010704
barcode91,73,8010705
barcode92,73,8010706
barcode93,73,8010707
barcode94,72,8010708
barcode95,73,8010709
barcode96,73,8010711
unclassified,73,unclassified
