n_total,n_mapped,n_primary,n_secondary,n_supplementary,n_unmapped,barcode,sample_id
226200,219573,214765,1772,3036,6627,barcode01,3D7
110299,98590,95246,984,2360,11709,barcode02,Dd2
148034,139806,136822,1890,1094,8228,barcode03,HB3
87195,84620,81933,1240,1447,2575,barcode04,IPC3445
76268,73744,70036,2296,1412,2524,barcode05,IPC3663
41195,717,619,65,33,40478,barcode06,Human
1867,53,52,0,1,1814,barcode07,NTC
82228,80170,77839,1380,951,2058,barcode08,8020886
110669,106763,102672,2100,1991,3906,barcode09,8020887
113951,108825,104818,1809,2198,5126,barcode10,8020888
101596,97117,91728,1792,3597,4479,barcode11,8020889
84361,82687,80588,1140,959,1674,barcode12,8020890
84519,82077,79447,1544,1086,2442,barcode13,8020891
100051,97247,94023,1842,1382,2804,barcode14,8020892
77698,74891,72302,1357,1232,2807,barcode15,8020893
75882,67803,64775,1685,1343,8079,barcode16,8020894
102486,99811,96545,1886,1380,2675,barcode17,8020895
88801,86715,84467,1311,937,2086,barcode18,8020896
102141,98625,96291,1234,1100,3516,barcode19,8020897
65390,63784,61877,957,950,1606,barcode20,8020898
90383,86598,83918,1749,931,3785,barcode21,8020899
68308,64695,62555,1352,788,3613,barcode22,8020900
88430,85289,82535,981,1773,3141,barcode23,8020901
86225,83874,81200,990,1684,2351,barcode24,8020902
124506,120527,116754,2500,1273,3979,barcode25,8020903
117852,114345,111068,2063,1214,3507,barcode26,8020904
82176,80674,77928,1245,1501,1502,barcode27,8020910
99847,96593,93371,2258,964,3254,barcode28,8020905
96922,94456,91218,2448,790,2466,barcode29,8020906
104656,102026,98802,2238,986,2630,barcode30,8020907
102528,100511,97790,1559,1162,2017,barcode31,8020909
76311,74203,72155,1361,687,2108,barcode32,8020908
10963,54,48,6,0,10909,barcode33,8030860
20053,11670,11341,269,60,8383,barcode34,8030861
53251,49730,48138,1007,585,3521,barcode35,8030874
37415,4029,3548,467,14,33386,barcode36,8030875
17364,79,54,15,10,17285,barcode37,8030883
45599,42625,40598,1668,359,2974,barcode38,8030884
82072,79113,75924,1792,1397,2959,barcode39,8030885
889,8,8,0,0,881,barcode40,8030887
92790,90746,87586,2067,1093,2044,barcode41,8030892
18722,718,713,0,5,18004,barcode42,8030893
48473,111,99,9,3,48362,barcode43,8030896
33605,2587,2578,3,6,31018,barcode44,8030904
23521,3175,3162,8,5,20346,barcode45,8030905
9909,57,56,1,0,9852,barcode46,8030907
56070,54149,51944,1651,554,1921,barcode47,8030910
57757,56064,54414,979,671,1693,barcode48,8011159
51510,49358,47868,960,530,2152,barcode49,8011162
62590,59750,57491,1631,628,2840,barcode50,8011164
63857,61633,58967,1961,705,2224,barcode51,8011166
99392,97402,94891,1663,848,1990,barcode52,8011167
88750,86804,84389,1396,1019,1946,barcode53,8031937
21377,20130,19792,165,173,1247,barcode54,8031944
117097,114795,111917,1530,1348,2302,barcode55,8031945
102078,100571,97576,1830,1165,1507,barcode56,8031946
172876,168113,162512,3203,2398,4763,barcode57,8031947
125016,121673,117883,2158,1632,3343,barcode58,8031948
197553,193230,187251,3879,2100,4323,barcode59,8031949
177162,173150,167382,3669,2099,4012,barcode60,8031959
17302,2330,2320,4,6,14972,barcode61,8031960
146744,142831,139501,1888,1442,3913,barcode62,8031961
243814,237451,230800,4264,2387,6363,barcode63,8031962
24280,1786,1770,3,13,22494,barcode64,8031963
196760,190765,184566,3204,2995,5995,barcode65,8031964
75480,65471,63397,1552,522,10009,barcode66,8031965
157612,151045,145922,3435,1688,6567,barcode67,8031966
70936,38965,37833,1027,105,31971,barcode68,8031967
180458,174174,169247,2750,2177,6284,barcode69,8031973
152352,147364,142939,2554,1871,4988,barcode70,8031975
169658,165799,160933,2371,2495,3859,barcode71,8031977
2725,39,36,1,2,2686,barcode72,8031979
4630,942,941,0,1,3688,barcode73,8031980
120444,118612,114980,2033,1599,1832,barcode74,8031981
96993,94210,91539,1742,929,2783,barcode75,8031982
67741,65801,63871,1272,658,1940,barcode76,8010682
60913,53368,51970,1007,391,7545,barcode77,8010683
50398,47963,46156,1409,398,2435,barcode78,8010684
19966,12451,11974,424,53,7515,barcode79,8010689
1797,409,408,0,1,1388,barcode80,8010691
173588,170007,164409,3378,2220,3581,barcode81,8010692
175920,170859,166506,2424,1929,5061,barcode82,8010694
131367,127084,122516,2948,1620,4283,barcode83,8010695
32593,131,129,0,2,32462,barcode84,8010696
59912,34593,32670,1819,104,25319,barcode85,8010698
99058,96343,93098,1817,1428,2715,barcode86,8010699
212495,205993,198775,4860,2358,6502,barcode87,8010700
201859,197743,191221,4125,2397,4116,barcode88,8010702
90309,87615,84136,2242,1237,2694,barcode89,8010703
5573,55,49,5,1,5518,barcode90,8010704
83125,80409,77221,1771,1417,2716,barcode91,8010705
100871,98014,94848,2101,1065,2857,barcode92,8010706
96895,93864,90684,1914,1266,3031,barcode93,8010707
61385,59898,57111,1397,1390,1487,barcode94,8010708
23556,5373,5363,0,10,18183,barcode95,8010709
73897,72418,69653,1852,913,1479,barcode96,8010711
541210,484998,465412,9145,10441,56212,unclassified,unclassified
