well,sample_id,drug,conc_nm,replicate,au
A1,8036438,dha,250.0,1,4.36
A2,8036438,dha,250.0,2,4.28
A3,8036438,lum,1000.0,1,5.07
A4,8036438,lum,1000.0,2,4.79
A5,8036440,dha,250.0,1,3.61
A6,8036440,dha,250.0,2,3.56
A7,8036440,lum,1000.0,1,3.6
A8,8036440,lum,1000.0,2,3.34
A9,8036441,dha,250.0,1,2.16
A10,8036441,dha,250.0,2,2.07
A11,8036441,lum,1000.0,1,2.17
A12,8036441,lum,1000.0,2,3.29
B1,8036438,dha,62.5,1,4.21
B2,8036438,dha,62.5,2,3.9
B3,8036438,lum,250.0,1,4.66
B4,8036438,lum,250.0,2,4.39
B5,8036440,dha,62.5,1,3.29
B6,8036440,dha,62.5,2,3.19
B7,8036440,lum,250.0,1,3.32
B8,8036440,lum,250.0,2,3.14
B9,8036441,dha,62.5,1,2.12
B10,8036441,dha,62.5,2,2.06
B11,8036441,lum,250.0,1,2.21
B12,8036441,lum,250.0,2,3.05
C1,8036438,dha,15.625,1,4.24
C2,8036438,dha,15.625,2,4.07
C3,8036438,lum,62.5,1,4.65
C4,8036438,lum,62.5,2,4.5
C5,8036440,dha,15.625,1,3.27
C6,8036440,dha,15.625,2,3.28
C7,8036440,lum,62.5,1,3.51
C8,8036440,lum,62.5,2,3.21
C9,8036441,dha,15.625,1,2.19
C10,8036441,dha,15.625,2,2.07
C11,8036441,lum,62.5,1,2.19
C12,8036441,lum,62.5,2,3.46
D1,8036438,dha,3.90625,1,4.38
D2,8036438,dha,3.90625,2,4.2
D3,8036438,lum,15.625,1,4.79
D4,8036438,lum,15.625,2,4.53
D5,8036440,dha,3.90625,1,3.32
D6,8036440,dha,3.90625,2,3.21
D7,8036440,lum,15.625,1,3.44
D8,8036440,lum,15.625,2,3.23
D9,8036441,dha,3.90625,1,2.12
D10,8036441,dha,3.90625,2,2.09
D11,8036441,lum,15.625,1,2.19
D12,8036441,lum,15.625,2,2.88
E1,8036438,dha,0.9765625,1,4.8
E2,8036438,dha,0.9765625,2,4.57
E3,8036438,lum,3.90625,1,5.18
E4,8036438,lum,3.90625,2,5.04
E5,8036440,dha,0.9765625,1,3.44
E6,8036440,dha,0.9765625,2,3.36
E7,8036440,lum,3.90625,1,3.32
E8,8036440,lum,3.90625,2,3.07
E9,8036441,dha,0.9765625,1,2.28
E10,8036441,dha,0.9765625,2,2.25
E11,8036441,lum,3.90625,1,2.76
E12,8036441,lum,3.90625,2,3.52
F1,8036438,dha,0.244140625,1,5.02
F2,8036438,dha,0.244140625,2,4.72
F3,8036438,lum,0.9765625,1,5.53
F4,8036438,lum,0.9765625,2,5.08
F5,8036440,dha,0.244140625,1,3.29
F6,8036440,dha,0.244140625,2,3.2
F7,8036440,lum,0.9765625,1,3.27
F8,8036440,lum,0.9765625,2,3.06
F9,8036441,dha,0.244140625,1,2.86
F10,8036441,dha,0.244140625,2,2.67
F11,8036441,lum,0.9765625,1,2.92
F12,8036441,lum,0.9765625,2,3.88
G1,8036438,dha,0.06103515625,1,4.83
G2,8036438,dha,0.06103515625,2,4.81
G3,8036438,lum,0.244140625,1,5.67
G4,8036438,lum,0.244140625,2,5.01
G5,8036440,dha,0.06103515625,1,3.31
G6,8036440,dha,0.06103515625,2,3.15
G7,8036440,lum,0.244140625,1,3.16
G8,8036440,lum,0.244140625,2,3.01
G9,8036441,dha,0.06103515625,1,2.84
G10,8036441,dha,0.06103515625,2,2.71
G11,8036441,lum,0.244140625,1,2.86
G12,8036441,lum,0.244140625,2,3.83
H1,8036438,dha,0.0,1,4.7
H2,8036438,dha,0.0,2,4.57
H3,8036438,lum,0.0,1,5.65
H4,8036438,lum,0.0,2,4.89
H5,8036440,dha,0.0,1,3.34
H6,8036440,dha,0.0,2,3.2
H7,8036440,lum,0.0,1,3.31
H8,8036440,lum,0.0,2,3.13
H9,8036441,dha,0.0,1,2.75
H10,8036441,dha,0.0,2,2.58
H11,8036441,lum,0.0,1,2.64
H12,8036441,lum,0.0,2,3.33
