well,sample_id,drug,conc_nm,replicate,au
A1,8036268,dha,250.0,1,1.69
A2,8036268,dha,250.0,2,1.74
A3,8036268,lum,1000.0,1,1.85
A4,8036268,lum,1000.0,2,1.88
A5,8036269,dha,250.0,1,2.24
A6,8036269,dha,250.0,2,2.47
A7,8036269,lum,1000.0,1,2.3
A8,8036269,lum,1000.0,2,2.24
A9,8036271,dha,250.0,1,1.57
A10,8036271,dha,250.0,2,1.68
A11,8036271,lum,1000.0,1,1.54
A12,8036271,lum,1000.0,2,1.35
B1,8036268,dha,83.33333333333333,1,1.6
B2,8036268,dha,83.33333333333333,2,1.65
B3,8036268,lum,333.3333333333333,1,1.82
B4,8036268,lum,333.3333333333333,2,1.88
B5,8036269,dha,83.33333333333333,1,2.19
B6,8036269,dha,83.33333333333333,2,2.38
B7,8036269,lum,333.3333333333333,1,2.22
B8,8036269,lum,333.3333333333333,2,2.1
B9,8036271,dha,83.33333333333333,1,1.48
B10,8036271,dha,83.33333333333333,2,1.58
B11,8036271,lum,333.3333333333333,1,1.56
B12,8036271,lum,333.3333333333333,2,1.42
C1,8036268,dha,27.77777777777778,1,1.63
C2,8036268,dha,27.77777777777778,2,1.7
C3,8036268,lum,111.11111111111111,1,1.77
C4,8036268,lum,111.11111111111111,2,1.83
C5,8036269,dha,27.77777777777778,1,2.1
C6,8036269,dha,27.77777777777778,2,2.24
C7,8036269,lum,111.11111111111111,1,2.29
C8,8036269,lum,111.11111111111111,2,2.2
C9,8036271,dha,27.77777777777778,1,1.53
C10,8036271,dha,27.77777777777778,2,1.56
C11,8036271,lum,111.11111111111111,1,1.56
C12,8036271,lum,111.11111111111111,2,1.42
D1,8036268,dha,9.25925925925926,1,1.68
D2,8036268,dha,9.25925925925926,2,1.67
D3,8036268,lum,37.03703703703704,1,1.75
D4,8036268,lum,37.03703703703704,2,1.75
D5,8036269,dha,9.25925925925926,1,2.08
D6,8036269,dha,9.25925925925926,2,2.13
D7,8036269,lum,37.03703703703704,1,2.26
D8,8036269,lum,37.03703703703704,2,2.22
D9,8036271,dha,9.25925925925926,1,1.46
D10,8036271,dha,9.25925925925926,2,1.54
D11,8036271,lum,37.03703703703704,1,1.47
D12,8036271,lum,37.03703703703704,2,1.35
E1,8036268,dha,3.0864197530864197,1,1.64
E2,8036268,dha,3.0864197530864197,2,1.73
E3,8036268,lum,12.345679012345679,1,1.77
E4,8036268,lum,12.345679012345679,2,1.86
E5,8036269,dha,3.0864197530864197,1,2.18
E6,8036269,dha,3.0864197530864197,2,2.24
E7,8036269,lum,12.345679012345679,1,2.25
E8,8036269,lum,12.345679012345679,2,2.15
E9,8036271,dha,3.0864197530864197,1,1.39
E10,8036271,dha,3.0864197530864197,2,1.48
E11,8036271,lum,12.345679012345679,1,1.48
E12,8036271,lum,12.345679012345679,2,1.37
F1,8036268,dha,1.02880658436214,1,1.67
F2,8036268,dha,1.02880658436214,2,1.67
F3,8036268,lum,4.11522633744856,1,1.81
F4,8036268,lum,4.11522633744856,2,1.84
F5,8036269,dha,1.02880658436214,1,2.1
F6,8036269,dha,1.02880658436214,2,2.11
F7,8036269,lum,4.11522633744856,1,2.25
F8,8036269,lum,4.11522633744856,2,2.22
F9,8036271,dha,1.02880658436214,1,1.49
F10,8036271,dha,1.02880658436214,2,1.55
F11,8036271,lum,4.11522633744856,1,1.61
F12,8036271,lum,4.11522633744856,2,1.46
G1,8036268,dha,0.3429355281207133,1,1.67
G2,8036268,dha,0.3429355281207133,2,1.75
G3,8036268,lum,1.3717421124828533,1,1.85
G4,8036268,lum,1.3717421124828533,2,1.84
G5,8036269,dha,0.3429355281207133,1,2.11
G6,8036269,dha,0.3429355281207133,2,2.11
G7,8036269,lum,1.3717421124828533,1,2.18
G8,8036269,lum,1.3717421124828533,2,2.06
G9,8036271,dha,0.3429355281207133,1,1.5
G10,8036271,dha,0.3429355281207133,2,1.59
G11,8036271,lum,1.3717421124828533,1,1.6
G12,8036271,lum,1.3717421124828533,2,1.47
H1,8036268,dha,0.0,1,1.61
H2,8036268,dha,0.0,2,1.69
H3,8036268,lum,0.0,1,1.76
H4,8036268,lum,0.0,2,1.8
H5,8036269,dha,0.0,1,2.21
H6,8036269,dha,0.0,2,2.21
H7,8036269,lum,0.0,1,2.2
H8,8036269,lum,0.0,2,2.18
H9,8036271,dha,0.0,1,1.51
H10,8036271,dha,0.0,2,1.57
H11,8036271,lum,0.0,1,1.47
H12,8036271,lum,0.0,2,1.45
