well,sample_id,drug,conc_nm,replicate,au
A1,8036353,dha,250.0,1,1.82
A2,8036353,dha,250.0,2,1.83
A3,8036353,lum,1000.0,1,2.13
A4,8036353,lum,1000.0,2,2.05
A5,8036354,dha,250.0,1,1.09
A6,8036354,dha,250.0,2,1.06
A7,8036354,lum,1000.0,1,1.1
A8,8036354,lum,1000.0,2,1.1
A9,8036355,dha,250.0,1,0.83
A10,8036355,dha,250.0,2,0.9
A11,8036355,lum,1000.0,1,0.85
A12,8036355,lum,1000.0,2,0.76
B1,8036353,dha,83.33333333333333,1,1.73
B2,8036353,dha,83.33333333333333,2,1.82
B3,8036353,lum,333.3333333333333,1,2.08
B4,8036353,lum,333.3333333333333,2,2.1
B5,8036354,dha,83.33333333333333,1,1.04
B6,8036354,dha,83.33333333333333,2,1.01
B7,8036354,lum,333.3333333333333,1,1.04
B8,8036354,lum,333.3333333333333,2,1.0
B9,8036355,dha,83.33333333333333,1,0.78
B10,8036355,dha,83.33333333333333,2,0.81
B11,8036355,lum,333.3333333333333,1,0.78
B12,8036355,lum,333.3333333333333,2,0.72
C1,8036353,dha,27.77777777777778,1,1.82
C2,8036353,dha,27.77777777777778,2,1.87
C3,8036353,lum,111.11111111111111,1,2.12
C4,8036353,lum,111.11111111111111,2,2.0
C5,8036354,dha,27.77777777777778,1,1.05
C6,8036354,dha,27.77777777777778,2,1.04
C7,8036354,lum,111.11111111111111,1,1.05
C8,8036354,lum,111.11111111111111,2,1.0
C9,8036355,dha,27.77777777777778,1,0.8
C10,8036355,dha,27.77777777777778,2,0.78
C11,8036355,lum,111.11111111111111,1,0.8
C12,8036355,lum,111.11111111111111,2,0.78
D1,8036353,dha,9.25925925925926,1,1.87
D2,8036353,dha,9.25925925925926,2,1.95
D3,8036353,lum,37.03703703703704,1,2.01
D4,8036353,lum,37.03703703703704,2,1.95
D5,8036354,dha,9.25925925925926,1,1.02
D6,8036354,dha,9.25925925925926,2,1.03
D7,8036354,lum,37.03703703703704,1,1.02
D8,8036354,lum,37.03703703703704,2,1.0
D9,8036355,dha,9.25925925925926,1,0.84
D10,8036355,dha,9.25925925925926,2,0.82
D11,8036355,lum,37.03703703703704,1,0.78
D12,8036355,lum,37.03703703703704,2,0.71
E1,8036353,dha,3.0864197530864197,1,2.34
E2,8036353,dha,3.0864197530864197,2,2.23
E3,8036353,lum,12.345679012345679,1,2.05
E4,8036353,lum,12.345679012345679,2,2.02
E5,8036354,dha,3.0864197530864197,1,1.29
E6,8036354,dha,3.0864197530864197,2,1.15
E7,8036354,lum,12.345679012345679,1,1.13
E8,8036354,lum,12.345679012345679,2,1.05
E9,8036355,dha,3.0864197530864197,1,1.18
E10,8036355,dha,3.0864197530864197,2,1.11
E11,8036355,lum,12.345679012345679,1,0.84
E12,8036355,lum,12.345679012345679,2,0.85
F1,8036353,dha,1.02880658436214,1,2.45
F2,8036353,dha,1.02880658436214,2,2.47
F3,8036353,lum,4.11522633744856,1,2.2
F4,8036353,lum,4.11522633744856,2,2.16
F5,8036354,dha,1.02880658436214,1,1.35
F6,8036354,dha,1.02880658436214,2,1.29
F7,8036354,lum,4.11522633744856,1,1.29
F8,8036354,lum,4.11522633744856,2,1.28
F9,8036355,dha,1.02880658436214,1,1.36
F10,8036355,dha,1.02880658436214,2,1.34
F11,8036355,lum,4.11522633744856,1,1.22
F12,8036355,lum,4.11522633744856,2,1.15
G1,8036353,dha,0.3429355281207133,1,2.5
G2,8036353,dha,0.3429355281207133,2,2.47
G3,8036353,lum,1.3717421124828533,1,2.63
G4,8036353,lum,1.3717421124828533,2,2.58
G5,8036354,dha,0.3429355281207133,1,1.74
G6,8036354,dha,0.3429355281207133,2,1.65
G7,8036354,lum,1.3717421124828533,1,1.69
G8,8036354,lum,1.3717421124828533,2,1.62
G9,8036355,dha,0.3429355281207133,1,1.36
G10,8036355,dha,0.3429355281207133,2,1.37
G11,8036355,lum,1.3717421124828533,1,1.35
G12,8036355,lum,1.3717421124828533,2,1.29
H1,8036353,dha,0.0,1,2.44
H2,8036353,dha,0.0,2,2.51
H3,8036353,lum,0.0,1,2.78
H4,8036353,lum,0.0,2,2.74
H5,8036354,dha,0.0,1,2.21
H6,8036354,dha,0.0,2,2.05
H7,8036354,lum,0.0,1,2.04
H8,8036354,lum,0.0,2,1.97
H9,8036355,dha,0.0,1,1.31
H10,8036355,dha,0.0,2,1.27
H11,8036355,lum,0.0,1,1.26
H12,8036355,lum,0.0,2,1.29
