well,sample_id,drug,conc_nm,replicate,au
A1,8036221,dha,250.0,1,0.55
A2,8036221,dha,250.0,2,0.68
A3,8036221,lum,1000.0,1,0.68
A4,8036221,lum,1000.0,2,0.61
A5,8036222,dha,250.0,1,0.72
A6,8036222,dha,250.0,2,0.7
A7,8036222,lum,1000.0,1,0.72
A8,8036222,lum,1000.0,2,0.7
A9,8036223,dha,250.0,1,0.66
A10,8036223,dha,250.0,2,0.69
A11,8036223,lum,1000.0,1,0.68
A12,8036223,lum,1000.0,2,0.56
B1,8036221,dha,83.33333333333333,1,0.53
B2,8036221,dha,83.33333333333333,2,0.54
B3,8036221,lum,333.3333333333333,1,0.58
B4,8036221,lum,333.3333333333333,2,0.58
B5,8036222,dha,83.33333333333333,1,0.63
B6,8036222,dha,83.33333333333333,2,0.7
B7,8036222,lum,333.3333333333333,1,0.7
B8,8036222,lum,333.3333333333333,2,0.65
B9,8036223,dha,83.33333333333333,1,0.64
B10,8036223,dha,83.33333333333333,2,0.62
B11,8036223,lum,333.3333333333333,1,0.67
B12,8036223,lum,333.3333333333333,2,0.5
C1,8036221,dha,27.77777777777778,1,0.53
C2,8036221,dha,27.77777777777778,2,0.56
C3,8036221,lum,111.11111111111111,1,0.56
C4,8036221,lum,111.11111111111111,2,0.59
C5,8036222,dha,27.77777777777778,1,0.64
C6,8036222,dha,27.77777777777778,2,0.69
C7,8036222,lum,111.11111111111111,1,0.76
C8,8036222,lum,111.11111111111111,2,0.63
C9,8036223,dha,27.77777777777778,1,0.66
C10,8036223,dha,27.77777777777778,2,0.63
C11,8036223,lum,111.11111111111111,1,0.61
C12,8036223,lum,111.11111111111111,2,0.5
D1,8036221,dha,9.25925925925926,1,0.55
D2,8036221,dha,9.25925925925926,2,0.57
D3,8036221,lum,37.03703703703704,1,0.61
D4,8036221,lum,37.03703703703704,2,0.57
D5,8036222,dha,9.25925925925926,1,0.67
D6,8036222,dha,9.25925925925926,2,0.71
D7,8036222,lum,37.03703703703704,1,0.79
D8,8036222,lum,37.03703703703704,2,0.68
D9,8036223,dha,9.25925925925926,1,0.67
D10,8036223,dha,9.25925925925926,2,0.63
D11,8036223,lum,37.03703703703704,1,0.64
D12,8036223,lum,37.03703703703704,2,0.5
E1,8036221,dha,3.0864197530864197,1,0.52
E2,8036221,dha,3.0864197530864197,2,0.56
E3,8036221,lum,12.345679012345679,1,0.59
E4,8036221,lum,12.345679012345679,2,0.61
E5,8036222,dha,3.0864197530864197,1,0.71
E6,8036222,dha,3.0864197530864197,2,0.69
E7,8036222,lum,12.345679012345679,1,0.73
E8,8036222,lum,12.345679012345679,2,0.67
E9,8036223,dha,3.0864197530864197,1,0.65
E10,8036223,dha,3.0864197530864197,2,0.61
E11,8036223,lum,12.345679012345679,1,0.62
E12,8036223,lum,12.345679012345679,2,0.49
F1,8036221,dha,1.02880658436214,1,0.53
F2,8036221,dha,1.02880658436214,2,0.55
F3,8036221,lum,4.11522633744856,1,0.67
F4,8036221,lum,4.11522633744856,2,0.62
F5,8036222,dha,1.02880658436214,1,0.8
F6,8036222,dha,1.02880658436214,2,0.71
F7,8036222,lum,4.11522633744856,1,1.02
F8,8036222,lum,4.11522633744856,2,0.83
F9,8036223,dha,1.02880658436214,1,0.67
F10,8036223,dha,1.02880658436214,2,0.61
F11,8036223,lum,4.11522633744856,1,0.64
F12,8036223,lum,4.11522633744856,2,0.52
G1,8036221,dha,0.3429355281207133,1,0.58
G2,8036221,dha,0.3429355281207133,2,0.61
G3,8036221,lum,1.3717421124828533,1,0.69
G4,8036221,lum,1.3717421124828533,2,0.65
G5,8036222,dha,0.3429355281207133,1,1.16
G6,8036222,dha,0.3429355281207133,2,1.15
G7,8036222,lum,1.3717421124828533,1,1.28
G8,8036222,lum,1.3717421124828533,2,1.26
G9,8036223,dha,0.3429355281207133,1,0.63
G10,8036223,dha,0.3429355281207133,2,0.62
G11,8036223,lum,1.3717421124828533,1,0.65
G12,8036223,lum,1.3717421124828533,2,0.52
H1,8036221,dha,0.0,1,0.57
H2,8036221,dha,0.0,2,0.61
H3,8036221,lum,0.0,1,0.65
H4,8036221,lum,0.0,2,0.62
H5,8036222,dha,0.0,1,1.37
H6,8036222,dha,0.0,2,1.31
H7,8036222,lum,0.0,1,1.39
H8,8036222,lum,0.0,2,1.33
H9,8036223,dha,0.0,1,0.68
H10,8036223,dha,0.0,2,0.62
H11,8036223,lum,0.0,1,0.63
H12,8036223,lum,0.0,2,0.54
