n_total,n_mapped,n_primary,n_secondary,n_supplementary,n_unmapped,barcode,sample_id
42679,38436,37500,680,256,4243,barcode01,3D7
40573,34174,33064,876,234,6399,barcode02,Dd2
47534,45874,45003,529,342,1660,barcode03,HB3
45878,43882,41833,1211,838,1996,barcode04,IPC3663
8239,21,13,7,1,8218,barcode05,Human
988,21,21,0,0,967,barcode06,NTC
53871,50260,48842,1030,388,3611,barcode07,01045795
38852,37369,36236,834,299,1483,barcode08,01045803
33281,28807,28079,525,203,4474,barcode09,01045804
30827,28567,27658,670,239,2260,barcode10,01045811
38907,35684,34526,759,399,3223,barcode11,01045816
23637,22573,21747,651,175,1064,barcode12,01045817
35346,32406,31729,456,221,2940,barcode13,01045819
31099,27994,27138,552,304,3105,barcode14,8021370
28581,25708,25068,435,205,2873,barcode15,8021373
44023,41245,40059,897,289,2778,barcode16,8021375
30703,28998,28303,373,322,1705,barcode17,8021377
38042,36575,35641,596,338,1467,barcode18,8021378
36497,32893,31852,746,295,3604,barcode19,8021381
23246,21664,21095,394,175,1582,barcode20,8021387
23194,20597,20007,427,163,2597,barcode21,8021390
35753,31902,30922,689,291,3851,barcode22,8021393
33659,32030,31274,471,285,1629,barcode23,8021396
33279,30680,29813,645,222,2599,barcode24,8021397
5002,16,15,0,1,4986,barcode25,8021399
54262,51706,50356,980,370,2556,barcode26,8021401
26797,25381,24632,547,202,1416,barcode27,8021402
41107,38092,36695,1176,221,3015,barcode28,8021403
24561,22683,21937,572,174,1878,barcode29,8021404
40219,37607,36561,769,277,2612,barcode30,8021405
33580,32342,31548,527,267,1238,barcode31,8021406
25618,24037,23366,528,143,1581,barcode32,8021408
28631,27544,26930,440,174,1087,barcode33,8021409
44171,42138,41053,755,330,2033,barcode34,8021410
19373,18031,17326,594,111,1342,barcode35,8021412
21448,18574,18069,367,138,2874,barcode36,8021413
14410,13216,12888,222,106,1194,barcode37,8021455
29692,26499,25650,578,271,3193,barcode38,8021456
29351,27412,26550,682,180,1939,barcode39,8021460
35557,32953,31930,692,331,2604,barcode40,8021461
29106,27065,26156,761,148,2041,barcode41,8021462
22326,20834,20076,663,95,1492,barcode42,8021465
16350,14998,14645,255,98,1352,barcode43,8021466
19969,17962,17369,481,112,2007,barcode44,8021468
29988,27831,26950,646,235,2157,barcode45,8021469
39354,37076,35885,912,279,2278,barcode46,8021472
38561,36672,35812,610,250,1889,barcode47,8021434
41528,39433,38382,779,272,2095,barcode48,8021433
26812,24237,23546,478,213,2575,barcode49,8021431
33482,31177,30086,759,332,2305,barcode50,8021430
20074,17315,16281,934,100,2759,barcode51,8021427
16272,14861,14517,245,99,1411,barcode52,8021424
23182,21411,20787,449,175,1771,barcode53,8021422
19012,17671,17339,169,163,1341,barcode54,8021421
51141,48197,46414,1444,339,2944,barcode55,8021420
51483,49124,47793,840,491,2359,barcode56,8021414
56047,53897,52424,1071,402,2150,barcode57,8021435
20509,19417,18799,470,148,1092,barcode58,8021436
46381,44440,43363,657,420,1941,barcode59,8021439
29101,26204,25458,535,211,2897,barcode60,8021442
28405,26264,25670,339,255,2141,barcode61,8021443
14044,12582,12207,257,118,1462,barcode62,8021445
27075,23049,21872,1020,157,4026,barcode63,8021446
38923,34392,33459,619,314,4531,barcode64,8021448
48707,46527,45218,660,649,2180,barcode65,8021449
26283,24757,24066,495,196,1526,barcode66,8021450
39642,36720,35873,560,287,2922,barcode67,8021473
33301,30634,29761,523,350,2667,barcode68,8021474
29132,26880,26126,506,248,2252,barcode69,8021478
3232,26,26,0,0,3206,barcode70,8021480
28754,26126,25175,779,172,2628,barcode71,8021488
38162,35503,34427,769,307,2659,barcode72,8021492
42995,39964,38640,930,394,3031,barcode73,8021496
34596,32961,32009,636,316,1635,barcode74,8021503
33801,30195,29290,649,256,3606,barcode75,8021506
14437,11932,11553,309,70,2505,barcode76,8021510
21936,20250,19662,419,169,1686,barcode77,8021511
27045,24563,23886,501,176,2482,barcode78,8021512
44526,42289,40797,1043,449,2237,barcode79,8021513
26128,23859,23350,315,194,2269,barcode80,8021514
38034,36362,35482,593,287,1672,barcode81,8021515
38572,35801,34847,652,302,2771,barcode82,8021521
32787,30579,29351,943,285,2208,barcode83,8021520
21995,19966,19407,413,146,2029,barcode84,8021522
29628,24971,24340,459,172,4657,barcode85,8021526
31981,29727,28768,599,360,2254,barcode86,8021531
48295,46035,44560,1129,346,2260,barcode87,8021536
47088,44507,43265,992,250,2581,barcode88,8021540
42536,38816,37569,905,342,3720,barcode89,8021541
47542,42638,40916,1454,268,4904,barcode90,8021547
49551,45185,43978,952,255,4366,barcode91,8021549
53924,50626,48825,1396,405,3298,barcode92,8021550
35282,32838,31684,839,315,2444,barcode93,8021557
42673,38319,36894,1100,325,4354,barcode94,8021558
16528,15346,14889,296,161,1182,barcode95,8021560
18129,15967,15483,373,111,2162,barcode96,8021563
155919,141372,135233,3303,2836,14547,unclassified,unclassified
