barcode,n_processed_fastq,sample_id
barcode01,433,3D7
barcode02,432,Dd2
barcode03,432,HB3
barcode04,433,human
barcode05,373,NTC-a
barcode06,432,8013549
barcode07,433,8013554
barcode08,433,8013555
barcode09,432,8013557
barcode10,432,8013558
barcode11,430,8013559
barcode12,432,8013561
barcode13,431,8013565
barcode14,432,8013759
barcode15,433,8013778
barcode16,432,8013809
barcode17,432,8013813
barcode18,432,8013814
barcode19,432,8013833
barcode20,433,8013836
barcode21,433,8013837
barcode22,433,8013839
barcode23,432,8022228
barcode24,432,8022255
barcode25,433,8022258
barcode26,432,8022268
barcode27,432,8022270
barcode28,433,8022272
barcode29,433,8022274
barcode30,432,8022279
barcode31,432,8022284
barcode32,7,8022285
barcode33,432,8022291
barcode34,433,8022292
barcode35,433,8022294
barcode36,432,8022297
barcode37,431,8022301
barcode38,432,8022304
barcode39,432,8022305
barcode40,432,8022310
barcode41,432,8022312
barcode42,431,8022313
barcode43,432,8022315
barcode44,432,8022470
barcode45,432,8022472
barcode46,432,8022473
barcode47,432,8022480
barcode48,432,8022481
barcode49,433,8022483
barcode50,432,8022489
barcode51,432,8022490
barcode52,432,8022491
barcode53,432,8022493
barcode54,399,8022498
barcode55,432,8022499
barcode56,431,8022500
barcode57,430,8022502
barcode58,433,8022701
barcode59,432,8022702
barcode60,433,8022704
barcode61,432,8022705
barcode62,432,8022706
barcode63,432,8022709
barcode64,433,8022727
barcode65,432,8022728
barcode66,429,8022729
barcode67,432,8022731
barcode68,432,8022733
barcode69,433,8022735
barcode70,432,8022737
barcode71,432,8022768
barcode72,432,8022976
barcode73,432,8022981
barcode74,429,8022985
barcode75,433,8023004
barcode76,432,8030482
barcode77,432,8030483
barcode78,433,8030484
barcode79,433,8030522
barcode80,432,8030538
barcode81,386,8030753
barcode82,432,8030758
barcode83,432,8030765
barcode84,432,8030769
barcode85,433,8030771
barcode86,432,8030772
barcode87,433,8030790
barcode88,425,NTC-b
unclassified,433,unclassified
