n_total,n_mapped,n_primary,n_secondary,n_supplementary,n_unmapped,barcode,sample_id
21266,18380,18196,112,72,2886,barcode01,3D7
45580,41725,40459,337,929,3855,barcode02,Dd2
49327,45162,43787,388,987,4165,barcode03,HB3
2798,7,5,0,2,2791,barcode04,human
1076,4,4,0,0,1072,barcode05,NTC-a
45673,43831,42463,789,579,1842,barcode06,8013549
17296,5126,5063,44,19,12170,barcode07,8013554
53029,51633,49669,1117,847,1396,barcode08,8013555
4106,2577,2514,56,7,1529,barcode09,8013557
21357,19265,18522,626,117,2092,barcode10,8013558
5373,4352,4166,141,45,1021,barcode11,8013559
11984,10804,10614,142,48,1180,barcode12,8013561
7542,5068,4947,94,27,2474,barcode13,8013565
23522,20101,19571,394,136,3421,barcode14,8013759
16229,8921,8649,251,21,7308,barcode15,8013778
40554,36794,35560,778,456,3760,barcode16,8013809
6641,4255,4075,166,14,2386,barcode17,8013813
61154,59195,57183,1153,859,1959,barcode18,8013814
43321,40560,39442,584,534,2761,barcode19,8013833
45332,44043,42813,385,845,1289,barcode20,8013836
58748,56654,54474,1213,967,2094,barcode21,8013837
45592,41833,40516,545,772,3759,barcode22,8013839
61322,59260,56932,862,1466,2062,barcode23,8022228
16372,14821,14443,181,197,1551,barcode24,8022255
46882,42709,41512,850,347,4173,barcode25,8022258
33525,31613,30364,867,382,1912,barcode26,8022268
33682,32280,30697,1148,435,1402,barcode27,8022270
9868,7053,6582,444,27,2815,barcode28,8022272
68435,66083,63187,1418,1478,2352,barcode29,8022274
79997,78159,75211,1663,1285,1838,barcode30,8022279
20708,18107,17481,456,170,2601,barcode31,8022284
8,8,7,1,0,0,barcode32,8022285
10756,8035,7611,401,23,2721,barcode33,8022291
38865,36053,34905,656,492,2812,barcode34,8022292
19483,17253,16533,569,151,2230,barcode35,8022294
9013,2747,2679,54,14,6266,barcode36,8022297
10318,8376,8118,229,29,1942,barcode37,8022301
11289,9210,9116,54,40,2079,barcode38,8022304
20778,18928,18481,227,220,1850,barcode39,8022305
10162,7848,7734,66,48,2314,barcode40,8022310
6877,15,11,4,0,6862,barcode41,8022312
6870,4074,3886,183,5,2796,barcode42,8022313
81167,79048,76305,1414,1329,2119,barcode43,8022315
56780,53801,51754,1539,508,2979,barcode44,8022470
34323,31115,30057,725,333,3208,barcode45,8022472
45571,42051,40649,953,449,3520,barcode46,8022473
31543,28449,27768,426,255,3094,barcode47,8022480
13633,10475,10371,61,43,3158,barcode48,8022481
24953,12674,12239,336,99,12279,barcode49,8022483
5408,74,67,4,3,5334,barcode50,8022489
62606,60004,57627,901,1476,2602,barcode51,8022490
11286,9692,9477,172,43,1594,barcode52,8022491
40943,38742,37664,393,685,2201,barcode53,8022493
1538,144,144,0,0,1394,barcode54,8022498
8107,3521,3510,0,11,4586,barcode55,8022499
9348,5953,5904,39,10,3395,barcode56,8022500
5120,2330,2328,0,2,2790,barcode57,8022502
55165,53619,51320,938,1361,1546,barcode58,8022701
14380,2981,2783,194,4,11399,barcode59,8022702
57023,55202,53001,891,1310,1821,barcode60,8022704
20935,18705,18171,292,242,2230,barcode61,8022705
27997,26151,25295,343,513,1846,barcode62,8022706
34284,27567,26642,750,175,6717,barcode63,8022709
39335,33701,32325,744,632,5634,barcode64,8022727
42768,40040,39062,680,298,2728,barcode65,8022728
5677,3102,2887,211,4,2575,barcode66,8022729
11646,6645,5931,685,29,5001,barcode67,8022731
29402,23229,21811,1295,123,6173,barcode68,8022733
24239,19305,18562,647,96,4934,barcode69,8022735
52823,50385,48285,1204,896,2438,barcode70,8022737
33513,29503,28692,566,245,4010,barcode71,8022768
5103,1851,1837,8,6,3252,barcode72,8022976
12628,7012,6857,129,26,5616,barcode73,8022981
4470,2370,2214,155,1,2100,barcode74,8022985
35470,32684,30638,779,1267,2786,barcode75,8023004
31859,29265,27487,618,1160,2594,barcode76,8030482
20361,13821,13258,492,71,6540,barcode77,8030483
37986,35372,33722,576,1074,2614,barcode78,8030484
74854,71805,69108,1308,1389,3049,barcode79,8030522
39476,36593,35081,510,1002,2883,barcode80,8030538
1625,652,651,0,1,973,barcode81,8030753
47641,45193,43272,963,958,2448,barcode82,8030758
52485,50238,48320,1546,372,2247,barcode83,8030765
35682,33547,32081,638,828,2135,barcode84,8030769
58300,54449,53058,874,517,3851,barcode85,8030771
48008,45424,44002,637,785,2584,barcode86,8030772
70368,66326,64534,1230,562,4042,barcode87,8030790
3686,2,2,0,0,3684,barcode88,NTC-b
212879,186782,180408,3206,3168,26097,unclassified,unclassified
