well,sample_id,drug,conc_nm,replicate,au
A1,8033759,dha,250.0,1,0.37
A2,8033759,dha,250.0,2,0.38
A3,8033759,lum,1000.0,1,0.4
A4,8033759,lum,1000.0,2,0.4
A5,8033760,dha,250.0,1,1.62
A6,8033760,dha,250.0,2,1.69
A7,8033760,lum,1000.0,1,1.75
A8,8033760,lum,1000.0,2,1.68
A9,8033761,dha,250.0,1,0.81
A10,8033761,dha,250.0,2,0.82
A11,8033761,lum,1000.0,1,0.86
A12,8033761,lum,1000.0,2,0.77
B1,8033759,dha,62.5,1,0.32
B2,8033759,dha,62.5,2,0.35
B3,8033759,lum,250.0,1,0.36
B4,8033759,lum,250.0,2,0.37
B5,8033760,dha,62.5,1,1.59
B6,8033760,dha,62.5,2,1.67
B7,8033760,lum,250.0,1,1.63
B8,8033760,lum,250.0,2,1.59
B9,8033761,dha,62.5,1,0.8
B10,8033761,dha,62.5,2,0.79
B11,8033761,lum,250.0,1,0.84
B12,8033761,lum,250.0,2,0.76
C1,8033759,dha,15.625,1,0.34
C2,8033759,dha,15.625,2,0.36
C3,8033759,lum,62.5,1,0.36
C4,8033759,lum,62.5,2,0.37
C5,8033760,dha,15.625,1,1.51
C6,8033760,dha,15.625,2,1.66
C7,8033760,lum,62.5,1,1.65
C8,8033760,lum,62.5,2,1.67
C9,8033761,dha,15.625,1,0.81
C10,8033761,dha,15.625,2,0.8
C11,8033761,lum,62.5,1,0.84
C12,8033761,lum,62.5,2,0.81
D1,8033759,dha,3.90625,1,0.34
D2,8033759,dha,3.90625,2,0.34
D3,8033759,lum,15.625,1,0.35
D4,8033759,lum,15.625,2,0.38
D5,8033760,dha,3.90625,1,1.55
D6,8033760,dha,3.90625,2,1.58
D7,8033760,lum,15.625,1,2.11
D8,8033760,lum,15.625,2,2.08
D9,8033761,dha,3.90625,1,0.79
D10,8033761,dha,3.90625,2,0.81
D11,8033761,lum,15.625,1,1.04
D12,8033761,lum,15.625,2,1.01
E1,8033759,dha,0.9765625,1,0.34
E2,8033759,dha,0.9765625,2,0.35
E3,8033759,lum,3.90625,1,0.38
E4,8033759,lum,3.90625,2,0.37
E5,8033760,dha,0.9765625,1,2.44
E6,8033760,dha,0.9765625,2,2.32
E7,8033760,lum,3.90625,1,2.89
E8,8033760,lum,3.90625,2,2.69
E9,8033761,dha,0.9765625,1,0.79
E10,8033761,dha,0.9765625,2,0.8
E11,8033761,lum,3.90625,1,1.47
E12,8033761,lum,3.90625,2,1.51
F1,8033759,dha,0.244140625,1,0.35
F2,8033759,dha,0.244140625,2,0.36
F3,8033759,lum,0.9765625,1,0.38
F4,8033759,lum,0.9765625,2,0.39
F5,8033760,dha,0.244140625,1,2.77
F6,8033760,dha,0.244140625,2,2.71
F7,8033760,lum,0.9765625,1,2.93
F8,8033760,lum,0.9765625,2,2.94
F9,8033761,dha,0.244140625,1,0.98
F10,8033761,dha,0.244140625,2,0.95
F11,8033761,lum,0.9765625,1,1.84
F12,8033761,lum,0.9765625,2,1.76
G1,8033759,dha,0.06103515625,1,0.35
G2,8033759,dha,0.06103515625,2,0.37
G3,8033759,lum,0.244140625,1,0.39
G4,8033759,lum,0.244140625,2,0.4
G5,8033760,dha,0.06103515625,1,2.87
G6,8033760,dha,0.06103515625,2,2.89
G7,8033760,lum,0.244140625,1,2.76
G8,8033760,lum,0.244140625,2,2.75
G9,8033761,dha,0.06103515625,1,1.53
G10,8033761,dha,0.06103515625,2,1.5
G11,8033761,lum,0.244140625,1,1.81
G12,8033761,lum,0.244140625,2,1.73
H1,8033759,dha,0.0,1,0.35
H2,8033759,dha,0.0,2,0.37
H3,8033759,lum,0.0,1,0.39
H4,8033759,lum,0.0,2,0.39
H5,8033760,dha,0.0,1,2.96
H6,8033760,dha,0.0,2,2.87
H7,8033760,lum,0.0,1,2.87
H8,8033760,lum,0.0,2,2.77
H9,8033761,dha,0.0,1,1.78
H10,8033761,dha,0.0,2,1.75
H11,8033761,lum,0.0,1,1.65
H12,8033761,lum,0.0,2,1.7
