barcode,n_processed_fastq,sample_id
barcode01,21,3D7
barcode02,21,Dd2
barcode03,21,HB3
barcode04,21,IPC3663
barcode05,21,Human
barcode06,20,NTC
barcode07,21,8010873
barcode08,21,8010874
barcode09,21,8010875
barcode10,21,8010876
barcode11,21,8010877
barcode12,21,8010878
barcode13,21,8010880
barcode14,21,8010881
barcode15,21,8010882
barcode16,21,8010883
barcode17,21,8010884
barcode18,21,8010885
barcode19,21,8010887
barcode20,21,8010888
barcode21,21,8010890
barcode22,21,8010891
barcode23,21,8010894
barcode24,21,8010896
barcode25,21,8010897
barcode26,21,8010899
barcode27,21,8010900
barcode28,21,8010901
barcode29,21,8010903
barcode30,21,8010904
barcode31,21,8010905
barcode32,21,8010906
barcode33,21,8010907
barcode34,21,8010908
barcode35,21,8010910
barcode36,21,8010911
barcode37,21,8010912
barcode38,21,8010913
barcode39,21,8010914
barcode40,21,8010915
barcode41,21,8010917
barcode42,21,8010919
barcode43,21,8010920
barcode44,21,8010922
barcode45,21,8010923
barcode46,21,8010924
barcode47,21,8010927
barcode48,21,8010929
barcode49,21,8010930
barcode50,21,8010932
barcode51,21,8010936
barcode52,21,8013352
barcode53,21,8013353
barcode54,21,8013356
barcode55,21,8013358
barcode56,21,8013361
barcode57,21,8013362
barcode58,21,8013366
barcode59,21,8013367
barcode60,21,8013369
barcode61,21,8013372
barcode62,21,8013374
barcode63,21,8013375
barcode64,21,8013377
barcode65,21,8013381
barcode66,21,8013387
barcode67,21,8013401
barcode68,21,8013404
barcode69,21,8023053
barcode70,21,8023067
barcode71,21,8023076
barcode72,21,8023082
barcode73,21,8023087
barcode74,21,8023089
barcode75,21,8023099
barcode76,21,8023105
barcode77,21,8023108
barcode78,21,8023113
barcode79,21,8023132
barcode80,21,8023139
barcode81,21,8023540
barcode82,21,8023543
barcode83,21,8023544
barcode84,21,8023546
barcode85,21,8023548
barcode86,21,8023549
barcode87,21,8023553
barcode88,21,8023555
barcode89,21,8023559
barcode90,21,8023561
barcode91,21,8023567
barcode92,21,8023568
barcode93,21,8023569
barcode94,21,8023570
barcode95,21,8023571
barcode96,21,8023572
unclassified,21,unclassified
