n_total,n_mapped,n_primary,n_secondary,n_supplementary,n_unmapped,barcode,sample_id
55844,36235,35250,696,289,19609,barcode01,3D7
73427,67048,65659,743,646,6379,barcode02,Dd2
82952,74788,73379,752,657,8164,barcode03,HB3
9261,12,11,0,1,9249,barcode04,Human
1637,6,6,0,0,1631,barcode05,NTC1
1202,9,8,1,0,1193,barcode06,NTC2
3096,21,20,1,0,3075,barcode07,NTC3
1693,12,11,1,0,1681,barcode08,NTC4
1853,330,330,0,0,1523,barcode09,5053734
81647,78978,77172,1164,642,2669,barcode10,5053711
20860,7707,7224,475,8,13153,barcode11,5053743
59182,55712,54091,1359,262,3470,barcode12,5053727
83951,77786,75815,1288,683,6165,barcode13,5053767
98301,95728,93044,1715,969,2573,barcode14,5053713
59018,57182,55644,747,791,1836,barcode15,5053715
22908,22507,21979,276,252,401,barcode16,5053695
19459,16422,15855,525,42,3037,barcode17,5053740
35413,32700,31191,1414,95,2713,barcode18,5053699
42060,38033,36394,1440,199,4027,barcode19,5053705
47421,46189,44834,1178,177,1232,barcode20,5053710
33805,31030,29967,889,174,2775,barcode21,5053725
18041,12056,11870,157,29,5985,barcode22,5053708
51952,49431,47575,1579,277,2521,barcode23,5053742
93043,78883,76422,1593,868,14160,barcode24,1036151
28035,25757,25215,440,102,2278,barcode25,1036153
45419,42993,41552,1144,297,2426,barcode26,1036152
48647,47411,45869,1236,306,1236,barcode27,1036154
85379,81858,77930,2609,1319,3521,barcode28,blank1
1064,12,12,0,0,1052,barcode29,blank
98057,95141,91730,3057,354,2916,barcode30,1036157
41755,38829,37797,908,124,2926,barcode31,1036158
23398,22132,21403,669,60,1266,barcode32,1036159
82402,79916,77354,1874,688,2486,barcode33,5053930
102297,99533,96295,2559,679,2764,barcode34,5053929
11683,322,305,17,0,11361,barcode35,5053917
49476,43591,42176,1152,263,5885,barcode36,5053891
87425,85567,83278,1661,628,1858,barcode37,5053937
114085,109742,106898,1979,865,4343,barcode38,5053933
101330,97448,94290,2445,713,3882,barcode39,5053931
111900,108942,104904,3288,750,2958,barcode40,5053903
91573,88762,85736,2313,713,2811,barcode41,5053898
69687,67662,64473,2566,623,2025,barcode42,5053906
112942,110377,107762,1852,763,2565,barcode43,5053934
136726,133603,129148,3501,954,3123,barcode44,5053936
68424,60625,58841,1457,327,7799,barcode45,8021909
94989,91705,89015,1487,1203,3284,barcode46,5053935
84185,82052,78135,3325,592,2133,barcode47,5053907
44428,43001,41238,1386,377,1427,barcode48,5053905
48681,46657,45083,1170,404,2024,barcode49,5053904
99657,96735,93637,2390,708,2922,barcode50,5053932
91857,89347,84892,3856,599,2510,barcode51,5053897
105592,103308,98158,4433,717,2284,barcode52,8021027
113231,109708,107205,1502,1001,3523,barcode53,8021010
82193,79634,77551,1250,833,2559,barcode54,8023974
101192,98437,96303,1597,537,2755,barcode55,8023992
17909,14891,14535,311,45,3018,barcode56,8021049
81196,79283,76542,1985,756,1913,barcode57,8021039
20863,17745,16622,1070,53,3118,barcode58,8023990
93310,90930,86825,3646,459,2380,barcode59,8023994
89568,86377,83245,2540,592,3191,barcode60,8021020
96855,93253,90941,1589,723,3602,barcode61,8019450
68546,66604,64614,1469,521,1942,barcode62,8019451
77618,73657,71332,2023,302,3961,barcode63,8019456
88146,85046,82326,2006,714,3100,barcode64,8023245
30437,26162,25263,687,212,4275,barcode65,8023230
2295,412,410,0,2,1883,barcode66,8023246
23545,19099,18311,696,92,4446,barcode67,8023299
79593,76280,73989,1731,560,3313,barcode68,8023302
63327,60036,58360,1170,506,3291,barcode69,8023313
8409,4805,4630,163,12,3604,barcode70,8023303
59636,57386,55536,1443,407,2250,barcode71,8023307
71631,68518,65953,2189,376,3113,barcode72,8023304
3534,3195,3134,41,20,339,barcode73,8023305
10104,8306,7896,344,66,1798,barcode74,8023317
39358,32140,31046,870,224,7218,barcode75,8023314
19831,7289,6680,588,21,12542,barcode76,8023318
78506,76100,73127,2553,420,2406,barcode77,8023296
14212,11652,11054,567,31,2560,barcode78,5053960
32006,28771,27100,1595,76,3235,barcode79,5053964
6948,4862,4118,400,344,2086,barcode80,8023300
83507,80822,77535,1906,1381,2685,barcode81,1036155
44570,42357,40876,1055,426,2213,barcode82,1036156
284030,262241,253128,6214,2899,21789,unclassified,unclassified
