barcode,n_processed_fastq,sample_id
barcode01,102,3D7
barcode02,102,Dd2
barcode03,102,HB3
barcode04,102,Human
barcode05,102,NTC1
barcode06,102,NTC2
barcode07,102,NTC3
barcode08,102,NTC4
barcode09,102,5053734
barcode10,102,5053711
barcode11,102,5053743
barcode12,102,5053727
barcode13,102,5053767
barcode14,102,5053713
barcode15,102,5053715
barcode16,102,5053695
barcode17,102,5053740
barcode18,102,5053699
barcode19,102,5053705
barcode20,102,5053710
barcode21,102,5053725
barcode22,102,5053708
barcode23,102,5053742
barcode24,102,1036151
barcode25,102,1036153
barcode26,102,1036152
barcode27,102,1036154
barcode28,102,blank1
barcode29,102,blank
barcode30,102,1036157
barcode31,102,1036158
barcode32,102,1036159
barcode33,102,5053930
barcode34,102,5053929
barcode35,102,5053917
barcode36,102,5053891
barcode37,102,5053937
barcode38,102,5053933
barcode39,102,5053931
barcode40,102,5053903
barcode41,102,5053898
barcode42,102,5053906
barcode43,102,5053934
barcode44,102,5053936
barcode45,102,8021909
barcode46,102,5053935
barcode47,102,5053907
barcode48,102,5053905
barcode49,102,5053904
barcode50,102,5053932
barcode51,102,5053897
barcode52,102,8021027
barcode53,102,8021010
barcode54,102,8023974
barcode55,102,8023992
barcode56,102,8021049
barcode57,102,8021039
barcode58,102,8023990
barcode59,102,8023994
barcode60,102,8021020
barcode61,102,8019450
barcode62,102,8019451
barcode63,102,8019456
barcode64,102,8023245
barcode65,102,8023230
barcode66,102,8023246
barcode67,102,8023299
barcode68,102,8023302
barcode69,102,8023313
barcode70,102,8023303
barcode71,102,8023307
barcode72,102,8023304
barcode73,102,8023305
barcode74,102,8023317
barcode75,102,8023314
barcode76,102,8023318
barcode77,102,8023296
barcode78,102,5053960
barcode79,102,5053964
barcode80,102,8023300
barcode81,102,1036155
barcode82,102,1036156
unclassified,102,unclassified
